scRNA_guide_name,count_D0_original,count_D0_repA,count_D0_repB,count_D7_original,scRNA_count,count_D0_mean,is_NC,target_gene,category_D7,category_scRNA
AHDC1_-_27930702.23-P1P2-1,95.35811372848758,24.78698844874155,73.48650330014634,64.32582249635652,21.968785898590667,49.136745874443946,False,AHDC1,none,none
AHDC1_-_27930702.23-P1P2-2,0.0,58.70602527333526,83.12407750344423,24.740700960137122,76.53641538863846,70.91505138838974,False,AHDC1,none,none
AHRR_+_321892.23-P1P2-1,77.02001493454766,159.1585574077089,172.27163888394963,230.9132089612798,187.7976859073073,165.71509814582927,False,AHRR,none,none
AHRR_+_321892.23-P1P2-2,25.673338311515888,6.522891697037251,9.637574203297882,16.493800640091415,0.0,8.080232950167566,False,AHRR,none,none
AHRR_-_321899.23-P1P2-1,157.70764962788328,106.97542383141091,122.879071092048,117.10598454464905,81.4971089786428,114.92724746172945,False,AHRR,none,none
AHRR_-_321899.23-P1P2-2,0.0,108.28000217081836,132.51664529534585,108.85908422460334,150.94681923870363,120.39832373308211,False,AHRR,none,none
AHRR_-_322105.23-P1P2-1,55.014296381819754,115.06380953573711,148.1777033757049,84.11838326446622,226.7745641144843,131.620756455721,False,AHRR,none,none
AHRR_-_322105.23-P1P2-2,0.0,46.96482021866821,64.81268651717826,37.93574147221025,14.882080770013031,55.888753367923236,False,AHRR,none,none
AHR_+_17338289.23-P1P2-1,0.0,73.0563870068172,68.66771619849742,108.85908422460334,103.46589487723345,70.86205160265732,False,AHR,none,none
AHR_+_17338289.23-P1P2-2,220.05718552727902,280.4843429726018,248.16753573492045,135.2491652487496,325.2797654017134,264.3259393537611,False,AHR,none,none
AHR_-_17338343.23-P1P2-1,304.4124399794026,62.619760291557604,106.0133162362767,168.23676652893243,191.34103847159614,84.31653826391715,False,AHR,none,none
AHR_-_17338343.23-P1P2-2,95.35811372848758,79.57927870385446,75.89589685097081,75.8714829444205,80.78843846578503,77.73758777741264,False,AHR,none,none
AHR_-_17338362.23-P1P2-1,165.77641309721685,92.62506209792896,117.8193446353166,166.5873864649233,194.88439103588496,105.22220336662278,False,AHR,none,none
AHR_-_17338362.23-P1P2-2,110.02859276363951,185.25012419585792,87.94286460509318,39.5851215362194,221.1052000116222,136.59649440047554,False,AHR,none,none
AIRE_-_45705761.23-P1P2-1,51.346676623031776,118.71662888607796,108.42270978710117,70.92334275239308,168.66358206014772,113.56966933658956,False,AIRE,none,none
AIRE_-_45705761.23-P1P2-2,107.09449695660912,131.76241228015246,122.879071092048,159.98986620888675,172.2069346244365,127.32074168610023,False,AIRE,none,none
AIRE_-_45705829.23-P1P2-1,44.011437105455805,60.010603612742706,108.42270978710117,62.67644243234737,150.23814872584583,84.21665669992194,False,AIRE,none,none
AIRE_-_45705829.23-P1P2-2,40.34381734666782,75.9264593535136,60.23483877061176,29.688841152164546,29.764161540026063,68.08064906206268,False,AIRE,none,none
AIRE_-_45706000.23-P1P2-1,110.02859276363951,142.19903899541208,81.91938072803198,89.06652345649364,272.1294769373812,112.05920986172202,False,AIRE,none,none
AIRE_-_45706000.23-P1P2-2,0.0,48.26939855807565,39.75499358860376,26.390081024146266,61.65433461862541,44.01219607333971,False,AIRE,none,none
AKAP8L_-_15529435.23-P1P2-1,102.69335324606355,121.32578556489285,132.51664529534585,49.481401920274244,74.41040385006517,126.92121543011936,False,AKAP8L,none,none
AKAP8L_-_15529435.23-P1P2-2,0.0,37.83277184281605,77.10059362638306,69.27396268838393,90.00115513293596,57.46668273459956,False,AKAP8L,none,none
