1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
FBN2,CACNA1D,NCCRP1,MT-CO3,SFRP1,GRIK1,ZNF385D,COL1A2,LMO2,H3F3B,TAGLN,ARG2,SV2C,FP671120.4,SFRP2,FOS,CAVIN2,ANXA1,CDC20,CENPE,S100A14,HHEX,NR2F1,FOXA2,HIST1H1B,IL32,HIST1H3H,LUM,MT2A,HSPA1B,NECTIN3-AS1,TFPI2,ETV2,LINC02051,NCF4-AS1,MEG3,AC091705.1,HIST1H3B,LINC02237,AC108052.1,PRSS2,FYB1,CLEC1B,FCRL5,CDH19,CCL2,TUBA1C,GP9,AC136616.2,MUSTN1,AL021937.3,AF111167.1,LINC01020,AL391704.1,AP001042.2,GOLGA6L22,AC022217.2,MGP,AC010197.1,OR10A3,AL353633.1,AC027315.1,AC138304.1,GPR55,AC018653.1,AL596325.1,CHGA,AC026583.1,SPAG11A,COPDA1,LINC01538,AL136359.1,AC074008.2,AC098850.2,TRBV5-1,MATN4,FBXO3-DT,CCDC195,LINC00448,LINC01856,AC018552.3,AL358473.2,AL391845.2,KRT23,CSTA,GMNC,VSX1,IDO1,AL138831.2,AC093824.2,AC090515.6,AL162425.1,LINC01343,LILRB2,AC072026.2,AF274573.1,LINC02439,UBE2L5,AP000688.3,AL157396.1,AC017037.5,FCGR2B,TBXT,LINC02351,LINC00383,AC020651.1,LINC02074,PIK3CG,AP003500.1,AC108879.1,TFEC,AL358074.1,APOC3,AC018685.2,AC100768.1,TREML2,AC107959.3,AC078878.2,AL109910.2,Z84468.1,LINC02346,HBM,LINC02052,GPR65,CCL4L2,PCAT19,AC025048.1,AC025752.1,TRIM42,RHAG,AC114977.1,LINC01047,AC104051.1,AL360178.1,SERPINA1,OR51V1,NXF2,LINC02227,LEMD1-AS1,AC018682.2,AC084026.1,HTR2A,AC243965.1,LINC02792,AL110115.1,FAM9B,KRT7,AL139289.3,AL353152.2,LIM2,LINC00572,AC008705.2,NLRP8,AL355870.1,UBE2E2-AS1,AC069214.1,AC114964.2,TGM5,AC083855.2,AC003044.1,DLX5,CRYBA2,CLDN10-AS1,KLK4,APOBEC1,AL627309.4,AL357556.4,SEPTIN9-DT,AC104958.2,AL357509.1,OR1I1,AC096736.2,AC024996.1,LINC01522,PDZK1IP1,AC024587.2,AC025521.1,TNFSF11,LINC01808,HIST2H3A,AC016705.3,LINC02185,AC009117.2,IL10RA,MANCR,TMEM61,EGFLAM-AS1,LYZL6,AC009061.1,AL160272.1,IGSF21-AS1,PADI4,AL161668.1,AP003471.1,AL356747.1,AC026433.1,AC009570.2,AL513321.2,SIT1,LINC02420,AC007271.1,AP002954.2,LINC02380,ELF5,LINC01910,AC068870.1,HPSE,MT1H,AC012433.2,LINC01543,AL158211.3,LINC01942,LINC00928,KRT82,LINC02831,AC103563.2,AC116345.3,AC008798.2,AC026461.3,LINC01206,SLFN12L,AL691515.1,MAB21L4,AL355836.3,AC098679.6,KIAA1210,C5orf66-AS1,LINC01351,KIF2B,AC022201.1,AC254629.1,AL354702.2,LINC00309,C11orf97,AC093722.1,SERPINA11,AC009227.2,AC027688.2,AC116609.3,AC009234.1,AL031767.1,PHGR1,LY86,AC018730.1,AC113615.1,TRIM43B,SPDYC,AL035412.1,LINC00583,DDC
LAMA2,RSPO3,ZNF385B,MT-CO2,RAB3C,CKB,PRR16,ITGA8,DPP10,GADD45G,ACTA2,SLN,LRP1B,FP236383.3,AP000561.1,EGR1,ALKAL2,AC093866.1,PLK1,ASPM,APOA2,PROCR,AL355838.1,LINC00261,HIST1H4C,NNMT,HIST2H2BF,TGFBI,MT1E,HSPA1A,CLEC2A,GNG11,HTR2C,LINC01480,LINC01713,MEG8,AP000944.6,HIST1H3C,AL596442.1,LINC00458,PRSS1,PHOX2A,OIT3,AL137798.2,PENK,CXCL3,CCNB1,FZD10,AC005920.1,AC097105.1,HID1-AS1,AC015818.8,EIF4E1B,HKDC1,BRINP3,AC016526.4,FOXG1,HOXA10,LINC01496,AC092811.1,AC023137.1,AL603832.2,MS4A3,AL021395.1,AC022469.1,Z95114.2,RTBDN,AC092131.1,AL845472.1,AL353770.3,AL050338.2,PAEP,NBPF4,TMCO5A,AC051619.8,AC016266.1,LINC01584,AL596257.1,NPTX1,CLEC17A,LINC02715,VGLL2,TCL1B,AC091493.1,LINC01204,SCML4,TCEAL6,AIRE,AC021613.3,LINC01070,AL161638.1,SPNS3,AC074096.1,AL020997.5,AL442224.1,USP41,AL358292.1,LINC00554,LINC02098,AC012494.2,GNGT2,LINC02309,LMX1A,AC124067.3,LINC01911,AC004921.1,SCRT2,AC073140.1,AL138767.2,AC003986.2,CHAT,OR9Q2,AHSG,LINC01716,CSH2,LINC02338,AL138826.1,C2CD4A,TSGA13,C22orf34,C1orf185,CFAP97D2,DCSTAMP,ZNF25-DT,CXCL8,AL512649.2,LINC02436,KCNJ15,AL135785.1,AVPR1A,AC114977.2,AL157902.1,LINC02823,AC138356.3,AMBP,AC113615.1,FAM25G,AC116366.2,AL590068.1,AC025810.1,SLC17A1,GSC2,AC020912.1,LINC01818,LINC00841,LINC01661,CST6,FCRL6,AC004448.3,AC110285.3,LINC01898,AL078599.2,LINC00111,AC092100.1,AC108482.2,LINC00410,LINC02317,C10orf105,LINC00550,UGT2A1,TFAP2C,DDC,AL360006.1,AC023491.2,AC100781.1,AL121904.2,LINC00445,LINC02276,SERPINA7,AC093599.1,AC093496.1,APOBEC3A,LINC01595,AC020905.1,AC006441.4,TRBV1,KRT86,MIR7515HG,AC090877.2,AC027688.2,AC009093.4,SIDT1-AS1,CCL8,AL121888.1,TECTB,LINC02219,AP003064.1,AL137856.1,AC087664.2,FFAR2,CEACAM6,POTEB,AC011303.1,FGG,LINC01727,AC022118.1,AC061979.1,AC068489.1,GH1,LINC01044,IL1R2,AC023469.2,AC112482.2,AL050402.2,OR10R2,FOXD1-AS1,AL133464.1,MT1G,AL160153.1,AL035412.1,AC241644.2,TFF2,LINC-ROR,AC078865.1,LINC01908,AC098483.1,LINC00691,LINC01826,KCNQ1DN,AP001255.1,AC017053.1,AC017053.1,AC010907.1,AC025614.2,AC092580.2,Z82214.1,APOA4,PAGE1,AC092723.3,AC133485.2,AC007333.2,AP001999.3,CASC23,AC026336.3,ICOS,AFP,AL357033.1,AC113410.5,LINC01908,AL357033.1,AL355337.1,AC103702.2,AC051619.8,C2CD4A,HID1-AS1,TRIM49,LINC02715,AC093824.2,KRT86,CTSE
MYL3,LBH,TBX18,MT-ATP8,PDE3A,MFGE8,FABP5,COL1A1,CADM1,PHLDA1,MYL9,IGFBP3,CNTN5,MYH6,THSD4,CCN1,SPRR2F,MFAP5,CCNA2,MKI67,APOA1,ESAM,CXCL14,LINC00348,HIST1H3B,SERPINE1,HIST1H3J,KCNE4,MT1X,HSPA6,ANKRD45,EMCN,TAL1,GDF15,DINOL,MEG9,AF111169.2,HIST1H3F,ZNF98,AC010251.1,SSX2B,AC121338.1,FCN3,PRDM7,R3HDML,CXCL1,ASPM,GPC5,LINC00167,AC007922.4,PINCR,AC034236.3,AC025280.3,MIR548XHG,AC097518.2,AC087468.2,MILR1,REN,AC139491.3,AC093677.2,AC123595.1,LINC02029,AL139231.1,GALP,AC004852.2,LINC02111,AC005740.5,LINC00707,AC091214.1,AC113410.5,LINC02322,AL355472.3,AP001993.1,AC027601.6,DUPD1,AP001804.1,ERVE-1,AC096570.1,AL606804.1,ACTA1,MTNR1B,LIPJ,AC245427.1,AC117461.1,LINC02462,AC083841.2,AC110285.5,AC243967.2,AL445363.2,AC104590.1,LINC02499,AC018730.1,AL008635.1,AC093515.1,IL21,AC011362.1,NPTX2,AC004946.2,AL138720.1,LINC02476,FCN3,WNT9B,FOXA1,HIST2H4B,IL31RA,TRMT2B-AS1,AL050349.1,ADAM7,LINC01533,AC021055.1,AL355835.1,M1AP,APOA4,AC017015.2,AC011586.2,LINC02663,AC092966.1,AC103858.3,NOS1,LINC01016,AF240627.1,SPDYC,AC005050.3,AC079154.1,TNN,LINC01163,AC106017.1,AL136301.1,AL049712.1,CD70,AC079384.2,ROPN1L-AS1,AL163195.2,DDR1-DT,APOH,AC073346.1,CHRNA2,LINC00523,HES2,AL583827.1,AL353622.2,A4GNT,AC015912.3,HMMR-AS1,LINC01629,AC087521.3,S100P,AC091820.1,FAM138B,AC004870.3,AC010422.1,AC113349.2,SYK,AL583722.4,LINC01269,AC087521.1,AC019294.3,LINC00850,AC016687.3,AC008397.1,ACSS1,POSTN,AC010223.1,AC012615.5,AC008543.5,AL136379.1,AC078905.1,LINC01929,AC026116.1,LINC02766,MRGPRE,GLB1L2,AC096734.2,BCAS1,AC026462.3,AC112172.2,AC115100.1,SEC23A-AS1,AC080079.2,HEXA-AS1,PRSS51,ACP7,SERPINA12,AC015936.1,AREG,AC010319.3,AL353708.1,EBF1,DPYD-AS2,AL133279.1,AC074099.1,MPP7-DT,AC021269.3,FGB,LINC00426,HIST1H4A,AC104695.2,AC117394.2,AP001269.2,AL157935.1,PRR30,SLC18A1,SMC2-AS1,FOXD2,LINC02387,AC011124.2,SPANXN5,MT1X,AL121829.2,WDFY4,AL390962.1,C5orf66-AS1,KLK3,AL031767.2,LINC01132,DAOA-AS1,CSN3,AC123777.1,LINC02149,AC072061.1,MMP17,LINC02002,IRF4,AL365436.2,AC243571.1,AC011322.1,APOA2,AL445433.2,AC125437.1,MS4A12,AC007130.1,AC092100.1,LINC01205,AL391421.1,SLC14A1,AP003471.1,CHRNA2,AC239799.2,DCAF12L1,SLC1A7,LINC02061,MATN4,AC009396.3,AC072061.1,RTBDN,MBD3L2,C5orf58,AC120498.4,PTPN7,AC006441.4
KCNQ5,EPHA7,TMEM98,MT-CO1,UNC5C,FST,DLGAP1,COL3A1,C7,JUN,ACTC1,UNC13C,PEG10,SLCO5A1,PTPRQ,DUSP1,TNC,S100A10,CDCA3,CENPF,TTR,SOX7,LRRTM1,DCDC2,HIST1H2AI,LGALS1,HIST1H4I,IGFBP7,MT1F,DNAJB1,KLRF2,ECSCR,HAPLN1,CDKN1A,UCHL1-AS1,DPPA5,AC087588.3,HIST1H2AI,SLC6A3,AC016383.2,NR5A2,MACORIS,ADGRL4,AC118469.2,AL049871.1,CCL20,ARL6IP1,AC087627.1,CRH,ATP1B4,AL135960.1,CCL24,AC012038.1,BARHL1,AL023803.1,AC015849.2,NEFM,TNFAIP6,LINC01194,AC008937.1,LINC01282,AL359547.1,AC006159.1,AL390816.1,LINC01440,AC097375.5,AP001150.1,AP001922.1,RPGRIP1,AL499604.1,CLCA2,DLG1-AS1,OR9A4,AP001033.3,AL359762.1,CHL1-AS2,SRGAP3-AS4,ELOA3,RP1,AC009396.3,AL512380.2,AC117382.2,TTC24,AC009065.5,DNASE1L3,AP001116.1,AC004870.2,AC005040.2,FGD2,AC091979.1,LINC02786,AL162419.1,AC004052.1,BX323046.1,NTRK3-AS1,AL360268.2,LINC02233,AC005042.2,GNGT2,AL135923.2,OIT3,RGS7,EPYC,AL096840.2,AL021155.5,LINC01344,VSIG8,LINC01889,LINC02676,MCIDAS,AC008764.5,DISP3,RBP4,GPR42,AC005682.2,AC140134.2,AC021151.1,AC066580.1,CCR3,AP001830.2,AC009396.1,AL391839.3,AC021151.1,AL391832.2,CCL3L1,LINC02121,AC104695.2,AL358472.3,AC123595.2,AC091938.1,AC093639.3,AL627232.1,TEX33,AC093503.1,CHRNA1,HIST1H2BG,AP001885.2,HTR3B,LINC02290,AL035588.1,RNF186,HOXA9,AC090018.2,AC018467.1,LINC00583,CD300LF,AC104831.1,AL591506.1,AC016383.2,AC116609.3,AC084880.2,AC116099.1,GML,AL451065.1,LINC02776,ST18,AL499604.1,AL008635.1,AC110611.2,LINC00589,PAX1,PANTR1,AC103724.3,AC092567.2,LINC02801,AL121809.1,AL354950.1,LINC01499,CLVS2,IGSF21,AC009560.3,DDX39B-AS1,AL353764.1,PLCB2-AS1,BICDL2,AP003721.3,WNT10A,NLRP9,LBX1,AC004852.2,AC007285.2,HEXA-AS1,LY9,AL390778.1,AC097462.3,AL136114.1,ZNF556,LY86,AC008074.2,AL772202.1,KCNK5,LIPG,AL157378.1,AFP,H1FOO,AL359538.3,ERVFRD-1,AC123595.2,PRR32,AC021151.1,C2orf80,CRISP1,CHRDL1,KCNMA1-AS3,OVOL1,C9orf57,CD300LB,AC020551.1,CLEC5A,DLX2,PECAM1,AL157896.1,AC122138.1,PRICKLE2-AS3,OTOP3,AL355338.1,KCNJ2,GRM7-AS1,AC108452.1,AC083799.1,CASC16,AP003068.1,CCR7,AC012447.1,LMOD3,AC012510.1,GNRH2,LINC00920,AC027702.1,FGF14-AS1,AC107959.2,AC062022.2,AC105001.1,AC020911.2,DCAF4L1,APOB,DCN,FNDC8,MORC1,ITPK1-AS1,FAM107A,AC026310.2,PTGDS,AC016888.1,AL596442.4,LEUTX,AL133551.1,AC016229.2,AL606923.2,GJB1
LAMA4,SLIT2,KCNMA1,MT-ND4L,AC022784.1,BMP4,PTCHD1-AS,GPC3,AC092691.1,CDKN1C,MYLK,CDH13,THBS1,MIF,LRP2,CCN2,ACSM3,SBSPON,KIF20A,DLGAP5,APOC1,TLR4,DKK1,CST1,HIST1H2AJ,SPP1,HIST1H4H,FRZB,MT1G,HSP90AA1,AC012645.1,PECAM1,NPR3,HOXC13-AS,LINC02354,AC091576.1,AC007029.1,HIST1H1B,IL7R,AC093772.1,TRBC2,RGS4,NR5A2,AC013565.3,LINC00511,CXCL2,TUBB4B,C2CD4B,DISP3,IL31RA,AL603840.1,HIST1H4L,AC007785.1,AC063977.6,AL360012.1,AC021146.12,LINC02336,EGFL6,AL160237.1,AC104695.2,AC005165.3,AC023906.2,AC020718.1,NUGGC,COL22A1,AL163932.1,TMEM271,DMRT1,AL354761.1,POU3F1,AL391839.2,AC100812.1,LINC01148,AL096865.1,LINC01989,MT1M,AC069114.1,AC110491.1,AC106771.1,SLC25A34-AS1,AL136040.2,AC087241.2,AP001372.1,AL391069.3,BHLHE22,KLF4,AC026765.3,AL451085.1,PKP1,BMPR1B-DT,AC124862.1,TERC,AC018450.1,LAPTM4A-DT,AC007036.2,AC005753.2,AC095350.1,KCNA3,VIP,LINC02264,RP1,AL121987.1,TFF3,AL353708.1,HIST1H2BI,LINC01033,LINC02233,AC010998.1,ANKRD62P1-PARP4P3,AL121987.1,AJ009632.2,AJ009632.2,AP006216.3,TMC1,PIP5K1A,AL357033.3,AC025434.1,AL136115.3,NMUR2,C3orf85,ARHGAP29-AS1,ROPN1L-AS1,AP005131.6,AL049649.1,AC099482.2,LINC00347,AL109840.2,DLL4,AL109840.2,URAD,AC128687.2,AC092925.1,TRPM1,KCNA3,CCL15,AC073934.1,LINC01712,AC063977.6,LINC01712,TCERG1L,AL606970.3,NEFM,NPY,CSMD1,LINC02480,AL133259.1,SFN,PTGER4,UMODL1,CALCR,AC073115.2,AL136172.1,AC083973.1,AC079352.1,AL513218.2,ZCCHC23,AL445123.2,AC092078.3,ESM1,AC012313.7,SHH,SCG2,AL096865.1,LINC02828,SLC24A4,TMPRSS13,LINC02828,WDFY4,DMRT2,DYDC2,AC098934.4,LINC01198,LINC02457,AL139286.2,AC074237.1,AC011753.2,KRT81,LINC02689,LINC00896,COPDA1,TRIML2,AC139019.1,AC095060.1,LRRC74A,AC007686.4,AC007823.1,AC007679.1,LINC00689,AC010973.2,LINC00433,AC072061.1,RHOV,PRR7-AS1,FGA,AL118511.2,MYL1,ACSM2B,Z84484.1,AC006288.1,LINC01058,DNER,AC108112.1,ADAD1,AL356010.2,AC022868.2,AC008067.1,AL121809.1,AP002761.4,CTSW,CASC11,CR1L,AC122719.1,AL691403.2,AC012653.2,AC095033.1,AL590814.1,LAPTM4A-DT,AC010998.1,AC138466.1,ST18,AC093390.2,LINC01970,AP002478.1,AC009185.1,SHOX2,OXT,S100A14,AL031727.2,AC099791.2,CASC16,AC104590.1,GPHA2,AC099542.1,AC079915.1,AL109615.2,DEFB1,AC092718.1,AC093911.1,AC092669.1,AC079035.1,RASSF6,AC069214.1,HOXA2,LINC02071,DNER,TAF11L12,MCMDC2,AC099521.3,HMSD,DLL4
PALLD,MYL7,SARAF,MT-CYB,ADAMTS9,PRDX1,WFDC2,CCDC3,LSAMP,RHOU,ACTB,TGFBR3,BMPER,FLNC,SFRP5,ATF3,TMSB4X,LRP2,UBE2S,HMMR,RBP4,FLT1,THSD7A,ONECUT2,DIAPH3,MAP3K7CL,HIST1H2BF,DCN,SLC30A1,CCL3L1,Z99496.2,TM4SF1,LINC01641,VSTM1,AC048344.1,MIR381HG,SLC17A3,HIST1H4C,AC106744.1,AC073172.1,HNF1B,AL590560.5,AL603840.1,AL157756.1,AL117382.1,CXCL10,CCNB2,AC243829.4,AC093817.2,SH2D5,XACT,LINC01327,DLX2,PTGDS,AC009159.2,RAD51AP2,AC087473.1,AC011593.1,LINC01205,DENND6A-DT,LINC02457,AC069431.1,AP003170.4,GRIA2,AC005786.2,AC111149.1,SCG3,AL135902.1,AC099328.2,AC104024.3,KRT80,AC111000.4,ST18,PM20D1,AC004947.3,C8A,AC090952.2,AC048344.1,AL355338.1,AL353622.2,IL23R,AL158154.3,AL136317.2,OR4F17,HOTTIP,ARL5C,EWSAT1,AL499604.1,AL355297.2,CHMP1B-AS1,TRPM2,AC078878.2,AC008074.2,C20orf144,AC104350.1,AL049712.1,DLL4,FRMD1,AC009107.1,AL591463.1,AC093817.2,AC012150.1,CSMD1,LINC00322,CYP2F1,NCF1,AC090607.5,AL008638.1,LINC01837,LINC02202,GML,RHBDL3,SERPINA1,LINC02005,TSACC,AJ009632.2,AL691420.1,CPNE9,ADAM29,AC104451.2,AC126121.2,CT70,AC092053.2,AC015961.1,TCIM,AL353803.4,AC231759.2,SELE,AL358876.2,AC092110.1,PRDM7,AC015813.3,LINC01970,AC012150.1,F2,LINC00511,PRL,AP000439.1,SEC23A-AS1,AC106038.1,LYPD4,LINC01840,AC116535.1,AC116348.3,AL606760.3,LINC02457,MIR205HG,LINC01010,AC023787.2,LINC00687,AL445123.2,AP001527.1,AC244102.4,LINC01058,FAM230G,SYNGR4,AC099343.2,LINC00702,AL359762.1,RNF223,CLIC6,CHST8,AC105101.2,AC022167.4,HDC,AP003419.2,ODF3L1,AC099328.2,DPYS,HS6ST3,AC007535.1,ARC,AC021660.2,LINC02231,MIR205HG,AP001107.3,AL110115.1,AC069431.1,PGC,KRT34,AC098934.4,AL136040.1,AC103739.1,AL022314.1,AC011593.1,LIF,ADAM18,SLC23A3,NCF1,TAL1,HRG,AC093677.2,HIST2H3D,SERPINA6,LINC02223,TLR3,AVP,TAS2R42,AL355075.1,AC074044.1,AC104794.2,AC074237.1,CTRB2,AL049747.1,AC026765.3,NLRP2B,INTS6L-AS1,AC009159.1,CD8B,LINC02457,SNCA-AS1,LINC00840,AC100812.1,AC112250.2,USP30-AS1,AP001033.3,AP000640.2,CST7,TTTY2B,LINC01524,AL161447.2,P2RX3,AC091181.2,AL139234.1,LHCGR,S100A8,AC026462.3,AC090469.1,RNF144B,NEUROG2,CD109,AC098934.4,AC007128.2,AC010547.3,AC093510.1,APOA4,BICDL2,AL035603.1,AL049569.1,ATP8B4,AL596202.1,AC012485.3,AC006116.4,AC006111.1,OR8G1,TAF11L11,OR2Y1,AC006504.1,AC080132.1,SERPINA1
PDGFD,SDK1,SMOC2,MT-ND1,GRIK2,CTNNA2,FN1,ADAM12,FMOD,KLF6,ANKRD1,CD24,SLC2A3,ENO1,IGFBP5,JUN,LHX9,CBLN2,KPNA2,NUSAP1,SLC39A5,VAV3,SLC24A3,TTR,RRM2,IGFBP7,HIST1H4B,DLK1,FTL,HSPH1,FTH1,MYCT1,C7,DHRS2,AL359762.1,AL117190.2,DNAJB5-DT,HIST1H2AJ,ZNF208,PAX1,C2orf83,ARL5C,GIMAP4,AL023803.1,TAC1,NFKBIA,CDKN3,GPC5-AS2,FNDC9,AMER2,AC007319.1,VAX2,DPRX,NXPH1,TNFRSF13B,MS4A6A,PIK3R6,HOTTIP,AC009041.1,AL359541.1,IL10,C17orf64,CDC20B,Z82188.2,LINC02198,DEPDC1-AS1,AC012213.4,AP001037.1,AC023283.1,AC009962.1,KCNJ2,AC004687.3,MIR3976HG,CYP21A2,AP001043.1,IKZF3,CIDEC,C11orf40,LINC00687,AL845472.1,SLC19A3,PTPRT,AC092849.1,TBXA2R,KRT35,GNRH2,AL008726.1,AC015912.3,GACAT2,AC104066.4,LINC01163,AC004687.3,AC068234.3,AF131216.3,EWSAT1,ZCCHC23,NCF1,VGF,LINC02459,MAFIP,LITAFD,MIR378D2HG,HOXA1,AC003956.1,AL117344.2,CHCHD2,FP325330.3,AC074044.1,AC120498.1,AC009902.2,AL356419.1,AC007785.1,AFP,AC093821.1,AP005482.1,SEC23A-AS1,AC009509.1,PPARG,AL133445.2,FAM201A,AC145207.8,AC245452.5,AL096814.2,ADPGK-AS1,IL32,AC021733.4,NEUROD4,DUX4,AC005837.1,FGA,AP001189.3,CARMIL3,AC005050.3,ARMC3,TM4SF5,AL049775.2,AC007952.1,AL138708.1,AC016766.1,AL353753.1,CASC16,AC105345.2,AL132712.1,RAG2,AC025521.1,ZFX-AS1,AP001207.3,AIM2,LINC01827,AC138409.3,LINC01475,AC007952.7,PIK3R6,ST14,AP000820.2,AC087235.1,HIST1H4L,AL031121.2,IGSF22,CTSW,OLIG2,FEV,AL136301.1,SLC37A2,AC108727.2,MAFA,MIR3659HG,AP000944.1,CCDC158,MIR200CHG,AC023154.1,AC022217.3,BTBD17,LAPTM4A-DT,AC026765.3,AP000640.1,LINC00841,FP325318.1,AC022784.2,AL353770.3,AL136172.1,AL135905.1,AC117382.2,GNAT3,AC067930.8,LINC00482,AC141930.2,AC008532.1,CDH18,LINC01058,AC253572.2,RHOJ,AL441883.1,AHSG,AC090337.2,AC092723.5,LINC02209,AC092422.1,LINC01153,AC008897.2,TREM1,AC026462.3,FUT7,AC011466.1,KIF12,AP001372.1,SOX17,AC062022.2,LINC02198,AC245014.3,AC243965.2,PDX1,AC091576.1,AC008937.1,LINC02028,AL606760.3,SPOCD1,AC118469.2,AC106870.2,MYO3B-AS1,AC020612.4,SLC6A3,CLIP1-AS1,AC067852.5,AL021155.5,AHR,ZG16,AC068193.1,CLDN5,AC093390.2,AC005618.4,MEPE,AC010884.1,AC079848.1,LFNG,KNG1,ENO1-AS1,GHRL,TRIM22,SIDT1,AC119673.1,HIST1H4A,CPA4,LINC02346,AC108721.2,H3.Y,HIST1H4A,HLA-DRB1,CNTN5,AC022424.1
MYH7,CHRM2,GALNT18,MT-ND3,VIM,AC068587.4,NELL1,IFITM1,BHMT,ZFP36L1,CNN1,MFAP4,KCNIP4,COX7C,SCG5,NR4A1,TCF21,CTSV,HMGB2,DEPDC1,ASGR2,PPP1R16B,PTH2,HABP2,HIST1H1D,S100A6,HIST1H2BJ,IGFBP3,ENO1,Z82202.2,ERVMER61-1,SOST,ABRA,LINC00592,LINC02310,AL353997.2,AL137856.1,HIST1H3G,LINC02163,AC084819.1,FOXA2,AC026100.1,AC087627.1,Z99716.1,TBX22,ICAM1,CKS2,AC007319.1,AC005871.1,AC096564.1,AL596442.4,ASCL1,LINC01167,AC009102.4,AC073346.1,HIST1H2BF,SOX21,HOXD11,AC006288.1,LINC00682,AC090559.1,AC026100.1,MIR548XHG,AC116036.2,LINC01544,AL035661.2,AC020551.1,AC007370.1,ITGAM,LINC01664,AC009269.3,PTPRO,AC127002.2,AC013400.1,AC104695.2,AC093523.1,SIGLEC1,AC017116.1,LINC02327,FFAR4,SLC66A1L,AL669970.1,EDAR,AC096734.2,SUN5,AC112695.1,CHL1,AC103591.3,CHRM3-AS1,ENO1-AS1,ATXN2-AS,AC092440.1,AC103591.3,AC120498.9,AC009562.1,AP001372.1,KCNJ2,AL365194.1,AC117382.2,AL445253.1,LCP2,LINC00461,TTC6,AC010359.2,AF131216.4,PLEKHS1,AL136040.1,NALCN,LINC01058,AP000640.2,LINC01499,C22orf15,SMLR1,AC008897.2,AC108134.2,AL450322.2,AC104794.5,AC020891.2,AC090987.1,LINC01378,AC116424.1,AC100858.3,ENO1-AS1,LINC01550,AC092306.1,MAFA,AC092611.1,HOXA-AS3,AL356488.2,AL590432.1,AC093810.1,AC139019.1,Z94721.3,AC073172.1,SPP1,CABP1,LINC01713,AC005013.1,HIST1H4L,CNGA4,AL355096.1,AC055874.1,AC246785.3,KLF4,RPGRIP1,AL512791.2,KRT81,AC138470.2,TNFAIP6,ACTL10,AC022868.2,RP1,AL627316.1,AL139819.1,AC069431.1,KRT81,AP000769.2,AL139349.1,MIR1302-2HG,GACAT2,NKX2-2,CCL24,AL035420.1,BX649632.1,LINC01132,LINC01412,AC243654.1,AC005920.1,AC015908.3,LINC01612,LINC02695,AC110491.2,AC011444.3,C10orf71-AS1,FAM72D,AC011379.2,SSMEM1,AC093462.1,AL592528.1,AC099050.1,CA4,AC034111.2,AC026765.3,AC245033.2,BX649632.1,AKR1C3,AL135923.2,AP003117.2,CXCL11,AC018410.1,AL031985.4,DDIAS,KHDC3L,RBP4,AC083973.1,AC013400.1,CDH18,AL121895.2,MYLPF,AL049780.2,AC068790.6,LINC01427,AP000897.1,AC103591.3,PRSS1,AP002992.1,LINC02828,MX1,LINC02594,AL133299.1,CDH5,LINC00955,AC110614.1,AC124854.1,AP000439.1,ABCA13,RUSC1-AS1,AL158214.2,NEUROD4,ZNF165,AC136624.2,AC096564.1,AC083973.1,AC092849.3,AKAP3,ALDH1L2,AHSG,HMCN2,CCDC189,SLFN12L,TACR1,AP004550.1,AC005050.3,ATP2C2,LINC01476,HMGCS2,GKN1,AC013400.1,AC011365.2,F13A1,PAPOLB,RNF183,AC011933.3,AL121992.1,AC116099.1,TRIM49C,AL512625.1,SMIM24,LINC02206,ENPP7
