,index,expression_mean,expression_median,target_gene,expression_mean_norm,expression_mean_log10
411,Element303,103.68347,0.0,KLF12,0.8832839,2.0157096
412,Element304,107.61699,0.0,KLF12,0.91679376,2.031881
413,Element305,112.20239,0.0,KLF12,0.955857,2.0500023
414,Element306,67.766014,0.0,KLF12,0.57730156,1.831012
415,Element307,100.38616,0.0,KLF12,0.85519403,2.001674
416,OR10H2,118.89041,0.0,KLF12,1.0128325,2.075147
417,OR10K1,129.10394,0.0,KLF12,1.0998421,2.1109397
418,OR10V1,125.082825,0.0,KLF12,1.065586,2.0971978
419,OR14J1,124.08501,0.0,KLF12,1.0570855,2.0937195
420,OR2A2,126.821625,0.0,KLF12,1.0803988,2.1031935
421,KLF12_P1P2,48.2367,0.0,KLF12,0.41093048,1.6833776
422,non-targeting,10.032076,0.0,L3MBTL3,1.0,1.0013908
423,Element1089,5.6874166,0.0,L3MBTL3,0.5669232,0.75491506
424,Element1090,4.3894424,0.0,L3MBTL3,0.4375408,0.6424094
425,OR10H2,9.53934,0.0,L3MBTL3,0.950884,0.97951835
426,OR10K1,10.96641,0.0,L3MBTL3,1.0931346,1.0400645
427,OR10V1,7.0795307,0.0,L3MBTL3,0.7056895,0.8500045
428,OR14J1,9.501414,0.0,L3MBTL3,0.9471035,0.97778827
429,OR2A2,10.274518,0.0,L3MBTL3,1.0241667,1.0117614
430,L3MBTL3_P1P2,6.215629,0.0,L3MBTL3,0.61957556,0.7934851
431,non-targeting,142.07983,0.0,LEF1,1.0,2.1525326
432,Element950,137.54892,0.0,LEF1,0.9681101,2.1384573
433,Element951,136.20874,0.0,LEF1,0.95867753,2.134205
434,Element952,132.19798,0.0,LEF1,0.9304486,2.121225
435,Element953,127.42502,0.0,LEF1,0.89685506,2.105255
436,Element954,143.9228,0.0,LEF1,1.0129714,2.1581297
437,Element955,98.95446,0.0,LEF1,0.69647086,1.9954356
438,Element956,118.69982,0.0,LEF1,0.8354445,2.0744503
439,Element957,115.433556,0.0,LEF1,0.8124556,2.0623322
440,Element958,124.568146,0.0,LEF1,0.87674755,2.0954072
441,OR10H2,135.8786,0.0,LEF1,0.9563539,2.1331513
442,OR10K1,148.97368,0.0,LEF1,1.0485209,2.1731098
443,OR10V1,131.10583,0.0,LEF1,0.92276174,2.1176221
444,OR14J1,152.31058,0.0,LEF1,1.0720071,2.1827302
445,OR2A2,148.85675,0.0,LEF1,1.0476979,2.1727688
446,LEF1_P2,72.26033,0.0,LEF1,0.5085896,1.8589
447,non-targeting,10.702911,0.0,LZTR1,1.0,1.0295019
448,Element863,11.513674,0.0,LZTR1,1.0757515,1.061214
449,Element864,9.019837,0.0,LZTR1,0.84274614,0.9551987
450,Element865,8.30569,0.0,LZTR1,0.77602154,0.9193757
451,Element866,9.341156,0.0,LZTR1,0.87276775,0.97040063
452,Element867,2.816234,0.0,LZTR1,0.26312786,0.44966877
453,Element868,14.525397,0.0,LZTR1,1.3571445,1.1621281
454,Element869,10.714074,0.0,LZTR1,1.001043,1.0299547
455,Element870,11.391463,0.0,LZTR1,1.0643331,1.0565796
456,Element871,8.799094,0.0,LZTR1,0.82212156,0.944438
457,Element872,11.193952,0.0,LZTR1,1.0458791,1.0489835
458,OR10H2,10.962704,0.0,LZTR1,1.024273,1.0399177
459,OR10K1,9.873646,0.0,LZTR1,0.9225196,0.99447757
460,OR10V1,11.211313,0.0,LZTR1,1.0475013,1.0496565
461,OR14J1,13.840181,0.0,LZTR1,1.293123,1.1411419
462,OR2A2,12.559449,0.0,LZTR1,1.173461,1.0989707
463,LZTR1_P1P2,2.3753319,0.0,LZTR1,0.22193325,0.37572432
464,non-targeting,3.8398511,0.0,LZTS1,1.0,0.5843144
465,Element1182,2.3113554,0.0,LZTS1,0.6019388,0.36386675
466,Element1183,2.752129,0.0,LZTS1,0.7167281,0.43966883
467,Element1184,3.0393057,0.0,LZTS1,0.79151654,0.4827744
468,Element1185,1.4546345,0.0,LZTS1,0.37882575,0.1627539
469,Element1186,2.1380212,0.0,LZTS1,0.5567979,0.33001202
470,Element1187,3.2610917,0.0,LZTS1,0.8492755,0.51336306
471,Element1188,2.9564831,0.0,LZTS1,0.76994735,0.47077543
472,Element1189,4.4314413,0.0,LZTS1,1.154066,0.64654505
473,Element1190,3.050776,0.0,LZTS1,0.7945037,0.48441035
474,OR10H2,3.5259068,0.0,LZTS1,0.9182405,0.54727083
475,OR10K1,2.8517396,0.0,LZTS1,0.74266934,0.4551099
476,OR10V1,2.7185798,0.0,LZTS1,0.70799094,0.43434212
477,OR14J1,3.8109376,0.0,LZTS1,0.99247015,0.58103186
478,OR2A2,3.1880498,0.0,LZTS1,0.8302535,0.50352514
479,LZTS1_P1P2,1.4750012,0.0,LZTS1,0.3841298,0.16879238
480,non-targeting,21.391685,0.0,MBD6,1.0,1.330245
481,Element272,23.594677,0.0,MBD6,1.1029836,1.372814
482,Element273,22.77178,0.0,MBD6,1.0645155,1.3573971
483,Element274,20.673456,0.0,MBD6,0.9664248,1.3154131
484,Element275,20.91985,0.0,MBD6,0.977943,1.3205587
485,Element276,20.712494,0.0,MBD6,0.96824974,1.3162324
486,Element277,20.309984,0.0,MBD6,0.94943357,1.3077097
487,Element278,26.282225,0.0,MBD6,1.2286187,1.4196622
488,Element279,23.179146,0.0,MBD6,1.0835587,1.3650975
489,Element280,15.717308,0.0,MBD6,0.7347391,1.1963782
490,Element281,19.159046,0.0,MBD6,0.89563054,1.2823739
491,Element282,19.25146,0.0,MBD6,0.89995056,1.2844638
492,Element283,12.598847,0.0,MBD6,0.58896,1.1003308
493,Element284,18.859686,0.0,MBD6,0.88163626,1.2755345
494,Element285,21.098087,0.0,MBD6,0.98627514,1.3242432
495,Element286,17.23266,0.0,MBD6,0.8055775,1.2363524
496,OR10H2,18.926226,0.0,MBD6,0.8847468,1.2770641
497,OR10K1,20.781195,0.0,MBD6,0.9714613,1.3176706
498,OR10V1,19.073875,0.0,MBD6,0.891649,1.280439
499,OR14J1,21.614376,0.0,MBD6,1.0104102,1.3347428
500,OR2A2,23.029833,0.0,MBD6,1.0765787,1.3622909
501,MBD6_P1P2,6.906714,0.0,MBD6,0.3228691,0.8392715
502,non-targeting,425.78214,343.22977,MEF2A,1.0,2.6291876
503,Element423,404.90195,321.85385,MEF2A,0.9509604,2.6073499
504,Element424,422.44424,330.03302,MEF2A,0.99216056,2.6257694
505,Element425,428.65686,351.4369,MEF2A,1.0067517,2.6321099
506,Element426,351.38736,259.538,MEF2A,0.825275,2.5457861
507,Element427,427.3005,334.3369,MEF2A,1.003566,2.6307335
508,Element428,442.36545,360.32843,MEF2A,1.0389479,2.6457813
509,Element429,411.08203,338.5241,MEF2A,0.9654751,2.6139286
510,Element430,357.2838,264.30554,MEF2A,0.83912355,2.5530136
511,Element431,415.8906,358.05634,MEF2A,0.97676855,2.6189792
512,Element432,400.0869,312.79355,MEF2A,0.9396517,2.6021545
513,Element433,387.7036,309.40594,MEF2A,0.91056806,2.5884998
514,Element434,425.52246,325.41492,MEF2A,0.9993901,2.6289225
515,OR10H2,406.5295,330.66052,MEF2A,0.9547829,2.609092
516,OR10K1,437.33145,350.08057,MEF2A,1.027125,2.6408107
517,OR10V1,414.1521,340.94778,MEF2A,0.97268546,2.6171598
518,OR14J1,449.32486,364.83035,MEF2A,1.0552928,2.6525605
519,OR2A2,404.58688,306.27878,MEF2A,0.9502204,2.6070118
520,MEF2A_P1P2,68.77335,0.0,MEF2A,0.1615224,1.8374202
521,non-targeting,155.16852,0.0,MEF2C,1.0,2.1908038
522,Element992,148.42212,0.0,MEF2C,0.9565221,2.1714988
523,Element993,127.31562,0.0,MEF2C,0.82049906,2.1048818
524,Element994,156.74385,0.0,MEF2C,1.0101523,2.1951907
525,Element995,140.14362,0.0,MEF2C,0.9031704,2.1465735
526,Element996,120.46992,0.0,MEF2C,0.7763812,2.0808787
527,Element997,69.3138,0.0,MEF2C,0.44670013,1.8408197
528,Element998,147.19084,0.0,MEF2C,0.948587,2.167881
529,Element999,149.1941,0.0,MEF2C,0.96149725,2.1737518
530,OR10H2,151.73521,0.0,MEF2C,0.9778737,2.1810865
531,OR10K1,163.58739,0.0,MEF2C,1.0542563,2.21375
532,OR10V1,175.72621,0.0,MEF2C,1.1324862,2.2448368
533,OR14J1,160.27228,0.0,MEF2C,1.0328918,2.2048585
534,OR2A2,165.51372,0.0,MEF2C,1.0666708,2.2188342
535,MEF2C_P1P2,26.139458,0.0,MEF2C,0.1684585,1.4172966
536,non-targeting,37.70641,0.0,MEF2D,1.0,1.5764153
537,Element29,38.49813,0.0,MEF2D,1.020997,1.5854398
538,Element30,41.562775,0.0,MEF2D,1.1022735,1.6187047
539,Element31,37.26801,0.0,MEF2D,0.98837334,1.5713363
540,Element32,35.73899,0.0,MEF2D,0.9478227,1.5531424
541,Element33,31.718472,0.0,MEF2D,0.84119576,1.5013124
542,Element34,33.60292,0.0,MEF2D,0.89117265,1.5263771
543,Element35,31.96412,0.0,MEF2D,0.84771055,1.5046629
544,Element36,16.992685,0.0,MEF2D,0.45065776,1.230262
545,Element37,26.33717,0.0,MEF2D,0.6984799,1.4205692
546,Element38,33.841343,0.0,MEF2D,0.89749575,1.5294477
547,Element39,34.946896,0.0,MEF2D,0.9268158,1.5434088
548,Element40,35.301857,0.0,MEF2D,0.9362296,1.5477977
549,Element41,40.048603,0.0,MEF2D,1.0621166,1.6025875
550,Element42,37.36272,0.0,MEF2D,0.99088514,1.5724386
551,Element43,34.351017,0.0,MEF2D,0.91101265,1.5359397
552,OR10H2,42.278236,0.0,MEF2D,1.121248,1.626117
553,OR10K1,40.050575,0.0,MEF2D,1.0621688,1.6026089
554,OR10V1,35.319794,0.0,MEF2D,0.9367053,1.5480182
555,OR14J1,39.308285,0.0,MEF2D,1.0424829,1.5944842
556,OR2A2,41.435844,0.0,MEF2D,1.0989072,1.6173763
557,MEF2D_P1P2,5.6718273,0.0,MEF2D,0.15042077,0.753723
558,non-targeting,77.85642,0.0,MEIS1,1.0,1.8912945
559,Element773,75.78047,0.0,MEIS1,0.97333616,1.8795574
560,Element774,81.52054,0.0,MEIS1,1.0470625,1.911267
561,Element775,74.81225,0.0,MEIS1,0.9609001,1.8739728
562,Element776,80.590645,0.0,MEIS1,1.0351188,1.9062847
563,Element778,75.25484,0.0,MEIS1,0.96658486,1.8765345
564,Element779,73.676315,0.0,MEIS1,0.94631004,1.8673279
565,Element780,42.88252,0.0,MEIS1,0.5507897,1.6322803
566,Element781,60.18668,0.0,MEIS1,0.7730471,1.7795004
567,Element782,77.693245,0.0,MEIS1,0.9979041,1.8903832
568,Element783,76.53264,0.0,MEIS1,0.9829971,1.8838468
569,Element784,61.28102,0.0,MEIS1,0.78710294,1.787326
570,Element785,70.4496,0.0,MEIS1,0.9048656,1.8478786
571,Element786,83.3375,0.0,MEIS1,1.0703999,1.9208405
572,Element787,69.1299,0.0,MEIS1,0.88791513,1.8396659
573,Element788,71.21441,0.0,MEIS1,0.91468894,1.8525679
574,Element789,68.09595,0.0,MEIS1,0.8746349,1.8331213
575,Element790,69.46428,0.0,MEIS1,0.89221,1.8417616
576,Element791,75.547264,0.0,MEIS1,0.9703408,1.8782188
577,Element792,66.31291,0.0,MEIS1,0.8517333,1.8215982
578,Element793,80.45427,0.0,MEIS1,1.0333672,1.9055492
579,Element794,79.13183,0.0,MEIS1,1.0163815,1.8983512
580,Element795,74.37634,0.0,MEIS1,0.95530134,1.8714348
581,OR10H2,72.0323,0.0,MEIS1,0.9251941,1.8575274
582,OR10K1,71.71139,0.0,MEIS1,0.92107224,1.8555882
583,OR10V1,81.90932,0.0,MEIS1,1.052056,1.9133333
584,OR14J1,83.20091,0.0,MEIS1,1.0686455,1.9201281
585,OR2A2,69.26685,0.0,MEIS1,0.88967425,1.8405255
586,MEIS1_P1P2,32.15339,0.0,MEIS1,0.41298312,1.5072268
587,non-targeting,6.2407327,0.0,MESP1,1.0,0.7952356
588,Element413,5.239753,0.0,MESP1,0.8396054,0.7193108
589,Element414,1.4484305,0.0,MESP1,0.23209302,0.16089767
590,Element415,0.7762566,0.0,MESP1,0.1243855,-0.10999468
591,Element416,3.0161436,0.0,MESP1,0.48329958,0.47945204
592,Element417,4.017167,0.0,MESP1,0.6437012,0.6039199
593,OR10H2,7.0062795,0.0,MESP1,1.1226693,0.8454875
594,OR10K1,7.8729935,0.0,MESP1,1.2615496,0.8961399
595,OR10V1,8.080804,0.0,MESP1,1.2948486,0.90745455
596,OR14J1,5.858046,0.0,MESP1,0.9386792,0.7677528
597,OR2A2,6.858415,0.0,MESP1,1.0989759,0.8362238
598,MESP1_P1P2,1.2886248,0.0,MESP1,0.20648614,0.11012648
599,non-targeting,66.60544,0.0,MTF2,1.0,1.8235097
600,Element14,69.139175,0.0,MTF2,1.038041,1.8397242
601,Element15,77.06007,0.0,MTF2,1.1569636,1.8868294
602,Element16,60.351288,0.0,MTF2,0.9061015,1.7806866
603,Element17,28.206934,0.0,MTF2,0.42349297,1.450356
604,Element18,62.074623,0.0,MTF2,0.9319753,1.7929142
605,Element19,63.943024,0.0,MTF2,0.9600271,1.8057932
606,OR10H2,67.81025,0.0,MTF2,1.0180888,1.8312954
607,OR10K1,57.36157,0.0,MTF2,0.8612145,1.7586211
608,OR10V1,61.17413,0.0,MTF2,0.9184555,1.7865678
609,OR14J1,73.18979,0.0,MTF2,1.0988561,1.8644506
610,OR2A2,71.999275,0.0,MTF2,1.080982,1.8573282
611,MTF2_P1P2,16.570015,0.0,MTF2,0.24877872,1.2193229
612,non-targeting,4469.696,3790.2715,MYH6,1.0,3.650278
613,Element322,4441.1587,3712.0518,MYH6,0.99361545,3.6474965
614,Element323,4357.4116,3631.4307,MYH6,0.9748788,3.6392286
615,Element324,4810.605,4168.596,MYH6,1.0762712,3.6821997
616,Element325,4865.346,4226.344,MYH6,1.0885184,3.6871138
617,Element326,4292.1997,3421.4028,MYH6,0.960289,3.63268
618,Element327,649.67206,0.0,MYH6,0.1453504,2.8126943
619,Element328,4006.2146,2467.917,MYH6,0.89630586,3.6027343
620,OR10H2,4563.844,3826.4258,MYH6,1.0210637,3.6593308
621,OR10K1,4560.3164,3978.7283,MYH6,1.0202744,3.658995
622,OR10V1,4617.839,4081.633,MYH6,1.0331439,3.6644387
623,OR14J1,4564.072,3940.4558,MYH6,1.0211146,3.6593525
624,OR2A2,4548.195,4095.5635,MYH6,1.0175625,3.657839
625,MYH6_P1,552.43933,0.0,MYH6,0.12359663,2.7422845
626,non-targeting,19100.488,17303.889,MYL7,1.0,4.281045
627,Element1112,18682.75,16912.402,MYL7,0.97812945,4.271441
628,Element1113,19854.031,18135.135,MYL7,1.0394515,4.297849
629,Element1114,19474.193,17730.125,MYL7,1.0195652,4.2894597
630,Element1115,18467.074,16251.731,MYL7,0.9668378,4.2663984
631,Element1116,19201.5,17127.371,MYL7,1.0052885,4.2833357
632,Element1117,19452.537,18215.615,MYL7,1.0184314,4.2889767
633,Element1118,20868.064,19920.318,MYL7,1.0925409,4.3194823
634,Element1119,10375.513,6740.9897,MYL7,0.5432067,4.01601
635,Element1120,4245.251,2293.5781,MYL7,0.22225876,3.6279035
636,Element1121,2871.104,317.15833,MYL7,0.15031573,3.458049
637,Element1122,20145.258,19001.324,MYL7,1.0546986,4.304173
638,Element1123,20042.723,18539.014,MYL7,1.0493304,4.301957
639,Element1124,19064.965,16970.406,MYL7,0.99814016,4.2802362
640,Element1125,19044.984,17165.666,MYL7,0.9970941,4.279781
641,Element1126,18582.168,16462.64,MYL7,0.9728635,4.269097
642,Element1127,21598.3,19835.012,MYL7,1.1307722,4.33442
643,Element1128,19625.834,18067.148,MYL7,1.0275043,4.2928286
644,Element1129,20849.072,19190.848,MYL7,1.0915465,4.319087
645,OR10H2,19970.984,18269.314,MYL7,1.0455745,4.3004
646,OR10K1,18905.674,16851.73,MYL7,0.9898006,4.2765927
647,OR10V1,18810.467,17667.844,MYL7,0.984816,4.2743998
648,OR14J1,19431.613,17610.66,MYL7,1.0173359,4.2885094
649,OR2A2,19244.71,17380.512,MYL7,1.0075507,4.284312
650,MYL7_P1P2,4074.97,510.99097,MYL7,0.21334375,3.6101243
651,non-targeting,317.065,0.0,MYOCD,1.0,2.5011485
652,Element546,315.91428,0.0,MYOCD,0.9963707,2.4995694
653,Element547,313.54086,0.0,MYOCD,0.9888851,2.4962943
654,Element548,319.43558,0.0,MYOCD,1.0074766,2.5043833
655,Element549,107.30172,0.0,MYOCD,0.33842182,2.030607
656,Element550,286.51132,0.0,MYOCD,0.9036359,2.4571419
657,Element551,308.76056,0.0,MYOCD,0.9738084,2.4896219
658,Element552,317.1184,0.0,MYOCD,1.0001684,2.5012217
659,Element553,254.83116,0.0,MYOCD,0.803719,2.4062526
660,Element554,260.02365,0.0,MYOCD,0.8200957,2.415013
661,Element555,285.62115,0.0,MYOCD,0.90082836,2.4557905
662,Element556,294.37558,0.0,MYOCD,0.9284392,2.4689019
663,Element557,316.8245,0.0,MYOCD,0.9992415,2.500819
664,OR10H2,326.64862,0.0,MYOCD,1.030226,2.514081
665,OR10K1,334.89133,0.0,MYOCD,1.0562229,2.524904
666,OR10V1,312.87125,0.0,MYOCD,0.9867732,2.4953659
667,OR14J1,306.38287,0.0,MYOCD,0.96630937,2.4862647
668,OR2A2,315.6036,0.0,MYOCD,0.9953909,2.4991422
669,MYOCD_P1P2,64.46963,0.0,MYOCD,0.20333253,1.8093551
670,non-targeting,86.10984,0.0,MYRF,1.0,1.9350528
671,Element144,80.72432,0.0,MYRF,0.93745756,1.9070045
672,Element145,80.47395,0.0,MYRF,0.93455005,1.9056554
673,Element146,82.02558,0.0,MYRF,0.9525692,1.9139494
674,Element147,89.086464,0.0,MYRF,1.0345677,1.9498117
675,Element148,17.894411,0.0,MYRF,0.20780914,1.2527175
676,Element149,32.01981,0.0,MYRF,0.37184843,1.5054189
677,Element150,61.28315,0.0,MYRF,0.7116858,1.7873411
678,Element151,78.84523,0.0,MYRF,0.9156355,1.8967755
679,Element152,54.154915,0.0,MYRF,0.62890506,1.7336379
680,Element153,73.022736,0.0,MYRF,0.84801847,1.8634582
681,Element154,74.94348,0.0,MYRF,0.87032425,1.8747339
682,Element155,81.319214,0.0,MYRF,0.9443661,1.9101932
683,Element156,69.64289,0.0,MYRF,0.8087681,1.8428768
684,Element157,79.24247,0.0,MYRF,0.9202487,1.8989581
685,Element158,80.9468,0.0,MYRF,0.94004124,1.9081997
686,Element159,71.15634,0.0,MYRF,0.8263439,1.8522136
687,Element160,76.365425,0.0,MYRF,0.88683736,1.8828968
688,Element161,77.59777,0.0,MYRF,0.9011487,1.8898493
689,Element162,79.708824,0.0,MYRF,0.92566454,1.9015064
690,OR10H2,73.86273,0.0,MYRF,0.8577734,1.8684254
691,OR10K1,80.550995,0.0,MYRF,0.9354447,1.906071
692,OR10V1,74.84726,0.0,MYRF,0.8692068,1.8741759
693,OR14J1,87.21483,0.0,MYRF,1.0128323,1.9405904
694,OR2A2,85.33615,0.0,MYRF,0.9910151,1.931133
695,MYRF_P1,15.688009,0.0,MYRF,0.18218602,1.1955678
696,non-targeting,86.10984,0.0,MYRF,1.0,1.9350528
697,Element144,80.72432,0.0,MYRF,0.93745756,1.9070045
698,Element145,80.47395,0.0,MYRF,0.93455005,1.9056554
699,Element146,82.02558,0.0,MYRF,0.9525692,1.9139494
700,Element147,89.086464,0.0,MYRF,1.0345677,1.9498117
701,Element148,17.894411,0.0,MYRF,0.20780914,1.2527175
702,Element149,32.01981,0.0,MYRF,0.37184843,1.5054189
703,Element150,61.28315,0.0,MYRF,0.7116858,1.7873411
704,Element151,78.84523,0.0,MYRF,0.9156355,1.8967755
705,Element152,54.154915,0.0,MYRF,0.62890506,1.7336379
706,Element153,73.022736,0.0,MYRF,0.84801847,1.8634582
707,Element154,74.94348,0.0,MYRF,0.87032425,1.8747339
708,Element155,81.319214,0.0,MYRF,0.9443661,1.9101932
709,Element156,69.64289,0.0,MYRF,0.8087681,1.8428768
710,Element157,79.24247,0.0,MYRF,0.9202487,1.8989581
711,Element158,80.9468,0.0,MYRF,0.94004124,1.9081997
712,Element159,71.15634,0.0,MYRF,0.8263439,1.8522136
713,Element160,76.365425,0.0,MYRF,0.88683736,1.8828968
714,Element161,77.59777,0.0,MYRF,0.9011487,1.8898493
715,Element162,79.708824,0.0,MYRF,0.92566454,1.9015064
716,OR10H2,73.86273,0.0,MYRF,0.8577734,1.8684254
717,OR10K1,80.550995,0.0,MYRF,0.9354447,1.906071
718,OR10V1,74.84726,0.0,MYRF,0.8692068,1.8741759
719,OR14J1,87.21483,0.0,MYRF,1.0128323,1.9405904
720,OR2A2,85.33615,0.0,MYRF,0.9910151,1.931133
721,MYRF_P2,43.3481,0.0,MYRF,0.5034047,1.6369702
722,non-targeting,333.94855,0.0,NKX2-5,1.0,2.5236797
723,Element1020,349.96973,0.0,NKX2-5,1.047975,2.5440307
724,Element1021,366.0272,172.56255,NKX2-5,1.0960586,2.5635135
725,Element1022,49.267193,0.0,NKX2-5,0.14752929,1.6925578
726,Element1023,314.5777,0.0,NKX2-5,0.9419945,2.497728
727,Element1024,347.53574,0.0,NKX2-5,1.0406865,2.5409997
728,Element1025,328.35532,0.0,NKX2-5,0.9832512,2.516344
729,Element1026,314.59512,0.0,NKX2-5,0.9420467,2.4977522
730,Element1027,330.28558,0.0,NKX2-5,0.9890314,2.5188897
731,Element1028,348.16165,0.0,NKX2-5,1.0425608,2.541781
732,Element1029,337.20886,0.0,NKX2-5,1.0097629,2.527899
733,Element1030,345.61072,0.0,NKX2-5,1.034922,2.5385873
734,OR10H2,341.7128,0.0,NKX2-5,1.0232499,2.5336614
735,OR10K1,318.4835,0.0,NKX2-5,0.9536903,2.503087
736,OR10V1,359.72906,0.0,NKX2-5,1.0771991,2.5559757
737,OR14J1,340.84634,0.0,NKX2-5,1.0206553,2.5325587
738,OR2A2,329.30734,0.0,NKX2-5,0.98610204,2.5176015
739,NKX2-5_P1P2,37.292355,0.0,NKX2-5,0.111670956,1.5716199
740,non-targeting,0.69325596,0.0,OVOL1,1.0,-0.1591064
741,Element203,0.34644568,0.0,OVOL1,0.49973702,-0.46036488
742,Element204,0.6088871,0.0,OVOL1,0.87830055,-0.21546325
743,Element205,0.5290485,0.0,OVOL1,0.7631359,-0.27650452
744,Element206,0.0,0.0,OVOL1,0.0,-inf
745,Element207,1.5413013,0.0,OVOL1,2.2232788,0.18788755
746,Element208,0.7190868,0.0,OVOL1,1.0372602,-0.14321868
747,Element209,1.0511736,0.0,OVOL1,1.516285,0.021674432
748,Element210,0.5172419,0.0,OVOL1,0.74610525,-0.28630632
749,Element211,1.0945352,0.0,OVOL1,1.5788327,0.039229747
750,Element212,0.6622481,0.0,OVOL1,0.9552721,-0.1789793
751,Element213,0.4188191,0.0,OVOL1,0.6041334,-0.37797353
752,Element214,0.26745912,0.0,OVOL1,0.3858014,-0.5727426
753,Element215,0.5465769,0.0,OVOL1,0.7884201,-0.26234874
754,Element216,0.43090385,0.0,OVOL1,0.6215653,-0.36561963
755,Element217,1.1289234,0.0,OVOL1,1.6284367,0.052664485
756,Element218,0.885409,0.0,OVOL1,1.2771747,-0.052856065
757,Element219,1.1811235,0.0,OVOL1,1.7037337,0.07229531
758,Element220,0.4465174,0.0,OVOL1,0.6440874,-0.3501616
759,Element221,0.8148618,0.0,OVOL1,1.1754125,-0.088916056
760,OR10H2,0.31319478,0.0,OVOL1,0.45177364,-0.5041855
761,OR10K1,0.36673483,0.0,OVOL1,0.5290035,-0.43564788
762,OR10V1,0.6366668,0.0,OVOL1,0.91837186,-0.19608784
763,OR14J1,0.17670079,0.0,OVOL1,0.25488535,-0.75276154
764,OR2A2,0.97068304,0.0,OVOL1,1.4001799,-0.01292256
765,OVOL1_P1P2,0.18444972,0.0,OVOL1,0.26606295,-0.73412204
766,non-targeting,66.10338,0.0,PBX2,1.0,1.8202237
767,Element1075,63.382343,0.0,PBX2,0.9588367,1.8019683
768,Element1076,52.91719,0.0,PBX2,0.80052173,1.7235968
769,Element1077,64.103485,0.0,PBX2,0.969746,1.8068817
770,Element1078,66.17875,0.0,PBX2,1.0011402,1.8207185
771,Element1079,66.672165,0.0,PBX2,1.0086045,1.8239446
772,Element1080,60.329067,0.0,PBX2,0.91264725,1.7805266
773,Element1081,53.911076,0.0,PBX2,0.81555706,1.731678
774,Element1082,63.308475,0.0,PBX2,0.9577192,1.8014619
775,Element1083,62.81183,0.0,PBX2,0.95020604,1.7980415
776,Element1084,60.22322,0.0,PBX2,0.911046,1.779764
777,Element1085,8.366195,0.0,PBX2,0.12656228,0.92252797
778,Element1086,60.885178,0.0,PBX2,0.92106,1.7845116
779,Element1087,54.493366,0.0,PBX2,0.82436585,1.7363436
780,Element1088,76.75014,0.0,PBX2,1.1610622,1.8850791
781,OR10H2,63.583664,0.0,PBX2,0.96188223,1.8033456
782,OR10K1,71.27095,0.0,PBX2,1.0781741,1.8529125
783,OR10V1,63.72916,0.0,PBX2,0.96408325,1.8043382
784,OR14J1,66.42715,0.0,PBX2,1.004898,1.8223456
785,OR2A2,68.94415,0.0,PBX2,1.0429747,1.8384975
786,PBX2_P1P2,5.0613446,0.0,PBX2,0.07656711,0.70426595
787,non-targeting,40.59412,0.0,PCGF2,1.0,1.6084633
788,Element558,41.490215,0.0,PCGF2,1.0220745,1.6179458
789,Element559,41.389755,0.0,PCGF2,1.0195998,1.6168929
790,Element560,36.321587,0.0,PCGF2,0.89474994,1.5601649
791,Element561,40.352528,0.0,PCGF2,0.9940486,1.6058708
792,Element562,43.97419,0.0,PCGF2,1.0832651,1.643198
793,Element563,40.703236,0.0,PCGF2,1.0026879,1.609629
794,Element564,29.708578,0.0,PCGF2,0.73184437,1.4728819
795,Element565,38.437504,0.0,PCGF2,0.94687366,1.5847553
796,Element566,39.625256,0.0,PCGF2,0.97613287,1.5979722
797,Element567,38.24218,0.0,PCGF2,0.942062,1.5825428
798,Element568,34.18954,0.0,PCGF2,0.8422289,1.5338933
799,Element569,36.067257,0.0,PCGF2,0.8884848,1.5571132
800,Element570,40.39509,0.0,PCGF2,0.99509704,1.6063286
801,Element571,36.370766,0.0,PCGF2,0.8959614,1.5607525
802,Element572,39.260887,0.0,PCGF2,0.967157,1.5939602
803,OR10H2,40.856777,0.0,PCGF2,1.0064703,1.6112642
804,OR10K1,44.390793,0.0,PCGF2,1.0935277,1.647293
805,OR10V1,41.13053,0.0,PCGF2,1.013214,1.6141645
806,OR14J1,41.17033,0.0,PCGF2,1.0141944,1.6145844
807,OR2A2,41.169117,0.0,PCGF2,1.0141646,1.6145717
808,PCGF2_P1,11.837684,0.0,PCGF2,0.2916108,1.0732667
809,non-targeting,22.863714,0.0,PCGF6,1.0,1.3591468
810,Element107,24.017029,0.0,PCGF6,1.050443,1.3805194
811,Element108,24.315094,0.0,PCGF6,1.0634797,1.385876
812,Element109,4.357177,0.0,PCGF6,0.1905717,0.6392052
813,Element110,23.584948,0.0,PCGF6,1.0315449,1.372635
814,Element111,21.3433,0.0,PCGF6,0.933501,1.3292617
815,Element112,20.40594,0.0,PCGF6,0.89250326,1.3097566
816,Element113,22.983847,0.0,PCGF6,1.0052543,1.3614228
817,Element114,26.139332,0.0,PCGF6,1.143267,1.4172946
818,OR10H2,22.881037,0.0,PCGF6,1.0007577,1.3594757
819,OR10K1,23.42876,0.0,PCGF6,1.0247136,1.3697494
820,OR10V1,23.816504,0.0,PCGF6,1.0416726,1.376878
821,OR14J1,22.253788,0.0,PCGF6,0.9733234,1.347404
822,OR2A2,21.49511,0.0,PCGF6,0.9401408,1.3323398
823,PCGF6_P1P2,2.5374002,0.0,PCGF6,0.110979356,0.404389
824,non-targeting,113.95385,0.0,PIN1,1.0,2.056729
