,index,expression_mean,expression_median,target_gene,expression_mean_norm,expression_mean_log10
1239,OR10V1,2920.6416,2859.1848,TNNT2,1.0312678,3.4654784
1240,OR14J1,2966.959,2942.1377,TNNT2,1.0476223,3.4723117
1241,OR2A2,2883.8206,2771.3628,TNNT2,1.0182664,3.4599683
1242,TNNT2_P1P2,557.34186,0.0,TNNT2,0.19679536,2.7461216
1243,non-targeting,34.815403,0.0,ZBTB10,1.0,1.5417715
1244,Element1212,22.674295,0.0,ZBTB10,0.65127194,1.3555338
1245,Element1213,25.877338,0.0,ZBTB10,0.7432727,1.4129198
1246,Element1214,30.983858,0.0,ZBTB10,0.8899468,1.4911356
1247,Element1215,33.032516,0.0,ZBTB10,0.9487903,1.5189418
1248,Element1216,36.198223,0.0,ZBTB10,1.0397186,1.5586873
1249,OR10H2,36.779568,0.0,ZBTB10,1.0564165,1.5656067
1250,OR10K1,32.64278,0.0,ZBTB10,0.93759596,1.5137873
1251,OR10V1,31.350395,0.0,ZBTB10,0.90047485,1.4962431
1252,OR14J1,36.930275,0.0,ZBTB10,1.0607452,1.5673827
1253,OR2A2,33.12331,0.0,ZBTB10,0.95139813,1.5201339
1254,ZBTB10_P1P2,13.008207,0.0,ZBTB10,0.37363368,1.1142175
1255,non-targeting,10.593093,0.0,ZBTB12,1.0,1.0250227
1256,Element1058,12.700198,0.0,ZBTB12,1.1989131,1.1038105
1257,Element1059,12.709975,0.0,ZBTB12,1.1998361,1.1041448
1258,Element1060,10.427332,0.0,ZBTB12,0.984352,1.0181732
1259,Element1061,13.142263,0.0,ZBTB12,1.2406446,1.1186702
1260,Element1062,11.232505,0.0,ZBTB12,1.0603613,1.0504767
1261,Element1063,9.857291,0.0,ZBTB12,0.9305395,0.9937576
1262,Element1064,7.690885,0.0,ZBTB12,0.72602826,0.8859763
1263,Element1065,13.6426735,0.0,ZBTB12,1.2878839,1.1348995
1264,Element1066,13.560575,0.0,ZBTB12,1.2801336,1.1322782
1265,Element1067,8.056959,0.0,ZBTB12,0.7605861,0.9061712
1266,Element1068,9.74609,0.0,ZBTB12,0.920042,0.98883045
1267,Element1069,10.574746,0.0,ZBTB12,0.99826807,1.0242699
1268,Element1070,7.0556483,0.0,ZBTB12,0.6660612,0.84853697
1269,Element1071,10.027843,0.0,ZBTB12,0.94663984,1.0012076
1270,Element1072,2.5396168,0.0,ZBTB12,0.23974271,0.4047682
1271,Element1073,10.623091,0.0,ZBTB12,1.0028318,1.026251
1272,Element1074,10.621199,0.0,ZBTB12,1.0026532,1.0261736
1273,OR10H2,9.690494,0.0,ZBTB12,0.9147936,0.9863459
1274,OR10K1,10.487442,0.0,ZBTB12,0.9900264,1.0206696
1275,OR10V1,9.974363,0.0,ZBTB12,0.9415912,0.9988852
1276,OR14J1,8.674754,0.0,ZBTB12,0.81890666,0.9382572
1277,OR2A2,13.604204,0.0,ZBTB12,1.2842523,1.1336732
1278,ZBTB12_P1P2,3.6802402,0.0,ZBTB12,0.34741884,0.5658762
1279,non-targeting,107.98658,0.0,ZC3H15,1.0,2.03337
1280,Element823,49.472015,0.0,ZC3H15,0.45813113,1.6943597
1281,Element824,109.44694,0.0,ZC3H15,1.0135235,2.039204
1282,Element825,104.76359,0.0,ZC3H15,0.97015375,2.0202105
1283,OR10H2,112.29301,0.0,ZC3H15,1.0398793,2.0503528
1284,OR10K1,110.251755,0.0,ZC3H15,1.0209764,2.0423858
1285,OR10V1,108.9215,0.0,ZC3H15,1.0086578,2.037114
1286,OR14J1,95.29283,0.0,ZC3H15,0.8824507,1.9790603
1287,OR2A2,95.070366,0.0,ZC3H15,0.8803906,1.9780452
1288,ZC3H15_P1P2,16.548779,0.0,ZC3H15,0.15324847,1.218766
1289,non-targeting,17.866789,0.0,ZC3H3,1.0,1.2520466
1290,Element1225,16.793182,0.0,ZC3H3,0.9399105,1.2251331
1291,Element1226,21.8143,0.0,ZC3H3,1.2209413,1.3387413
1292,Element1227,18.311169,0.0,ZC3H3,1.0248718,1.2627162
1293,Element1228,14.778682,0.0,ZC3H3,0.82715935,1.1696358
1294,Element1229,17.291348,0.0,ZC3H3,0.9677927,1.2378289
1295,Element1230,13.348504,0.0,ZC3H3,0.74711263,1.1254326
1296,Element1231,16.956514,0.0,ZC3H3,0.94905216,1.2293366
1297,Element1232,14.148498,0.0,ZC3H3,0.7918881,1.1507103
1298,Element1233,18.783707,0.0,ZC3H3,1.0513197,1.2737813
1299,Element1234,18.366316,0.0,ZC3H3,1.0279584,1.2640221
1300,Element1235,15.001451,0.0,ZC3H3,0.8396277,1.1761333
1301,Element1236,15.171974,0.0,ZC3H3,0.8491719,1.1810422
1302,Element1237,18.607674,0.0,ZC3H3,1.0414672,1.2696922
1303,OR10H2,18.043482,0.0,ZC3H3,1.0098895,1.2563204
1304,OR10K1,17.303692,0.0,ZC3H3,0.96848357,1.2381388
1305,OR10V1,21.348167,0.0,ZC3H3,1.194852,1.3293607
1306,OR14J1,18.303,0.0,ZC3H3,1.0244147,1.2625223
1307,OR2A2,13.809028,0.0,ZC3H3,0.77288806,1.1401632
1308,ZC3H3_P1P2,6.6178846,0.0,ZC3H3,0.37040147,0.8207192
1309,non-targeting,277.67603,0.0,ZFPM2,1.0,2.4435384
1310,Element1217,84.489815,0.0,ZFPM2,0.3042748,1.9268044
1311,Element1218,177.98409,0.0,ZFPM2,0.6409775,2.2503815
1312,OR10H2,305.0936,0.0,ZFPM2,1.0987394,2.4844332
1313,OR10K1,263.05338,0.0,ZFPM2,0.9473392,2.420044
1314,OR10V1,264.91727,0.0,ZFPM2,0.9540516,2.4231105
1315,OR14J1,317.8682,0.0,ZFPM2,1.1447449,2.502247
1316,OR2A2,256.96765,0.0,ZFPM2,0.92542255,2.4098785
1317,ZFPM2_P1P2,60.7596,0.0,ZFPM2,0.21881472,1.783615
1318,non-targeting,3.7238355,0.0,ZIC5,1.0,0.5709905
1319,Element309,2.1764002,0.0,ZIC5,0.5844512,0.33773878
1320,Element310,0.5913195,0.0,ZIC5,0.15879314,-0.22817782
1321,Element311,2.8623848,0.0,ZIC5,0.76866573,0.45672804
1322,OR10H2,2.3971474,0.0,ZIC5,0.64373076,0.37969476
1323,OR10K1,2.6096184,0.0,ZIC5,0.7007878,0.416577
1324,OR10V1,3.1727097,0.0,ZIC5,0.85200053,0.5014304
1325,OR14J1,3.1006038,0.0,ZIC5,0.8326372,0.49144632
1326,OR2A2,3.8017793,0.0,ZIC5,1.020931,0.57998693
1327,ZIC5_P1P2,2.1301243,0.0,ZIC5,0.5720243,0.32840496
1328,non-targeting,5.1227293,0.0,ZNF20,1.0,0.70950145
1329,Element714,4.9109416,0.0,ZNF20,0.95865726,0.6911648
1330,Element715,5.638212,0.0,ZNF20,1.1006266,0.7511414
1331,Element716,8.336146,0.0,ZNF20,1.6272861,0.9209653
1332,Element717,7.2887845,0.0,ZNF20,1.4228323,0.8626551
1333,Element718,4.6944737,0.0,ZNF20,0.9164009,0.67158693
1334,Element719,1.5831989,0.0,ZNF20,0.30905378,0.19953549
1335,Element720,6.3130236,0.0,ZNF20,1.2323555,0.8002374
1336,Element721,5.441647,0.0,ZNF20,1.0622554,0.7357304
1337,Element722,4.6679783,0.0,ZNF20,0.9112288,0.66912884
1338,Element723,5.9221516,0.0,ZNF20,1.156054,0.77247953
1339,OR10H2,3.429754,0.0,ZNF20,0.6695169,0.535263
1340,OR10K1,5.7219825,0.0,ZNF20,1.1169792,0.75754654
1341,OR10V1,6.3984733,0.0,ZNF20,1.249036,0.80607635
1342,OR14J1,3.4857101,0.0,ZNF20,0.68044007,0.5422913
1343,OR2A2,4.0929074,0.0,ZNF20,0.7989701,0.61203194
1344,ZNF20_P2,3.545957,0.0,ZNF20,0.6922008,0.5497335
1345,non-targeting,29.41806,0.0,ZNF384,1.0,1.4686141
1346,Element243,27.492075,0.0,ZNF384,0.9345305,1.4392077
1347,Element245,24.92496,0.0,ZNF384,0.84726727,1.3966346
1348,Element246,30.797375,0.0,ZNF384,1.0468867,1.4885138
1349,Element247,27.4408,0.0,ZNF384,0.93278754,1.4383968
1350,Element248,23.966455,0.0,ZNF384,0.8146851,1.3796039
1351,Element249,25.53345,0.0,ZNF384,0.8679515,1.4071096
1352,Element250,25.667263,0.0,ZNF384,0.8725002,1.4093796
1353,Element251,30.01007,0.0,ZNF384,1.0201241,1.4772671
1354,Element252,30.38772,0.0,ZNF384,1.0329614,1.4826982
1355,Element253,27.849403,0.0,ZNF384,0.9466771,1.444816
1356,Element254,28.788166,0.0,ZNF384,0.97858816,1.4592141
1357,Element255,26.729824,0.0,ZNF384,0.9086195,1.4269962
1358,Element256,31.036924,0.0,ZNF384,1.0550296,1.4918787
1359,Element257,26.244528,0.0,ZNF384,0.892123,1.4190389
1360,Element258,27.270584,0.0,ZNF384,0.9270014,1.4356946
1361,OR10H2,33.422073,0.0,ZNF384,1.1361073,1.5240335
1362,OR10K1,30.961918,0.0,ZNF384,1.05248,1.4908279
1363,OR10V1,24.693123,0.0,ZNF384,0.8393865,1.3925761
1364,OR14J1,28.91035,0.0,ZNF384,0.9827416,1.4610535
1365,OR2A2,26.925816,0.0,ZNF384,0.91528183,1.430169
1366,ZNF384_P1P2,15.015637,0.0,ZNF384,0.5104224,1.1765438
1367,non-targeting,4.861626,0.0,ZNF425,1.0,0.6867816
1368,Element1142,7.029122,0.0,ZNF425,1.4458376,0.84690106
1369,Element1143,4.7380505,0.0,ZNF425,0.9745814,0.6755997
1370,Element1144,8.429671,0.0,ZNF425,1.7339201,0.92581064
1371,Element1145,4.7039404,0.0,ZNF425,0.96756524,0.67246187
1372,Element1146,4.5937867,0.0,ZNF425,0.9449074,0.6621708
1373,Element1147,5.143218,0.0,ZNF425,1.0579213,0.711235
1374,Element1148,4.921468,0.0,ZNF425,1.012309,0.6920947
1375,Element1149,4.4802146,0.0,ZNF425,0.9215465,0.6512988
1376,Element1150,0.71689653,0.0,ZNF425,0.14746024,-0.14454353
1377,Element1151,3.8550801,0.0,ZNF425,0.79296106,0.58603346
1378,Element1152,4.117747,0.0,ZNF425,0.84698963,0.61465967
1379,Element1153,4.6283164,0.0,ZNF425,0.9520099,0.6654231
1380,Element1154,4.3223186,0.0,ZNF425,0.8890685,0.6357168
1381,Element1155,4.1172094,0.0,ZNF425,0.84687907,0.614603
1382,Element1156,4.5687246,0.0,ZNF425,0.93975234,0.659795
1383,OR10H2,2.6953402,0.0,ZNF425,0.55441123,0.4306136
1384,OR10K1,4.160288,0.0,ZNF425,0.85573995,0.6191234
1385,OR10V1,5.365156,0.0,ZNF425,1.1035724,0.7295824
1386,OR14J1,4.1357408,0.0,ZNF425,0.85069084,0.6165533
1387,OR2A2,5.319926,0.0,ZNF425,1.0942688,0.7259056
1388,ZNF425_P1P2,1.9062576,0.0,ZNF425,0.3921029,0.28018162
1389,non-targeting,20.444948,0.0,ZNF436,1.0,1.3105861
1390,Element1,20.60866,0.0,ZNF436,1.0080074,1.3140498
1391,Element10,25.114222,0.0,ZNF436,1.2283827,1.3999199
1392,Element11,22.896622,0.0,ZNF436,1.1199158,1.3597715
1393,Element12,20.561663,0.0,ZNF436,1.0057087,1.3130583
1394,Element2,16.794756,0.0,ZNF436,0.8214624,1.2251737
1395,Element3,6.2312565,0.0,ZNF436,0.3047822,0.79457563
1396,Element4,16.264034,0.0,ZNF436,0.7955038,1.2112284
1397,Element5,19.178902,0.0,ZNF436,0.93807536,1.2828238
1398,Element6,23.299463,0.0,ZNF436,1.1396196,1.3673459
1399,Element7,22.954859,0.0,ZNF436,1.1227643,1.3608747
1400,Element8,22.935055,0.0,ZNF436,1.1217957,1.3604999
1401,Element9,19.956432,0.0,ZNF436,0.9761058,1.3000829
1402,OR10H2,20.575706,0.0,ZNF436,1.0063956,1.3133548
1403,OR10K1,24.31583,0.0,ZNF436,1.189332,1.3858892
1404,OR10V1,18.861963,0.0,ZNF436,0.92257327,1.275587
1405,OR14J1,17.866713,0.0,ZNF436,0.87389374,1.2520447
1406,OR2A2,26.078533,0.0,ZNF436,1.275549,1.4162832
1407,ZNF436_P1,19.453417,0.0,ZNF436,0.9515024,1.288996
1408,non-targeting,28.703423,0.0,ZNF460,1.0,1.4579338
1409,Element744,27.61672,0.0,ZNF460,0.9621403,1.4411722
1410,Element745,26.35613,0.0,ZNF460,0.91822255,1.4208817
1411,Element746,24.01344,0.0,ZNF460,0.8366054,1.3804544
1412,Element747,20.681515,0.0,ZNF460,0.7205244,1.3155824
1413,Element748,22.989548,0.0,ZNF460,0.800934,1.3615305
1414,Element749,26.54292,0.0,ZNF460,0.9247301,1.4239488
1415,Element750,27.545471,0.0,ZNF460,0.9596581,1.4400504
1416,Element751,28.861813,0.0,ZNF460,1.0055182,1.4603237
1417,Element752,26.385592,0.0,ZNF460,0.91924894,1.4213669
1418,Element753,27.955372,0.0,ZNF460,0.97393864,1.4464654
1419,OR10H2,30.834293,0.0,ZNF460,1.0742375,1.489034
1420,OR10K1,34.48375,0.0,ZNF460,1.2013811,1.5376146
1421,OR10V1,33.49678,0.0,ZNF460,1.166996,1.5250032
1422,OR14J1,30.21077,0.0,ZNF460,1.0525146,1.4801619
1423,OR2A2,27.156103,0.0,ZNF460,0.94609284,1.4338676
1424,ZNF460_P1P2,5.815091,0.0,ZNF460,0.20259225,0.7645565
1425,non-targeting,11.544539,0.0,ZNF649,1.0,1.0623766
1426,Element726,10.636447,0.0,ZNF649,0.9213401,1.0267966
1427,Element727,4.142906,0.0,ZNF649,0.35886285,0.6173051
1428,Element728,12.85837,0.0,ZNF649,1.1138053,1.1091859
1429,Element729,10.163053,0.0,ZNF649,0.8803342,1.0070242
1430,Element730,10.308175,0.0,ZNF649,0.8929048,1.0131818
1431,Element731,10.626001,0.0,ZNF649,0.92043525,1.0263699
1432,Element732,8.976607,0.0,ZNF649,0.77756304,0.95311224
1433,Element733,12.241773,0.0,ZNF649,1.0603951,1.0878444
1434,OR10H2,11.869488,0.0,ZNF649,1.0281473,1.074432
1435,OR10K1,12.286691,0.0,ZNF649,1.0642859,1.089435
1436,OR10V1,12.381138,0.0,ZNF649,1.072467,1.0927606
1437,OR14J1,13.619961,0.0,ZNF649,1.1797751,1.1341759
1438,OR2A2,14.700024,0.0,ZNF649,1.2733313,1.1673181
1439,ZNF649_P1P2,2.6514845,0.0,ZNF649,0.22967434,0.42348912
1440,non-targeting,26.432837,0.0,ZNF787,1.0,1.4221438
1441,Element734,30.141417,0.0,ZNF787,1.1403021,1.4791638
1442,Element735,26.249912,0.0,ZNF787,0.99307966,1.419128
1443,Element736,23.489445,0.0,ZNF787,0.88864636,1.3708729
1444,Element737,24.835997,0.0,ZNF787,0.9395888,1.3950816
1445,Element738,21.22833,0.0,ZNF787,0.8031045,1.3269159
1446,Element739,20.494654,0.0,ZNF787,0.77534825,1.3116406
1447,Element740,26.650843,0.0,ZNF787,1.0082475,1.425711
1448,Element741,27.207716,0.0,ZNF787,1.029315,1.4346921
1449,Element742,28.945225,0.0,ZNF787,1.095048,1.461577
1450,Element743,28.775072,0.0,ZNF787,1.0886109,1.4590166
1451,OR10H2,25.563288,0.0,ZNF787,0.9671035,1.4076169
1452,OR10K1,23.383856,0.0,ZNF787,0.8846518,1.3689162
1453,OR10V1,27.2367,0.0,ZNF787,1.0304116,1.4351546
1454,OR14J1,23.163586,0.0,ZNF787,0.8763186,1.3648058
1455,OR2A2,34.487186,0.0,ZNF787,1.30471,1.5376579
1456,ZNF787_P1P2,3.3696592,0.0,ZNF787,0.12748004,0.527586
1457,non-targeting,74.07949,0.0,ZNF814,1.0,1.869698
1458,Element754,70.382324,0.0,ZNF814,0.9500919,1.8474636
1459,Element755,75.76265,0.0,ZNF814,1.0227209,1.8794552
1460,Element756,62.535633,0.0,ZNF814,0.8441693,1.7961276
1461,Element757,69.135345,0.0,ZNF814,0.9332589,1.8397002
1462,Element758,76.51882,0.0,ZNF814,1.0329286,1.8837683
1463,Element759,54.778812,0.0,ZNF814,0.7394599,1.7386127
1464,Element760,54.903725,0.0,ZNF814,0.7411461,1.7396019
1465,Element761,63.5941,0.0,ZNF814,0.85845757,1.8034168
1466,Element762,73.20761,0.0,ZNF814,0.98823047,1.8645563
1467,Element763,28.456726,0.0,ZNF814,0.38413772,1.454185
1468,Element764,28.08973,0.0,ZNF814,0.37918362,1.4485476
1469,Element765,64.57648,0.0,ZNF814,0.8717187,1.8100743
1470,Element766,66.76393,0.0,ZNF814,0.90124714,1.8245419
1471,Element767,57.26843,0.0,ZNF814,0.77306724,1.7579153
1472,Element768,71.84378,0.0,ZNF814,0.96982014,1.8563892
1473,OR10H2,74.767944,0.0,ZNF814,1.0092934,1.8737155
1474,OR10K1,67.43608,0.0,ZNF814,0.9103205,1.8288924
1475,OR10V1,68.07189,0.0,ZNF814,0.91890335,1.8329679
1476,OR14J1,67.669044,0.0,ZNF814,0.9134653,1.8303901
1477,OR2A2,72.0648,0.0,ZNF814,0.9728036,1.8577232
1478,ZNF814_P1P2,28.090029,0.0,ZNF814,0.37918767,1.4485523
1479,non-targeting,0.09832282,0.0,ZSCAN10,1.0,-1.0073457
1480,Element446,0.10940191,0.0,ZSCAN10,1.1126807,-0.9609751
1481,Element447,0.0,0.0,ZSCAN10,0.0,-inf
1482,Element448,0.0,0.0,ZSCAN10,0.0,-inf
1483,Element449,0.037107848,0.0,ZSCAN10,0.37740827,-1.4305344
1484,Element450,0.0,0.0,ZSCAN10,0.0,-inf
1485,Element451,0.0,0.0,ZSCAN10,0.0,-inf
1486,Element452,0.0,0.0,ZSCAN10,0.0,-inf
1487,Element453,0.24358898,0.0,ZSCAN10,2.4774408,-0.6133424
1488,Element454,0.21243468,0.0,ZSCAN10,2.1605835,-0.6727746
1489,Element455,0.16350746,0.0,ZSCAN10,1.6629655,-0.7864624
1490,OR10H2,0.22518748,0.0,ZSCAN10,2.290287,-0.6474558
1491,OR10K1,0.21963486,0.0,ZSCAN10,2.2338135,-0.65829873
1492,OR10V1,0.0,0.0,ZSCAN10,0.0,-inf
1493,OR14J1,0.0,0.0,ZSCAN10,0.0,-inf
1494,OR2A2,0.17156135,0.0,ZSCAN10,1.7448782,-0.7655806
1495,ZSCAN10_P1P2,0.0,0.0,ZSCAN10,0.0,-inf
