,promoter,enhancer,edist,pro_enh_dist,promoter_nontarget_pval,enhancer_nontarget_pval,promoter_nontarget_edist,enhancer_nontarget_edist,total_cell_num,edist_norm,target_name,expression_category,expression_level,expression_level_norm,is_NT
299,HOXB4_P1P2,OR10K1,24.8846435546875,-1,5.0,-1.0,29.39810791015625,-1.0,2388,0.8464709235960907,ACVR2B,normal,79.90196,1.0222877,True
300,HOXB4_P1P2,OR10V1,24.6783447265625,-1,5.0,-1.0,29.39810791015625,-1.0,2323,0.8394535050344788,ACVR2B,normal,80.799446,1.0337704,True
301,HOXB4_P1P2,OR14J1,26.1182861328125,-1,5.0,-1.0,29.39810791015625,-1.0,2531,0.8884342561307947,ACVR2B,normal,66.79433,0.85458505,True
302,HOXB4_P1P2,OR2A2,24.18017578125,-1,5.0,-1.0,29.39810791015625,-1.0,2589,0.8225078925197226,ACVR2B,normal,85.51017,1.0940408,True
303,IKZF1_P1P2,Element1130,26.590087890625,135981,5.0,0.3858307315508187,23.20617065429688,1.524847412109375,2491,1.145819716951084,IKZF1,low,0.09580867,0.78822196,False
304,IKZF1_P1P2,Element1131,10.064453125,43,5.0,2.9355420107730814,23.20617065429688,4.042669677734375,4570,0.4336972814227088,IKZF1,low,0.0,0.0,False
305,IKZF1_P1P2,Element1132,21.7318115234375,7553,5.0,0.9220510014939725,23.20617065429688,2.29365234375,2552,0.9364669357636398,IKZF1,low,0.11892871,0.9784315,False
306,IKZF1_P1P2,Element1133,13.158447265625,80178,5.0,2.1390633792999063,23.20617065429688,11.61397705078125,979,0.5670236361546608,IKZF1,low,0.0,0.0,False
307,IKZF1_P1P2,OR10H2,17.4500732421875,-1,5.0,-1.0,23.20617065429688,-1.0,1794,0.7519583261771983,ACVR2B,normal,76.72568,0.9816495,True
308,IKZF1_P1P2,OR10K1,20.3651123046875,-1,5.0,-1.0,23.20617065429688,-1.0,1630,0.8775731510410432,ACVR2B,normal,79.90196,1.0222877,True
309,IKZF1_P1P2,OR10V1,20.6419677734375,-1,5.0,-1.0,23.20617065429688,-1.0,1561,0.8895034032517299,ACVR2B,normal,80.799446,1.0337704,True
310,IKZF1_P1P2,OR14J1,19.9605712890625,-1,5.0,-1.0,23.20617065429688,-1.0,1775,0.8601406749271914,ACVR2B,normal,66.79433,0.85458505,True
311,IKZF1_P1P2,OR2A2,20.2210693359375,-1,5.0,-1.0,23.20617065429688,-1.0,1829,0.8713660533300157,ACVR2B,normal,85.51017,1.0940408,True
312,ISL1_P1,Element989,24.7254638671875,255,5.0,5.0,262.8053955078125,131.94292602539062,4207,0.0940827863119442,ISL1,normal,32.416428,0.7571011,False
313,ISL1_P1,Element990,266.3621826171875,3589,5.0,0.2859973418778667,262.8053955078125,1.170709228515625,3375,1.0135339196613613,ISL1,normal,37.006878,0.8643133,False
314,ISL1_P1,Element991,257.627197265625,13066,5.0,1.3177646430974357,262.8053955078125,2.8689453125,2935,0.9802964538373279,ISL1,normal,43.886604,1.0249926,False
315,ISL1_P1,OR10H2,282.874755859375,-1,5.0,-1.0,262.8053955078125,-1.0,2240,1.0763658611832645,ACVR2B,normal,76.72568,0.9816495,True
316,ISL1_P1,OR10K1,278.9493408203125,-1,5.0,-1.0,262.8053955078125,-1.0,2072,1.0614292765234346,ACVR2B,normal,79.90196,1.0222877,True
317,ISL1_P1,OR10V1,279.645263671875,-1,5.0,-1.0,262.8053955078125,-1.0,2011,1.0640773304198083,ACVR2B,normal,80.799446,1.0337704,True
318,ISL1_P1,OR14J1,280.963623046875,-1,5.0,-1.0,262.8053955078125,-1.0,2219,1.0690938156120267,ACVR2B,normal,66.79433,0.85458505,True
319,ISL1_P1,OR2A2,277.5562744140625,-1,5.0,-1.0,262.8053955078125,-1.0,2277,1.0561285238369906,ACVR2B,normal,85.51017,1.0940408,True
320,JAG1_P1P2,Element826,26.252685546875,69259,5.0,0.7246656065742327,35.56622314453125,2.281280517578125,4635,0.7381353212622938,JAG1,normal,186.91904,1.0367349,False
321,JAG1_P1P2,Element827,21.5274658203125,36285,5.0,2.3861581781239307,35.56622314453125,4.417791748046875,5212,0.6052783769823087,JAG1,normal,177.87929,0.9865965,False
322,JAG1_P1P2,Element828,25.610595703125,2407,5.0,0.6876956754312938,35.56622314453125,2.139300537109375,4745,0.7200819608832418,JAG1,normal,159.2303,0.88316107,False
323,JAG1_P1P2,Element829,18.642578125,366,5.0,2.9746941347352296,35.56622314453125,4.313604736328125,6382,0.5241652465948308,JAG1,normal,150.58192,0.83519334,False
324,JAG1_P1P2,Element830,24.02734375,95903,5.0,0.9229593016575388,35.56622314453125,2.554052734375,4768,0.675566355537937,JAG1,normal,176.13814,0.9769393,False
325,JAG1_P1P2,OR10H2,28.4925537109375,-1,5.0,-1.0,35.56622314453125,-1.0,4158,0.8011127185237431,ACVR2B,normal,76.72568,0.9816495,True
326,JAG1_P1P2,OR10K1,30.723388671875,-1,5.0,-1.0,35.56622314453125,-1.0,3998,0.8638361331486811,ACVR2B,normal,79.90196,1.0222877,True
327,JAG1_P1P2,OR10V1,30.5625,-1,5.0,-1.0,35.56622314453125,-1.0,3931,0.8593124964605461,ACVR2B,normal,80.799446,1.0337704,True
328,JAG1_P1P2,OR14J1,31.257568359375,-1,5.0,-1.0,35.56622314453125,-1.0,4143,0.8788554306807592,ACVR2B,normal,66.79433,0.85458505,True
329,JAG1_P1P2,OR2A2,29.9459228515625,-1,5.0,-1.0,35.56622314453125,-1.0,4197,0.8419764654197492,ACVR2B,normal,85.51017,1.0940408,True
330,KAT7_P1P2,Element623,11.03271484375,141476,5.0,1.8693446509779688,17.00616455078125,9.74459228515625,1380,0.6487479767001999,KAT7,normal,27.66047,0.81326526,False
331,KAT7_P1P2,Element624,50.2091064453125,110785,5.0,5.0,17.00616455078125,22.1205078125,3369,2.9524062462988416,KAT7,normal,38.090454,1.1199248,False
332,KAT7_P1P2,Element625,6.642822265625,96742,5.0,2.300162274132754,17.00616455078125,4.821502685546875,2751,0.3906126067279429,KAT7,normal,28.598719,0.8408514,False
333,KAT7_P1P2,Element626,18.23583984375,80498,5.0,0.22503801926714,17.00616455078125,1.607763671875,2049,1.0723076205276552,KAT7,normal,37.276337,1.0959883,False
334,KAT7_P1P2,Element627,16.13427734375,48834,5.0,0.5594687296001088,17.00616455078125,1.730743408203125,2905,0.9487311083914453,KAT7,normal,37.317707,1.0972047,False
335,KAT7_P1P2,Element628,19.409912109375,24609,5.0,3.1487416512809245,17.00616455078125,4.897613525390625,3563,1.1413456603583978,KAT7,normal,29.162706,0.8574336,False
336,KAT7_P1P2,Element629,10.9599609375,69,5.0,0.5696668966199677,17.00616455078125,1.80357666015625,2812,0.6444698864798711,KAT7,normal,30.17086,0.88707507,False
337,KAT7_P1P2,Element630,9.92333984375,504,5.0,0.9556170529264632,17.00616455078125,2.43365478515625,2784,0.5835142788439107,KAT7,normal,24.296385,0.7143554,False
338,KAT7_P1P2,Element631,13.3817138671875,27457,5.0,0.4011438617506905,17.00616455078125,1.612652587890625,2718,0.7868743023877629,KAT7,normal,36.89391,1.0847442,False
339,KAT7_P1P2,Element632,8.8045654296875,77159,5.0,1.0547284184922905,17.00616455078125,4.034039306640625,1826,0.517727874700767,KAT7,normal,29.331633,0.86240035,False
340,KAT7_P1P2,OR10H2,13.0367431640625,-1,5.0,-1.0,17.00616455078125,-1.0,2129,0.766589263859828,ACVR2B,normal,76.72568,0.9816495,True
341,KAT7_P1P2,OR10K1,13.5540771484375,-1,5.0,-1.0,17.00616455078125,-1.0,1965,0.7970096436480051,ACVR2B,normal,79.90196,1.0222877,True
342,KAT7_P1P2,OR10V1,13.3515625,-1,5.0,-1.0,17.00616455078125,-1.0,1892,0.7851013354675931,ACVR2B,normal,80.799446,1.0337704,True
343,KAT7_P1P2,OR14J1,12.9256591796875,-1,5.0,-1.0,17.00616455078125,-1.0,2110,0.7600572804697285,ACVR2B,normal,66.79433,0.85458505,True
344,KAT7_P1P2,OR2A2,13.194580078125,-1,5.0,-1.0,17.00616455078125,-1.0,2162,0.7758704226767493,ACVR2B,normal,85.51017,1.0940408,True
345,KDM5B_P1P2,Element68,20.4608154296875,38,5.0,0.5837590276318506,19.867388916015624,1.633770751953125,3964,1.029869376201394,KDM5B,normal,208.50398,0.83106846,False
346,KDM5B_P1P2,Element69,21.710205078125,2414,5.0,0.2846987762394387,19.867388916015624,1.482177734375,3114,1.0927558306680065,KDM5B,normal,199.4977,0.7951706,False
347,KDM5B_P1P2,Element70,32.42529296875,52616,5.0,1.0319375399235509,19.867388916015624,2.6749755859375,3414,1.6320862850080475,KDM5B,normal,241.2296,0.9615083,False
348,KDM5B_P1P2,Element71,14.0404052734375,80537,5.0,0.5554711886828647,19.867388916015624,1.48153076171875,4926,0.7067061168827857,KDM5B,normal,247.7741,0.98759377,False
349,KDM5B_P1P2,Element72,28.79248046875,118805,5.0,1.4614262661931443,19.867388916015624,2.587225341796875,4741,1.4492332430025379,KDM5B,normal,242.86443,0.9680245,False
350,KDM5B_P1P2,Element73,23.069580078125,149783,5.0,0.8335402829065165,19.867388916015624,2.595904541015625,2933,1.161178259289423,KDM5B,normal,243.463,0.9704103,False
351,KDM5B_P1P2,OR10H2,24.3681640625,-1,5.0,-1.0,19.867388916015624,-1.0,2783,1.2265408486998601,ACVR2B,normal,76.72568,0.9816495,True
352,KDM5B_P1P2,OR10K1,23.391845703125,-1,5.0,-1.0,19.867388916015624,-1.0,2615,1.1773990936608796,ACVR2B,normal,79.90196,1.0222877,True
353,KDM5B_P1P2,OR10V1,23.4273681640625,-1,5.0,-1.0,19.867388916015624,-1.0,2546,1.179187071995006,ACVR2B,normal,80.799446,1.0337704,True
354,KDM5B_P1P2,OR14J1,27.2230224609375,-1,5.0,-1.0,19.867388916015624,-1.0,2758,1.370236550762456,ACVR2B,normal,66.79433,0.85458505,True
355,KDM5B_P1P2,OR2A2,22.837158203125,-1,5.0,-1.0,19.867388916015624,-1.0,2814,1.1494795969245544,ACVR2B,normal,85.51017,1.0940408,True
356,KLF12_P1P2,Element303,5.8218994140625,30,3.1191864077192086,0.580358113761447,4.843353271484375,1.70059814453125,6319,1.2020389774868154,KLF12,normal,103.68347,0.8832839,False
357,KLF12_P1P2,Element304,7.242431640625,9727,3.1191864077192086,0.66072748114406,4.843353271484375,1.951397705078125,6167,1.4953341692552944,KLF12,normal,107.61699,0.91679376,False
358,KLF12_P1P2,Element305,7.3741455078125,36189,3.1191864077192086,0.7957171874420603,4.843353271484375,2.43912353515625,5729,1.5225289369719042,KLF12,normal,112.20239,0.955857,False
359,KLF12_P1P2,Element306,5.8560791015625,162,3.1191864077192086,2.3861581781239307,4.843353271484375,3.588787841796875,7409,1.209096007107437,KLF12,normal,67.766014,0.57730156,False
360,KLF12_P1P2,Element307,3.65869140625,1038,3.1191864077192086,0.3075408594165746,4.843353271484375,1.095654296875,7213,0.7554046135331145,KLF12,normal,100.38616,0.85519403,False
361,KLF12_P1P2,OR10H2,6.831787109375,-1,3.1191864077192086,-1.0,4.843353271484375,-1.0,5315,1.4105489990989686,ACVR2B,normal,76.72568,0.9816495,True
362,KLF12_P1P2,OR10K1,5.79541015625,-1,3.1191864077192086,-1.0,4.843353271484375,-1.0,5169,1.1965697795308337,ACVR2B,normal,79.90196,1.0222877,True
363,KLF12_P1P2,OR10V1,6.5712890625,-1,3.1191864077192086,-1.0,4.843353271484375,-1.0,5100,1.356764351918945,ACVR2B,normal,80.799446,1.0337704,True
364,KLF12_P1P2,OR14J1,8.11767578125,-1,3.1191864077192086,-1.0,4.843353271484375,-1.0,5312,1.6760445348976416,ACVR2B,normal,66.79433,0.85458505,True
365,KLF12_P1P2,OR2A2,6.3309326171875,-1,3.1191864077192086,-1.0,4.843353271484375,-1.0,5374,1.3071383114796449,ACVR2B,normal,85.51017,1.0940408,True
366,L3MBTL3_P1P2,Element1089,20.635986328125,71742,5.0,0.4020197647993798,21.335504150390623,1.449884033203125,3247,0.9672134383450781,L3MBTL3,normal,5.6874166,0.5669232,False
367,L3MBTL3_P1P2,Element1090,2.0001220703125,35,5.0,5.0,21.335504150390623,17.3641357421875,4125,0.09374618271093822,L3MBTL3,normal,4.3894424,0.4375408,False
368,L3MBTL3_P1P2,OR10H2,20.2332763671875,-1,5.0,-1.0,21.335504150390623,-1.0,2420,0.9483383296015088,ACVR2B,normal,76.72568,0.9816495,True
369,L3MBTL3_P1P2,OR10K1,19.081787109375,-1,5.0,-1.0,21.335504150390623,-1.0,2256,0.8943677625272164,ACVR2B,normal,79.90196,1.0222877,True
370,L3MBTL3_P1P2,OR10V1,18.2940673828125,-1,5.0,-1.0,21.335504150390623,-1.0,2189,0.8574471572764575,ACVR2B,normal,80.799446,1.0337704,True
371,L3MBTL3_P1P2,OR14J1,17.364990234375,-1,5.0,-1.0,21.335504150390623,-1.0,2389,0.813901097062057,ACVR2B,normal,66.79433,0.85458505,True
372,L3MBTL3_P1P2,OR2A2,20.2767333984375,-1,5.0,-1.0,21.335504150390623,-1.0,2449,0.950375170678414,ACVR2B,normal,85.51017,1.0940408,True
373,LEF1_P2,Element950,5.5250244140625,122546,3.508638306165728,0.6725184585977788,9.44537353515625,2.07470703125,2707,0.5849450414531544,LEF1,normal,137.54892,0.9681101,False
374,LEF1_P2,Element951,12.214111328125,52987,3.508638306165728,0.7425374263696707,9.44537353515625,2.2212890625,2555,1.2931316355741085,LEF1,normal,136.20874,0.95867753,False
375,LEF1_P2,Element952,7.1202392578125,48601,3.508638306165728,0.2761668446886343,9.44537353515625,1.40263671875,2383,0.7538335282676265,LEF1,normal,132.19798,0.9304486,False
376,LEF1_P2,Element953,5.130126953125,30734,3.508638306165728,0.6832750158095007,9.44537353515625,2.07015380859375,2570,0.5431364820068109,LEF1,normal,127.42502,0.89685506,False
377,LEF1_P2,Element954,7.0687255859375,186,3.508638306165728,3.065501548756432,9.44537353515625,5.955438232421875,3021,0.748379675999819,LEF1,normal,143.9228,1.0129714,False
378,LEF1_P2,Element955,2.6099853515625,46,3.508638306165728,5.0,9.44537353515625,13.328985595703124,2197,0.2763242069620621,LEF1,normal,98.95446,0.69647086,False
379,LEF1_P2,Element956,2.1717529296875,4322,3.508638306165728,2.6757175447023074,9.44537353515625,5.085546875,2763,0.22992769122407966,LEF1,normal,118.69982,0.8354445,False
380,LEF1_P2,Element957,8.78271484375,55820,3.508638306165728,0.317259418664984,9.44537353515625,1.426483154296875,2661,0.9298430401995438,LEF1,normal,115.433556,0.8124556,False
381,LEF1_P2,Element958,8.5882568359375,86476,3.508638306165728,0.4293286586899337,9.44537353515625,1.67701416015625,2575,0.9092553940795978,LEF1,normal,124.568146,0.87674755,False
382,LEF1_P2,OR10H2,6.40966796875,-1,3.508638306165728,-1.0,9.44537353515625,-1.0,2039,0.6786039689052877,ACVR2B,normal,76.72568,0.9816495,True
383,LEF1_P2,OR10K1,7.3697509765625,-1,3.508638306165728,-1.0,9.44537353515625,-1.0,1873,0.7802498174510348,ACVR2B,normal,79.90196,1.0222877,True
384,LEF1_P2,OR10V1,7.6949462890625,-1,3.508638306165728,-1.0,9.44537353515625,-1.0,1808,0.8146788753691366,ACVR2B,normal,80.799446,1.0337704,True
385,LEF1_P2,OR14J1,8.6417236328125,-1,3.508638306165728,-1.0,9.44537353515625,-1.0,2020,0.9149160274760425,ACVR2B,normal,66.79433,0.85458505,True
386,LEF1_P2,OR2A2,6.9945068359375,-1,3.508638306165728,-1.0,9.44537353515625,-1.0,2076,0.7405219931116036,ACVR2B,normal,85.51017,1.0940408,True
387,LZTR1_P1P2,Element863,29.631591796875,123569,5.0,0.5156147340755064,27.782647705078126,1.40611572265625,5218,1.0665503198767814,LZTR1,normal,11.513674,1.0757515,False
388,LZTR1_P1P2,Element864,19.7618408203125,96536,5.0,1.188357978546849,27.782647705078126,3.029217529296875,3875,0.711301566002308,LZTR1,normal,9.019837,0.84274614,False
389,LZTR1_P1P2,Element865,29.6400146484375,65112,5.0,0.3266472748374631,27.782647705078126,1.166961669921875,5089,1.066853489382147,LZTR1,normal,8.30569,0.77602154,False
390,LZTR1_P1P2,Element866,16.10595703125,10863,5.0,1.938924676370208,27.782647705078126,4.8189208984375,3460,0.5797128193907215,LZTR1,normal,9.341156,0.87276775,False
391,LZTR1_P1P2,Element867,14.95849609375,148,5.0,5.0,27.782647705078126,8.765374755859375,7832,0.5384114664858194,LZTR1,normal,2.816234,0.26312786,False
392,LZTR1_P1P2,Element868,22.833251953125,19711,5.0,0.8401020989659035,27.782647705078126,1.820111083984375,5511,0.8218529851980784,LZTR1,normal,14.525397,1.3571445,False
393,LZTR1_P1P2,Element869,25.86572265625,32025,5.0,0.2761668446886341,27.782647705078126,1.16507568359375,4512,0.9310027946516505,LZTR1,normal,10.714074,1.001043,False
394,LZTR1_P1P2,Element870,15.0118408203125,32559,5.0,3.958607314841775,27.782647705078126,8.472808837890625,3560,0.5403315400198027,LZTR1,normal,11.391463,1.0643331,False
395,LZTR1_P1P2,Element871,19.9739990234375,63511,5.0,0.8428153177983891,27.782647705078126,2.257623291015625,4203,0.7189379225287675,LZTR1,normal,8.799094,0.82212156,False
396,LZTR1_P1P2,Element872,18.43017578125,96733,5.0,1.796967112985289,27.782647705078126,4.189276123046875,3861,0.6633700278278849,LZTR1,normal,11.193952,1.0458791,False
397,LZTR1_P1P2,OR10H2,22.007568359375,-1,5.0,-1.0,27.782647705078126,-1.0,3263,0.7921335861503382,ACVR2B,normal,76.72568,0.9816495,True
398,LZTR1_P1P2,OR10K1,24.3433837890625,-1,5.0,-1.0,27.782647705078126,-1.0,3113,0.8762082018774979,ACVR2B,normal,79.90196,1.0222877,True
399,LZTR1_P1P2,OR10V1,24.62744140625,-1,5.0,-1.0,27.782647705078126,-1.0,3048,0.8864324836019348,ACVR2B,normal,80.799446,1.0337704,True
400,LZTR1_P1P2,OR14J1,25.326904296875,-1,5.0,-1.0,27.782647705078126,-1.0,3256,0.9116087338301359,ACVR2B,normal,66.79433,0.85458505,True
401,LZTR1_P1P2,OR2A2,26.453125,-1,5.0,-1.0,27.782647705078126,-1.0,3308,0.9521455723302025,ACVR2B,normal,85.51017,1.0940408,True
402,LZTS1_P1P2,Element1182,26.119140625,64517,5.0,5.0,16.245013427734374,15.1302490234375,1899,1.6078251176085812,LZTS1,normal,2.3113554,0.6019388,False
403,LZTS1_P1P2,Element1183,9.3646240234375,133,5.0,0.5655748201250483,16.245013427734374,1.92523193359375,2750,0.5764614516999845,LZTS1,normal,2.752129,0.7167281,False
404,LZTS1_P1P2,Element1184,12.8243408203125,721,5.0,0.302021317619681,16.245013427734374,1.47183837890625,2534,0.7894324542950568,LZTS1,normal,3.0393057,0.79151654,False
405,LZTS1_P1P2,Element1185,16.298583984375,14648,5.0,0.1608300275656227,16.245013427734374,1.05660400390625,2892,1.0032976615795939,LZTS1,normal,1.4546345,0.37882575,False
406,LZTS1_P1P2,Element1186,7.98974609375,9163,5.0,1.138107309608554,16.245013427734374,3.024169921875,2655,0.4918276078559264,LZTS1,normal,2.1380212,0.5567979,False
407,LZTS1_P1P2,Element1187,11.328857421875,24421,5.0,0.4023486844196841,16.245013427734374,1.522857666015625,2946,0.6973744572309036,LZTS1,normal,3.2610917,0.8492755,False
408,LZTS1_P1P2,Element1188,14.4234619140625,25293,5.0,0.1584465796468838,16.245013427734374,1.0359130859375,3037,0.887870113387409,LZTS1,normal,2.9564831,0.76994735,False
409,LZTS1_P1P2,Element1189,20.5755615234375,45269,5.0,0.3873644642815511,16.245013427734374,1.63970947265625,2687,1.2665770708634674,LZTS1,normal,4.4314413,1.154066,False
410,LZTS1_P1P2,Element1190,4.9210205078125,49874,5.0,2.9546770212133424,16.245013427734374,6.169146728515625,2653,0.30292498862519035,LZTS1,normal,3.050776,0.7945037,False
411,LZTS1_P1P2,OR10H2,11.6353759765625,-1,5.0,-1.0,16.245013427734374,-1.0,2170,0.7162429276111247,ACVR2B,normal,76.72568,0.9816495,True
412,LZTS1_P1P2,OR10K1,12.848388671875,-1,5.0,-1.0,16.245013427734374,-1.0,2004,0.7909127763440028,ACVR2B,normal,79.90196,1.0222877,True
413,LZTS1_P1P2,OR10V1,12.9468994140625,-1,5.0,-1.0,16.245013427734374,-1.0,1939,0.7969768367170966,ACVR2B,normal,80.799446,1.0337704,True
414,LZTS1_P1P2,OR14J1,13.084228515625,-1,5.0,-1.0,16.245013427734374,-1.0,2149,0.8054304524788444,ACVR2B,normal,66.79433,0.85458505,True
415,LZTS1_P1P2,OR2A2,12.83447265625,-1,5.0,-1.0,16.245013427734374,-1.0,2205,0.7900561432801457,ACVR2B,normal,85.51017,1.0940408,True
416,MBD6_P1P2,Element272,16.9183349609375,134131,4.221848749616356,2.6270879970298933,7.258843994140625,5.718402099609375,4240,2.3307202874995063,MBD6,normal,23.594677,1.1029836,False
417,MBD6_P1P2,Element273,14.5972900390625,89832,4.221848749616356,3.795880017344075,7.258843994140625,5.3248046875,6479,2.0109662159491934,MBD6,normal,22.77178,1.0645155,False
418,MBD6_P1P2,Element274,16.5257568359375,68403,4.221848749616356,2.7423214251308154,7.258843994140625,6.09532470703125,4292,2.2766375540343855,MBD6,normal,20.673456,0.9664248,False
419,MBD6_P1P2,Element275,8.0101318359375,67671,4.221848749616356,0.4066474644211032,7.258843994140625,1.486334228515625,4704,1.10349965399495,MBD6,normal,20.91985,0.977943,False
420,MBD6_P1P2,Element276,6.1436767578125,66096,4.221848749616356,0.3428389343531612,7.258843994140625,1.51141357421875,4353,0.8463712352506414,MBD6,normal,20.712494,0.96824974,False
421,MBD6_P1P2,Element277,7.0267333984375,61509,4.221848749616356,0.3694094221607089,7.258843994140625,1.292535400390625,5027,0.968023752006451,MBD6,normal,20.309984,0.94943357,False
422,MBD6_P1P2,Element278,19.849853515625,59370,4.221848749616356,3.958607314841775,7.258843994140625,8.831329345703125,4032,2.7345750276005245,MBD6,normal,26.282225,1.2286187,False
423,MBD6_P1P2,Element279,7.2681884765625,58223,4.221848749616356,0.2607758635426816,7.258843994140625,1.332861328125,4405,1.0012873237707571,MBD6,normal,23.179146,1.0835587,False
424,MBD6_P1P2,Element280,11.2928466796875,32755,4.221848749616356,1.1833610551015386,7.258843994140625,3.422991943359375,3983,1.5557362424103813,MBD6,normal,15.717308,0.7347391,False
425,MBD6_P1P2,Element281,12.9945068359375,55,4.221848749616356,2.779891911959945,7.258843994140625,5.905084228515625,4295,1.7901620211739957,MBD6,normal,19.159046,0.89563054,False
426,MBD6_P1P2,Element282,9.32958984375,548,4.221848749616356,0.9002848376489765,7.258843994140625,2.5509765625,4318,1.2852721247737093,MBD6,normal,19.25146,0.89995056,False
427,MBD6_P1P2,Element283,2.5677490234375,32,4.221848749616356,1.944621668625,7.258843994140625,2.715618896484375,8187,0.3537407644399301,MBD6,normal,12.598847,0.58896,False
428,MBD6_P1P2,Element284,10.07763671875,67962,4.221848749616356,1.2992097786256531,7.258843994140625,3.559735107421875,3888,1.3883252935157058,MBD6,normal,18.859686,0.88163626,False
429,MBD6_P1P2,Element285,18.172607421875,81334,4.221848749616356,3.017728766960432,7.258843994140625,7.548406982421875,3832,2.503512602908124,MBD6,normal,21.098087,0.98627514,False
430,MBD6_P1P2,Element286,7.71728515625,88203,4.221848749616356,0.3166287135120572,7.258843994140625,1.276708984375,4972,1.0631562219107382,MBD6,normal,17.23266,0.8055775,False
431,MBD6_P1P2,OR10H2,7.9854736328125,-1,4.221848749616356,-1.0,7.258843994140625,-1.0,3937,1.1001026663830238,ACVR2B,normal,76.72568,0.9816495,True
432,MBD6_P1P2,OR10K1,8.3486328125,-1,4.221848749616356,-1.0,7.258843994140625,-1.0,3765,1.1501325581923318,ACVR2B,normal,79.90196,1.0222877,True
433,MBD6_P1P2,OR10V1,7.88720703125,-1,4.221848749616356,-1.0,7.258843994140625,-1.0,3700,1.0865651662463875,ACVR2B,normal,80.799446,1.0337704,True
434,MBD6_P1P2,OR14J1,8.891845703125,-1,4.221848749616356,-1.0,7.258843994140625,-1.0,3910,1.2249671862768428,ACVR2B,normal,66.79433,0.85458505,True
435,MBD6_P1P2,OR2A2,9.0531005859375,-1,4.221848749616356,-1.0,7.258843994140625,-1.0,3958,1.2471821399172112,ACVR2B,normal,85.51017,1.0940408,True
436,MEF2A_P1P2,Element423,30.4886474609375,140101,5.0,0.469723442318458,31.041705322265624,1.506146240234375,2989,0.9821833930969177,MEF2A,normal,404.90195,0.9509604,False
437,MEF2A_P1P2,Element424,32.5107421875,139297,5.0,0.5233712248176424,31.041705322265624,1.74464111328125,2738,1.0473246186053013,MEF2A,normal,422.44424,0.99216056,False
438,MEF2A_P1P2,Element425,31.7672119140625,122789,5.0,0.1254833937487691,31.041705322265624,1.2274169921875,2238,1.0233719953290221,MEF2A,normal,428.65686,1.0067517,False
439,MEF2A_P1P2,Element426,37.316162109375,110278,5.0,0.707832569215707,31.041705322265624,2.14007568359375,2781,1.2021298998225083,MEF2A,normal,351.38736,0.825275,False
440,MEF2A_P1P2,Element427,35.561767578125,88554,5.0,0.5848429509131811,31.041705322265624,1.977099609375,2674,1.1456125624843563,MEF2A,normal,427.3005,1.003566,False
441,MEF2A_P1P2,Element428,50.1693115234375,78738,5.0,2.291579099865287,31.041705322265624,5.164569091796875,2636,1.6161905733784545,MEF2A,normal,442.36545,1.0389479,False
442,MEF2A_P1P2,Element429,33.229736328125,57745,5.0,0.2994606883750433,31.041705322265624,1.33076171875,2854,1.0704868171108481,MEF2A,normal,411.08203,0.9654751,False
443,MEF2A_P1P2,Element430,23.6192626953125,42,5.0,1.191383964573008,31.041705322265624,2.000018310546875,4802,0.7608880520610719,MEF2A,normal,357.2838,0.83912355,False
444,MEF2A_P1P2,Element431,41.5472412109375,15029,5.0,0.8489060772149385,31.041705322265624,3.068536376953125,2044,1.3384329494660996,MEF2A,normal,415.8906,0.97676855,False
445,MEF2A_P1P2,Element432,54.0606689453125,8528,5.0,0.3639536434324318,31.041705322265624,7.95872802734375,1170,1.7415495825397134,MEF2A,normal,400.0869,0.9396517,False
446,MEF2A_P1P2,Element433,26.54345703125,1635,5.0,0.2365270817453443,31.041705322265624,1.23707275390625,2828,0.8550901683939021,MEF2A,normal,387.7036,0.91056806,False
447,MEF2A_P1P2,Element434,27.130859375,8620,5.0,0.3827269991611289,31.041705322265624,1.5446044921875,2747,0.8740131733529327,MEF2A,normal,425.52246,0.9993901,False
448,MEF2A_P1P2,OR10H2,36.8818359375,-1,5.0,-1.0,31.041705322265624,-1.0,2172,1.188138201642078,ACVR2B,normal,76.72568,0.9816495,True
449,MEF2A_P1P2,OR10K1,35.3837890625,-1,5.0,-1.0,31.041705322265624,-1.0,2008,1.1398790335503857,ACVR2B,normal,79.90196,1.0222877,True
450,MEF2A_P1P2,OR10V1,36.8802490234375,-1,5.0,-1.0,31.041705322265624,-1.0,1943,1.188087079641981,ACVR2B,normal,80.799446,1.0337704,True
451,MEF2A_P1P2,OR14J1,35.788330078125,-1,5.0,-1.0,31.041705322265624,-1.0,2153,1.1529112111136082,ACVR2B,normal,66.79433,0.85458505,True
452,MEF2A_P1P2,OR2A2,36.135986328125,-1,5.0,-1.0,31.041705322265624,-1.0,2209,1.164110861596426,ACVR2B,normal,85.51017,1.0940408,True
453,MEF2C_P1P2,Element992,39.5615234375,548,5.0,0.7521248903753958,47.14432373046875,1.842401123046875,4257,0.8391577247704142,MEF2C,normal,148.42212,0.9565221,False
454,MEF2C_P1P2,Element993,62.965576171875,612,5.0,1.3756147585797347,47.14432373046875,3.599090576171875,3202,1.335591884441036,MEF2C,normal,127.31562,0.82049906,False
455,MEF2C_P1P2,Element994,48.7396240234375,143,5.0,0.4095371404852326,47.14432373046875,1.67821044921875,3384,1.0338386504829156,MEF2C,normal,156.74385,1.0101523,False
