,num_valid_gRNA,pearson_r,expression_range,exp_0,exp_1,lin_0,lin_1,err_exp,err_lin,err_exp/lin
TBX5,7.0,-0.8332881194479688,0.8068203114345758,134662.78039129553,0.0006904302261246297,-88.3406670134077,3.0382196552691356,2076.4096127759485,37951125486.18949,5.4712728178023576e-08
TCF7,5.0,-0.034434321722038086,0.5270529479301186,151847.50882226048,0.00033066013453000246,-36.934485261312176,10.787784985811172,1655.8303735011445,70245313542.98312,2.3572111646820987e-08
TFAP4,4.0,-0.3138543641295173,0.48640097537485866,223132.08775513063,0.00033508779257991736,-70.50294085481558,3.9767682105506785,4301.220543768284,162605988428.97977,2.6451796673201228e-08
TFEB,6.0,0.5578359507325221,0.9458249854617042,74155.49472763695,0.0002686658206779064,15.838995644945372,23.711311666433744,4092.632103242874,7683133701.1594715,5.326774545945035e-07
THAP2,6.0,-0.7174265857533855,0.40019699967789046,11.11908137490765,1.7207012984683414,-52.57098315512559,-5.240778575610207,984.5280861915804,14573.629380651317,0.06755544967396312
TIGD1,6.0,-0.3295394813224916,0.5671029161220504,112032.42489883945,0.00025498763446272105,-25.57866565948244,2.806617607257028,577.1791103276779,62878246218.14051,9.17931311769253e-09
TOPORS,4.0,0.7812987583165603,0.4639617234734572,75764.2721229018,0.00023338957380543245,-12.173926928365656,4.760098316737642,193.2178428061191,16325109458.7961,1.1835623111366752e-08
TP53,6.0,0.23350897639332485,0.2773971890614746,27755.695183948676,0.0005847982159300177,-14.581328742763535,1.4748357253090885,245.95218020526823,3642592092.965492,6.75211975231173e-08
YWHAE,5.0,-0.6120123529996563,0.5539611260577446,5.114183323796976,2.7386756018589606,-50.26107941007484,-3.0287524648938247,769.0255602560235,4918.15267937134,0.1563647187045693
ZBTB10,5.0,0.16586429332498098,0.48553518674044654,500987.2078243474,0.000220060188870289,-71.89295229404097,25.013426324253476,5140.674849669574,488771384909.5954,1.0517544619802994e-08
ZEB1,6.0,-0.657210734540004,0.964090785579146,24.21848687183009,0.7897083667380272,-25.443957289535746,2.1057704073529964,484.07141670548,10845.763462306477,0.044632304437380435
ZEB2,8.0,0.18957817070575608,0.3092493945023197,160943.4294998968,0.0005149623217385728,-14.016949650153697,14.861638743652435,1750.5853858396372,7210735621.5232725,2.4277486760356706e-07
ZFP36L1,5.0,0.6420900909706584,0.21672670229076374,144515.76164398072,0.0008818173372554008,-3.897227849612133,24.739840305490727,3229.050696495921,3454504671.0897875,9.347362368675729e-07
ZFP64,6.0,-0.2140956301325898,0.29312579496621005,29939.833573060136,0.0008608234094995083,-25.108434718550065,0.5498540402210191,325.76056756976914,3540217123.236738,9.20171153999543e-08
ZIC5,5.0,0.2756591276124646,0.7653045693179962,113554.43693103094,0.0003569469408157656,-20.463591356557078,18.332842368643988,2344.1635330859876,47351717663.80215,4.95053537387932e-08
ZNF148,5.0,0.8225115014749065,0.3637703050720752,236742.49525582598,0.00031723178102275907,-7.319521263642284,45.06507521385876,17574.3711412544,118372731557.4718,1.4846638165751688e-07
ZNF18,6.0,0.5504493757727994,0.24395998814510575,80861.62835476539,0.00030482624420711754,-17.81209105445919,6.4285695949619575,1511.5354006114485,34252520415.279106,4.41291730443636e-08
ZNF331,9.0,0.5256201119479439,0.818533414310712,128100.11242057361,0.00023342095008888593,3.226112572477377,19.080440016414133,2192.638110305472,36149984407.058205,6.065391579746751e-08
ZNF358,8.0,-0.26454115582994175,0.9796970133771097,133186.18372397823,0.0003423784772372179,-23.503823646364374,16.051956427205035,4991.892322921239,45716690310.87462,1.091919010098117e-07
ZNF41,4.0,-0.7515694276873114,0.21804888702090472,0.22230579832922912,5.700715525041589,-47.98734798156521,-6.258342721875414,1365.151616321078,6044.7732867702925,0.22584000285153377
ZNF454,5.0,0.08886878454430903,0.6171536787261133,106962.3317188647,0.00022800427375399402,-16.622164806909197,6.654599899502503,337.75770689338964,38468175156.00789,8.780185322636477e-09
ZNF496,6.0,0.7037346889854564,0.6384897663402984,200442.51496971428,0.0001830621637980752,16.387350439903507,40.71624988036676,9858.10507272318,124648051065.72487,7.908751872522389e-08
ZNF532,11.0,-0.2882286171800522,0.5262225095364278,23.34276705955713,1.000252635065282,-36.34837090120575,0.748020510154195,2446.584911852882,29714.260866451896,0.0823370610781416
ZNF608,10.0,-0.8099444982744023,0.6290824230689298,134796.24877382844,0.0006296044791745592,-80.86980242187259,2.4011562450882056,1949.400873213359,51497069782.7213,3.785459796913411e-08
ZNF649,5.0,-0.43063959103980143,0.2905410769494859,17.339836513205427,0.792981444074524,-21.072690707495184,-0.7159507836177348,260.59623451792476,5845.1493527610155,0.04458333205717481
ZNF71,4.0,0.1654676914264986,0.24273594007924554,47909.5095857594,0.00037960549955875914,-16.264942244642977,1.6937456788746508,464.0738594734801,7006571438.308008,6.623408660849217e-08
ZNF718,11.0,0.16912173765146388,0.9651520832477547,83272.18595547808,0.00028434985685354464,-0.9231300832776261,18.195883831573806,5048.5748354423185,39280087014.23996,1.2852758787454038e-07
ZNF746,5.0,0.40855226153767576,0.4743339763914762,69281.65675312217,0.00037383736062820364,-17.68902359880655,7.608193372215662,823.4954911768843,19746253656.755756,4.170388497441098e-08
ZNF782,5.0,0.8629134941975823,0.8045022136440569,130143.5031509795,0.00025220108036713257,19.38802043829254,36.53435156551883,6005.49759942463,30656902631.867645,1.9589381456892372e-07
ZNF787,4.0,0.2943918490745911,0.8238009498325818,119625.14985744633,0.00039748505882290265,-18.893487578005487,25.785343292185093,4660.546563844993,37658685077.14821,1.2375754900356505e-07
ZNF814,5.0,0.041499945133567806,0.5457548379493106,137035.08452989472,0.00033523585653084644,-34.39774880262562,9.719481654195576,2895.37006236632,62597139895.86187,4.6254031209463054e-08
ZNF844,6.0,-0.03326566550144394,0.2959889804250633,120581.16678475175,0.0002702762426611927,-30.26917450821555,2.1438601265026893,400.74252081495825,73173978717.02034,5.476571423903524e-09
ZSCAN20,4.0,-0.8542305596102018,0.5605273441495501,5.409171521455391,2.0078737935963504,-37.177114746013814,-3.1160237061373404,205.7168417374293,4669.5974279430975,0.044054513244848416
