,gRNA_name,expression,relative_expression,edist,cell_num,target_gene
756,RFX7_-_56535555.23-P1P2-2,30.110745033847966,0.6077682903365998,76.48583984375,77,RFX7
757,RFX7_-_56535567.23-P1P2-2,9.1753170315368,0.1851985641432921,38.533935546875,68,RFX7
758,RFX7_-_56535704.23-P1P2-2,1.9883521384111158,0.04013375884226046,28.9425048828125,81,RFX7
759,non-targeting,44.126109052376705,1.0,0.0,20000,RNF2
760,RNF2_+_185014727.23-P1P2-2,4.404467210528211,0.09981544498519475,54.2164306640625,239,RNF2
761,RNF2_-_185014682.23-P1P2-1,17.71564281873659,0.40147756507850074,20.947021484375,88,RNF2
762,RNF2_-_185014682.23-P1P2-2,3.2183523344005955,0.07293533020508297,54.675537109375,86,RNF2
763,RNF2_-_185014699.23-P1P2-1,3.6286995964474045,0.08223475113430508,43.156005859375,80,RNF2
764,RNF2_-_185014699.23-P1P2-2,7.791551403978344,0.1765746305601055,69.8179931640625,158,RNF2
765,non-targeting,48.18645398536319,1.0,0.0,20000,RREB1
766,RREB1_+_7108223.23-P1P2-2,28.629863991695874,0.5941475585730442,19.818359375,233,RREB1
767,RREB1_-_7108001.23-P1P2-1,18.55540370646243,0.38507510247794335,14.533203125,150,RREB1
768,RREB1_-_7108001.23-P1P2-2,50.046336232648734,1.0385976159991042,73.3604736328125,52,RREB1
769,non-targeting,3.7256104336847784,1.0,0.0,20000,RUNX2
770,RUNX2_+_45296176.23-P1-1,0.0,0.0,9.7911376953125,81,RUNX2
771,RUNX2_+_45296176.23-P1-2,5.247580940972586,1.4085157410788431,16.9498291015625,61,RUNX2
772,RUNX2_+_45390091.23-P2-1,0.0,0.0,84.1900634765625,64,RUNX2
773,RUNX2_+_45390091.23-P2-2,0.0,0.0,23.318603515625,84,RUNX2
774,RUNX2_-_45296236.23-P1-1,5.502610979162438,1.4769689631022787,16.82958984375,106,RUNX2
775,RUNX2_-_45296236.23-P1-2,2.8453063610608558,0.7637154801090498,14.00341796875,112,RUNX2
776,RUNX2_-_45296349.23-P1-1,2.0315130497542544,0.54528327261125,43.5965576171875,109,RUNX2
777,RUNX2_-_45296349.23-P1-2,19.36113094967423,5.196767427593146,65.2135009765625,33,RUNX2
778,non-targeting,18.855457043173374,1.0,0.0,20000,SALL2
779,SALL2_+_21994240.23-P1P2-1,0.0,0.0,30.59033203125,106,SALL2
780,SALL2_+_21994240.23-P1P2-2,0.0,0.0,45.4688720703125,83,SALL2
781,SALL2_-_21994344.23-P1P2-1,1.1946904468592874,0.06336046080048882,18.0081787109375,211,SALL2
782,SALL2_-_21994344.23-P1P2-2,0.0,0.0,23.6490478515625,173,SALL2
783,SALL2_-_21994375.23-P1P2-1,0.7780800707281587,0.04126551103728684,19.224609375,235,SALL2
784,non-targeting,39.22302353912528,1.0,0.0,20000,SETDB1
785,SETDB1_+_150899145.23-P1P2-2,10.214657993942854,0.2604250532535732,109.974853515625,42,SETDB1
786,non-targeting,9.71697290569864,1.0,0.0,20000,SIRT6
787,SIRT6_+_4182469.23-P1P2-1,0.0,0.0,57.0396728515625,44,SIRT6
788,SIRT6_+_4182469.23-P1P2-2,1.2213859803811775,0.12569613934653254,12.9364013671875,183,SIRT6
789,SIRT6_+_4182514.23-P1P2-1,0.0,0.0,40.2952880859375,60,SIRT6
790,SIRT6_+_4182514.23-P1P2-2,3.122793782924144,0.32137516624058327,41.596435546875,53,SIRT6
791,SIRT6_+_4182517.23-P1P2-1,0.0,0.0,62.5672607421875,75,SIRT6
792,SIRT6_+_4182517.23-P1P2-2,0.0,0.0,20.194091796875,130,SIRT6
793,non-targeting,139.1729733259126,1.0,0.0,20000,SMAD2
794,SMAD2_+_45456696.23-P1P2-1,133.23281741338033,0.9573181791652771,33.5289306640625,152,SMAD2
795,SMAD2_+_45456696.23-P1P2-2,102.7689902016323,0.7384263463350018,45.9891357421875,134,SMAD2
796,SMAD2_+_45456754.23-P1P2-1,36.690177719417974,0.26363004858348194,31.43994140625,253,SMAD2
797,SMAD2_+_45456754.23-P1P2-2,95.93611058794,0.6893300351015613,24.5518798828125,452,SMAD2
798,SMAD2_+_45457217.23-P1P2-2,82.75730858424431,0.5946363478952543,17.3277587890625,181,SMAD2
799,non-targeting,32.01647370533465,1.0,0.0,20000,SMAD3
800,SMAD3_+_67358180.23-P1P2-1,6.801042588820025,0.21242322472530203,35.227294921875,324,SMAD3
801,SMAD3_+_67358233.23-P1P2-1,9.112435621388544,0.28461709135288726,21.1363525390625,156,SMAD3
802,SMAD3_+_67358233.23-P1P2-2,1.1038256551338625,0.03447680295128632,24.3240966796875,140,SMAD3
803,SMAD3_-_67358553.23-P1P2-2,0.0,0.0,22.671875,84,SMAD3
804,non-targeting,76.73061780278658,1.0,0.0,20000,SMAD4
805,SMAD4_+_48556684.23-P1P2-2,39.169294281496796,0.5104780256320874,26.61083984375,280,SMAD4
806,SMAD4_-_48556657.23-P1P2-1,20.369846930003,0.26547221322207626,119.404296875,36,SMAD4
807,SMAD4_-_48556657.23-P1P2-2,49.5781534578112,0.6461325984007742,32.8243408203125,38,SMAD4
808,non-targeting,81.0766354756197,1.0,0.0,20000,SMAD5
809,SMAD5_-_135468575.23-P1P2-1,10.977528682605435,0.1353969441159957,69.982177734375,260,SMAD5
810,SMAD5_-_135468575.23-P1P2-2,9.947115581275689,0.12268781903593984,121.1649169921875,90,SMAD5
811,SMAD5_-_135468694.23-P1P2-2,5.559447109354315,0.06857027399744628,57.8746337890625,54,SMAD5
812,SMAD5_-_135468962.23-P1P2-2,13.90959515146693,0.17156108008021176,67.6263427734375,239,SMAD5
813,non-targeting,154.88414244791784,1.0,0.0,20000,SMAD6
814,SMAD6_+_66994706.23-P1P2-1,119.12158729303528,0.7691012482642743,21.7119140625,184,SMAD6
815,SMAD6_+_66994706.23-P1P2-2,96.37347447048677,0.6222294480720892,42.44384765625,76,SMAD6
816,SMAD6_+_66994716.23-P1P2-2,142.37504895872382,0.9192358023778943,40.87841796875,85,SMAD6
817,SMAD6_-_66994682.23-P1P2-1,188.0405096625989,1.2140720585764964,40.1834716796875,233,SMAD6
818,SMAD6_-_66994682.23-P1P2-2,128.5565741894952,0.8300176645438335,32.1627197265625,593,SMAD6
819,non-targeting,112.59693241136121,1.0,0.0,20000,SMARCA4
820,SMARCA4_+_11071724.23-P1P2-1,30.378204494964603,0.2697960223639218,44.8681640625,123,SMARCA4
821,non-targeting,0.15218458574963734,1.0,0.0,20000,SOX10
822,SOX10_+_38380527.23-P1P2-1,1.1349940764066737,7.458009435159753,24.7445068359375,206,SOX10
823,SOX10_+_38380527.23-P1P2-2,0.0,0.0,27.119873046875,57,SOX10
824,SOX10_-_38380498.23-P1P2-1,0.0,0.0,37.8377685546875,69,SOX10
825,SOX10_-_38380498.23-P1P2-2,0.0,0.0,42.8507080078125,45,SOX10
826,SOX10_-_38380502.23-P1P2-1,0.0,0.0,44.544921875,89,SOX10
827,non-targeting,39.20488827479858,1.0,0.0,20000,SOX11
828,SOX11_+_5832533.23-P1P2-1,2.6118415282697756,0.06662030280414552,137.2191162109375,1121,SOX11
829,SOX11_+_5832577.23-P1P2-2,7.680707812025667,0.19591199337667614,115.5562744140625,266,SOX11
830,non-targeting,362.7112324393238,1.0,0.0,20000,SOX4
831,SOX4_+_21594199.23-P1-1,145.6117234715165,0.4014535819369068,30.9854736328125,390,SOX4
832,SOX4_+_21594199.23-P1-2,149.06944093209776,0.4109865579005328,28.9383544921875,275,SOX4
833,SOX4_+_21594436.23-P1-1,72.38577730580194,0.1995686122510998,34.8380126953125,432,SOX4
834,SOX4_+_21594436.23-P1-2,122.58799514434624,0.3379768371657842,34.914306640625,368,SOX4
835,SOX4_+_21597984.23-P2-1,288.4873391459613,0.7953636759628638,11.2689208984375,112,SOX4
836,SOX4_+_21597984.23-P2-2,308.1739736265096,0.849640005780804,10.313720703125,142,SOX4
837,SOX4_-_21594406.23-P1-1,61.27051847433208,0.168923686377928,28.414306640625,418,SOX4
838,SOX4_-_21594406.23-P1-2,72.52211226556443,0.1999444896642298,30.1180419921875,539,SOX4
839,SOX4_-_21597962.23-P2-1,291.337680599619,0.8032221076813645,38.2625732421875,56,SOX4
840,SOX4_-_21597962.23-P2-2,281.33842417394084,0.7756540162317818,17.9346923828125,139,SOX4
841,SOX4_-_21598146.23-P2-1,343.75700142845744,0.9477429169110799,13.3255615234375,160,SOX4
842,SOX4_-_21598146.23-P2-2,285.87545323902197,0.7881626695606806,15.1776123046875,206,SOX4
843,non-targeting,28.393027455058473,1.0,0.0,20000,SP4
844,SP4_+_21467755.23-P1P2-2,24.742085609913747,0.8714141402876615,56.1207275390625,34,SP4
845,SP4_-_21467733.23-P1P2-1,0.0,0.0,29.0762939453125,52,SP4
846,SP4_-_21467733.23-P1P2-2,3.0436954106451997,0.10719869219521844,13.23779296875,218,SP4
847,SP4_-_21467876.23-P1P2-1,20.637353606080303,0.726845829975189,28.0672607421875,78,SP4
848,SP4_-_21467876.23-P1P2-2,5.964143586759471,0.21005662732513244,11.9068603515625,291,SP4
849,non-targeting,3.9967838227312313,1.0,0.0,20000,SP8
850,SP8_+_20826307.23-P1P2-1,6.9400109798432545,1.7363988866179776,123.760986328125,52,SP8
851,SP8_+_20826436.23-P1P2-1,0.0,0.0,28.001708984375,51,SP8
852,non-targeting,135.09878243494313,1.0,0.0,20000,SUPT4H1
853,SUPT4H1_-_56429745.23-P1P2-2,30.314009597359306,0.22438403256489028,21.531982421875,326,SUPT4H1
854,non-targeting,6.454630451116827,1.0,0.0,20000,TADA2B
855,TADA2B_+_7045401.23-P1P2-1,1.79149012133291,0.277551152602847,77.43798828125,802,TADA2B
856,TADA2B_+_7045440.23-P1P2-1,4.060160003747818,0.6290305904415178,28.885498046875,141,TADA2B
857,TADA2B_+_7045440.23-P1P2-2,1.3113685155508765,0.20316709461251556,88.588623046875,610,TADA2B
858,TADA2B_+_7045628.23-P1P2-1,2.403054001138226,0.37229923840526485,14.909912109375,207,TADA2B
859,TADA2B_+_7045628.23-P1P2-2,6.942649380044015,1.0756075708165054,57.2027587890625,86,TADA2B
860,non-targeting,67.18213531275978,1.0,0.0,20000,TADA3
861,TADA3_+_9834144.23-P1P2-1,33.00880172303808,0.4913330243132177,31.970947265625,67,TADA3
862,TADA3_+_9834148.23-P1P2-1,39.30465908537448,0.5850462909878575,75.4754638671875,71,TADA3
863,TADA3_-_9834095.23-P1P2-1,42.719327372170106,0.6358733191985415,47.623046875,34,TADA3
864,non-targeting,44.71712271151773,1.0,0.0,20000,TAF12
865,TAF12_+_28969170.23-P1P2-2,12.163367640683786,0.2720069383522944,48.0609130859375,104,TAF12
866,non-targeting,12.198404385162576,1.0,0.0,20000,TAF4
867,TAF4_+_60640894.23-P1P2-2,2.7834993406114252,0.22818552760860353,95.4315185546875,55,TAF4
868,TAF4_-_60640498.23-P1P2-2,5.305846461578083,0.4349623355683965,24.8546142578125,133,TAF4
869,non-targeting,12.121741394003038,1.0,0.0,20000,TAF5L
870,TAF5L_+_229761790.23-P1P2-1,6.254304246271424,0.5159575710273444,92.6903076171875,66,TAF5L
871,TAF5L_+_229761790.23-P1P2-2,3.7519285494151213,0.3095205901085552,15.017822265625,390,TAF5L
872,non-targeting,136.4259450296231,1.0,0.0,20000,TBX18
873,TBX18_+_85473129.23-P2-1,6.5867321991166214,0.04828064190932596,27.4100341796875,81,TBX18
874,TBX18_+_85473129.23-P2-2,0.0,0.0,24.34130859375,31,TBX18
875,TBX18_+_85474280.23-P1-1,9.967467853242589,0.0730613803047381,20.7021484375,97,TBX18
876,TBX18_+_85474280.23-P1-2,9.66065808346397,0.07081246958829045,23.1676025390625,76,TBX18
877,TBX18_-_85473147.23-P2-1,3.350818636764666,0.024561447135565597,17.966064453125,149,TBX18
878,TBX18_-_85473147.23-P2-2,23.807328454075524,0.17450733765418355,42.7950439453125,52,TBX18
879,TBX18_-_85474246.23-P1-1,13.620058618396623,0.09983481232575817,27.168212890625,73,TBX18
880,TBX18_-_85474246.23-P1-2,7.238292002714136,0.05305656487219081,44.1341552734375,72,TBX18
881,TBX18_-_85474258.23-P1-1,3.8196286728042503,0.02799781721852737,49.2447509765625,86,TBX18
882,non-targeting,114.84891984655405,1.0,0.0,20000,TBX2
883,TBX2_+_59477278.23-P1P2-1,55.99837561199021,0.48758295408270136,9.20458984375,328,TBX2
884,TBX2_+_59477278.23-P1P2-2,11.866702624064162,0.10332445999421572,30.2501220703125,432,TBX2
885,TBX2_-_59477227.23-P1P2-1,17.53686131754269,0.15269504790269797,103.0697021484375,75,TBX2
886,TBX2_-_59477227.23-P1P2-2,0.0,0.0,41.0816650390625,52,TBX2
887,non-targeting,385.1724685100635,1.0,0.0,20000,TBX20
888,TBX20_+_35293710.23-P1P2-1,205.53278159626396,0.5336123383670501,554.6939697265625,118,TBX20
889,TBX20_-_35293680.23-P1P2-2,190.3101141136643,0.49409064684666587,495.229248046875,37,TBX20
890,TBX20_-_35293701.23-P1P2-1,128.09109263566086,0.33255516192823165,470.0389404296875,43,TBX20
891,TBX20_-_35293701.23-P1P2-2,147.50935194266881,0.3829696149189199,634.4239501953125,48,TBX20
892,non-targeting,175.5603475488897,1.0,0.0,20000,TBX5
893,TBX5_+_114843572.23-P2-1,46.647653492735856,0.2657072291323957,50.20751953125,59,TBX5
894,TBX5_+_114843928.23-P2-1,65.87436541849456,0.37522348490538276,38.239990234375,128,TBX5
895,TBX5_+_114843928.23-P2-2,20.3227253346625,0.11575919971907704,88.278564453125,59,TBX5
896,TBX5_+_114843956.23-P2-1,75.82843423851075,0.43192232925714735,87.9244384765625,31,TBX5
897,TBX5_+_114845581.23-P1-1,221.39146640256513,1.2610562094092033,72.9879150390625,40,TBX5
898,TBX5_+_114845581.23-P1-2,161.96837961962004,0.9225795111536528,14.8895263671875,105,TBX5
899,TBX5_+_114845617.23-P1-1,299.71105284354786,1.7071682588238493,25.6904296875,47,TBX5
900,TBX5_+_114845617.23-P1-2,149.0122636716799,0.8487808651106894,9.674072265625,136,TBX5
901,TBX5_-_114845786.23-P1-1,146.74805463169162,0.8358838238846931,18.1478271484375,57,TBX5
902,TBX5_-_114845786.23-P1-2,180.07341067358436,1.0257066199042348,10.0089111328125,81,TBX5
903,non-targeting,6.404894798470195,1.0,0.0,20000,TCF7
904,TCF7_+_133450386.23-P1P2-1,0.0,0.0,51.6298828125,72,TCF7
905,TCF7_+_133450386.23-P1P2-2,3.375718684715999,0.5270529479301186,47.9954833984375,185,TCF7
906,TCF7_-_133451208.23-P1P2-1,2.695272157255274,0.420814430535071,18.50927734375,130,TCF7
907,TCF7_-_133451208.23-P1P2-2,0.0,0.0,28.3018798828125,133,TCF7
908,TCF7_-_133451211.23-P1P2-2,1.9427608725092518,0.3033244001093162,56.75048828125,378,TCF7
909,non-targeting,24.383440852398053,1.0,0.0,20000,TFAP4
910,TFAP4_-_4322842.23-P1P2-1,11.860129413601587,0.48640097537485866,48.3629150390625,71,TFAP4
911,TFAP4_-_4322842.23-P1P2-2,0.0,0.0,125.8114013671875,38,TFAP4
912,TFAP4_-_4322853.23-P1P2-1,0.0,0.0,50.0657958984375,34,TFAP4
913,TFAP4_-_4322853.23-P1P2-2,0.0,0.0,43.36279296875,94,TFAP4
914,non-targeting,20.057642785650387,1.0,0.0,20000,TFEB
915,TFEB_+_41701274.23-P2-1,17.113004627815904,0.8531912154731796,12.4041748046875,94,TFEB
916,TFEB_+_41701274.23-P2-2,8.99038028105029,0.44822716094446435,12.265625,70,TFEB
917,TFEB_+_41701498.23-P2-2,15.513501260667951,0.7734458842674474,6.7711181640625,127,TFEB
918,TFEB_+_41703071.23-P1-1,49.12302165394067,2.4490924571198467,53.179931640625,64,TFEB
919,TFEB_+_41703071.23-P1-2,18.971019696133833,0.9458249854617042,47.7777099609375,75,TFEB
920,TFEB_+_41703294.23-P1-2,0.0,0.0,9.542236328125,114,TFEB
921,TFEB_-_41701552.23-P2-2,17.50797144433653,0.8728828024029853,43.8546142578125,44,TFEB
922,non-targeting,19.397083846160967,1.0,0.0,20000,THAP2
923,THAP2_+_72058155.23-P2-1,0.0,0.0,57.7203369140625,97,THAP2
924,THAP2_+_72058155.23-P2-2,0.0,0.0,36.4295654296875,61,THAP2
925,THAP2_+_72058201.23-P2-1,7.762654757734095,0.40019699967789046,8.8441162109375,178,THAP2
926,THAP2_+_72058201.23-P2-2,7.355537522455742,0.3792084202343403,41.5263671875,58,THAP2
927,THAP2_+_72058354.23-P2-1,0.0,0.0,60.5948486328125,66,THAP2
928,THAP2_-_72056870.23-P1-2,4.779795575413411,0.24641825613180607,19.6966552734375,118,THAP2
929,non-targeting,65.29778302610794,1.0,0.0,20000,THAP4
930,THAP4_+_242576393.23-P1P2-1,52.04786781578767,0.7970847615910241,13.8709716796875,236,THAP4
931,THAP4_+_242576393.23-P1P2-2,65.86784125269892,1.0087301314098682,38.9664306640625,130,THAP4
932,THAP4_-_242576370.23-P1P2-2,43.771934449339184,0.6703433473666005,7.7698974609375,370,THAP4
933,THAP4_-_242576577.23-P1P2-2,67.26420667207292,1.0301147076490904,16.406494140625,485,THAP4
934,non-targeting,32.10259373863664,1.0,0.0,20000,THRA
935,THRA_+_38219258.23-P1P2-2,6.171588478246393,0.19224578949889212,8.1868896484375,269,THRA
936,THRA_+_38219267.23-P1P2-2,3.6758900357514848,0.11450445610964503,26.5350341796875,196,THRA
937,THRA_+_38219487.23-P1P2-1,1.767168744007432,0.05504753785301092,29.1275634765625,79,THRA
938,THRA_+_38219487.23-P1P2-2,7.73297123439414,0.24088306687466274,13.4486083984375,95,THRA
939,non-targeting,9.088037391666148,1.0,0.0,20000,TIGD1
940,TIGD1_+_233415246.23-P1P2-1,0.0,0.0,31.243408203125,149,TIGD1
941,TIGD1_+_233415246.23-P1P2-2,0.0,0.0,39.0020751953125,32,TIGD1
942,TIGD1_-_233415185.23-P1P2-1,5.1538525066401055,0.5671029161220504,19.0054931640625,253,TIGD1
943,TIGD1_-_233415185.23-P1P2-2,0.0,0.0,33.309814453125,38,TIGD1
944,TIGD1_-_233415211.23-P1P2-1,0.8596736936144427,0.09459398730057768,24.9051513671875,144,TIGD1
945,TIGD1_-_233415211.23-P1P2-2,0.0,0.0,8.72705078125,225,TIGD1
946,non-targeting,30.04653532007069,1.0,0.0,20000,TOPORS
947,TOPORS_+_32552576.23-P1P2-1,14.315471719695076,0.4764433425418115,21.9534912109375,186,TOPORS
948,TOPORS_+_32552576.23-P1P2-2,1.2477159457159273,0.04152611715209872,11.3851318359375,336,TOPORS
949,TOPORS_-_32552374.23-P1P2-1,0.3750294081889737,0.012481619068354247,16.8056640625,405,TOPORS
950,TOPORS_-_32552374.23-P1P2-2,5.366625974617772,0.17861047596502538,13.7198486328125,295,TOPORS
951,non-targeting,17.631665752560366,1.0,0.0,20000,TP53
952,TP53_+_7590774.23-P1P2-1,4.890974518231714,0.2773971890614746,22.9398193359375,291,TP53
953,TP53_+_7590774.23-P1P2-2,2.4805621299875207,0.1406879057713142,5.0302734375,1067,TP53
954,TP53_+_7590780.23-P1P2-1,0.0,0.0,17.8922119140625,291,TP53
955,TP53_+_7590780.23-P1P2-2,1.474834782693439,0.08364693406686616,18.896240234375,271,TP53
956,TP53_-_7590396.23-P1P2-1,1.7440884732386306,0.09891796372020972,12.2425537109375,1735,TP53
957,TP53_-_7590396.23-P1P2-2,1.7576513094647412,0.09968719542051808,10.598876953125,879,TP53
958,non-targeting,54.150173413836455,1.0,0.0,20000,TULP4
959,TULP4_+_158733362.23-P1P2-1,88.25083629441603,1.6297424501297382,48.66650390625,48,TULP4
960,TULP4_+_158733362.23-P1P2-2,48.95316685035237,0.9040260402535267,26.3712158203125,95,TULP4
961,TULP4_+_158733713.23-P1P2-1,65.32108905265063,1.2062951036821572,45.8765869140625,84,TULP4
962,TULP4_+_158733713.23-P1P2-2,58.1418460066569,1.0737148625972912,18.029541015625,94,TULP4
963,TULP4_-_158733332.23-P1P2-1,29.41556158475578,0.5432219276557203,40.2933349609375,40,TULP4
964,TULP4_-_158733332.23-P1P2-2,49.74712473115012,0.9186881886963401,4.288818359375,155,TULP4
965,non-targeting,35.0319844970727,1.0,0.0,20000,WT1
966,WT1_-_32456608.23-P1P2-1,9.187699031294617,0.26226601670431626,9.34423828125,557,WT1
967,WT1_-_32456608.23-P1P2-2,75.98667404333052,2.169065644844643,37.3780517578125,96,WT1
968,WT1_-_32456679.23-P1P2-1,25.604979033660666,0.730902899200593,15.4947509765625,272,WT1
969,WT1_-_32456679.23-P1P2-2,21.050096432847543,0.6008822147830793,15.29296875,446,WT1
970,non-targeting,176.48586161485582,1.0,0.0,20000,YAP1
971,YAP1_+_101981346.23-P1P2-1,122.47951732966106,0.6939905339100051,243.5814208984375,79,YAP1
972,YAP1_+_101981346.23-P1P2-2,111.58883765650292,0.6322820232479736,25.49462890625,45,YAP1
973,non-targeting,449.81154851084284,1.0,0.0,20000,YWHAE
974,YWHAE_+_1303268.23-P1P2-2,189.26633175379166,0.42076805804648953,12.104248046875,408,YWHAE
975,YWHAE_-_1303288.23-P1P2-1,44.63754736875393,0.0992361079134853,57.375244140625,49,YWHAE
976,YWHAE_-_1303288.23-P1P2-2,293.8156592955982,0.6531972339712299,31.6763916015625,44,YWHAE
977,YWHAE_-_1303437.23-P1P2-1,201.62713155470956,0.44824801013273513,6.526123046875,799,YWHAE
978,YWHAE_-_1303437.23-P1P2-2,244.84836461998006,0.5443354343181741,16.59619140625,137,YWHAE
979,non-targeting,39.021000310458476,1.0,0.0,20000,ZBTB10
980,ZBTB10_+_81398465.23-P1P2-1,5.972450662738993,0.1530573438717881,63.8983154296875,160,ZBTB10
981,ZBTB10_+_81398465.23-P1P2-2,24.91851933527647,0.6385925306122346,92.3878173828125,41,ZBTB10
982,ZBTB10_+_81398485.23-P1P2-1,15.722042399017962,0.402912336278681,39.1478271484375,186,ZBTB10
983,ZBTB10_+_81398485.23-P1P2-2,10.089499979089437,0.2585658978195193,97.3798828125,88,ZBTB10
984,ZBTB10_+_81398505.23-P1P2-1,21.90657825259542,0.5614048353015691,71.9007568359375,37,ZBTB10
985,non-targeting,17.87130865977815,1.0,0.0,20000,ZBTB12
986,ZBTB12_-_31869341.23-P1P2-1,2.3665097780229356,0.13241950117223888,106.2506103515625,110,ZBTB12
987,ZBTB12_-_31869341.23-P1P2-2,18.90685396372444,1.0579445704654482,59.8863525390625,54,ZBTB12
988,non-targeting,116.88472630976322,1.0,0.0,20000,ZC3H15
989,ZC3H15_+_187351056.23-P1P2-1,16.044191662457926,0.13726508303521412,22.3880615234375,79,ZC3H15
990,ZC3H15_+_187351056.23-P1P2-2,14.996777604063672,0.128303997258973,18.2864990234375,31,ZC3H15
991,ZC3H15_+_187351327.23-P1P2-1,16.7522209397118,0.14332258344273088,57.77587890625,35,ZC3H15
992,ZC3H15_+_187351327.23-P1P2-2,7.608763082637726,0.06509629891653497,21.588623046875,85,ZC3H15
993,ZC3H15_-_187351064.23-P1P2-1,8.351904187398706,0.07145419637861686,44.428466796875,138,ZC3H15
994,non-targeting,16.579735584309674,1.0,0.0,20000,ZC3H3
995,ZC3H3_+_144623564.23-P1P2-1,0.0,0.0,234.2144775390625,122,ZC3H3
996,non-targeting,75.09187188352371,1.0,0.0,20000,ZEB1
997,ZEB1_+_31610416.23-P2-1,74.87357298314974,0.9970929090606161,4.6929931640625,111,ZEB1
998,ZEB1_+_31610416.23-P2-2,77.77447498290601,1.035724280565856,7.367919921875,165,ZEB1
999,ZEB1_+_31610432.23-P2-1,127.22854803597991,1.6943051870291141,14.22021484375,81,ZEB1
1000,ZEB1_+_31610432.23-P2-2,79.27115489152013,1.0556555976454944,15.677734375,109,ZEB1
1001,ZEB1_-_31608166.23-P1-1,8.455956029999806,0.11260814010757361,39.2220458984375,95,ZEB1
1002,ZEB1_-_31608166.23-P1-2,6.259635506186313,0.08335969458712843,33.587646484375,81,ZEB1
1003,ZEB1_-_31608210.23-P1-1,2.478191228354782,0.0330021234814701,17.9361572265625,112,ZEB1
1004,ZEB1_-_31608221.23-P1-1,10.747262225580728,0.14312151176962257,18.8614501953125,148,ZEB1
1005,ZEB1_-_31608221.23-P1-2,13.79555990807807,0.18371575460892225,13.5919189453125,98,ZEB1
1006,ZEB1_-_31610356.23-P2-1,116.00329319252542,1.5448182377509527,14.41064453125,102,ZEB1
1007,non-targeting,88.01693098557735,1.0,0.0,20000,ZEB2
1008,ZEB2_+_145275142.23-P2-1,67.76971185152509,0.7699622230935317,21.5587158203125,73,ZEB2
1009,ZEB2_+_145275142.23-P2-2,73.06141999355738,0.8300837029358521,24.6302490234375,194,ZEB2
1010,ZEB2_+_145275153.23-P2-1,81.6403071685518,0.9275523044757101,18.3944091796875,74,ZEB2
1011,ZEB2_+_145277359.23-P1-2,86.50953386677429,0.9828737823288788,17.8941650390625,90,ZEB2
1012,ZEB2_-_145275121.23-P2-1,80.24774433579296,0.9117307708552408,10.9852294921875,138,ZEB2
1013,ZEB2_-_145275121.23-P2-2,74.21956688631326,0.843241931469697,40.668212890625,80,ZEB2
1014,ZEB2_-_145277576.23-P1-2,67.97036063332153,0.7722418842854145,8.6282958984375,86,ZEB2
1015,ZEB2_-_145277723.23-P1-2,59.290351253532044,0.6736243878265591,9.0589599609375,110,ZEB2
1016,non-targeting,787.2009319027711,1.0,0.0,20000,ZFP36L1
1017,ZFP36L1_+_69262743.23-P2-2,745.5424900970185,0.9470802940933282,32.9605712890625,51,ZFP36L1
1018,ZFP36L1_+_69262782.23-P2-1,631.0755981009124,0.8016702883919578,41.5618896484375,51,ZFP36L1
1019,ZFP36L1_+_69262782.23-P2-2,631.8496638342884,0.8026536024379727,15.8543701171875,51,ZFP36L1
1020,ZFP36L1_+_69262799.23-P2-1,574.9350280855148,0.7303535918025644,8.6282958984375,94,ZFP36L1
1021,ZFP36L1_+_69262799.23-P2-2,703.4238404065201,0.8935759752040048,52.6478271484375,110,ZFP36L1
1022,non-targeting,18.220199809184123,1.0,0.0,20000,ZFP64
1023,ZFP64_+_50808141.23-P1P2-1,3.892914925066761,0.21365928836326414,19.22265625,261,ZFP64
1024,ZFP64_+_50808141.23-P1P2-2,1.8247135476787437,0.10014783409559393,16.6505126953125,422,ZFP64
1025,ZFP64_+_50808288.23-P1P2-1,1.1918951058760285,0.06541613804230834,25.48681640625,250,ZFP64
1026,ZFP64_+_50808288.23-P1P2-2,4.132421982484226,0.22680442727094718,35.2708740234375,194,ZFP64
1027,ZFP64_-_50808301.23-P1P2-1,6.5327056593863135,0.3585419330085184,14.298583984375,192,ZFP64
1028,ZFP64_-_50808301.23-P1P2-2,3.7377832820294787,0.20514502152415484,14.200439453125,487,ZFP64
1029,non-targeting,250.67840318679373,1.0,0.0,20000,ZFPM2
1030,ZFPM2_+_106330704.23-P1P2-1,44.5657699500494,0.17778065195684645,46.7554931640625,69,ZFPM2
1031,ZFPM2_+_106330704.23-P1P2-2,39.42443159802344,0.15727095392675774,26.7611083984375,329,ZFPM2
1032,ZFPM2_-_106331048.23-P1P2-1,46.21649485281004,0.18436568234548584,24.3232421875,280,ZFPM2
1033,ZFPM2_-_106331048.23-P1P2-2,24.45373765577178,0.09755023705632114,27.4844970703125,143,ZFPM2
1034,ZFPM2_-_106331079.23-P1P2-2,46.947294589315774,0.18728097032887536,67.2608642578125,109,ZFPM2
1035,non-targeting,3.798417680809507,1.0,0.0,20000,ZIC2
1036,ZIC2_+_100634103.23-P1P2-1,0.0,0.0,47.722900390625,195,ZIC2
1037,ZIC2_+_100634103.23-P1P2-2,18.477455887477845,4.864513974024043,28.815185546875,40,ZIC2
1038,ZIC2_+_100634108.23-P1P2-1,1.5467064606308625,0.407197572938117,24.660400390625,191,ZIC2
