,pval_outlier
HOXB1_-_46608301.23-P1P2-2,0.5
HOXB2_+_46623146.23-P1P2-1,1.0
HOXB2_+_46623146.23-P1P2-2,1.0
HOXB2_-_46621998.23-P1P2-2,1.0
HOXB2_-_46622058.23-P1P2-2,1.0
HOXB3_+_46667575.23-P1P2-1,0.8792
HOXB3_+_46667575.23-P1P2-2,0.9731
HOXB3_-_46667362.23-P1P2-1,1.0
HOXB3_-_46667362.23-P1P2-2,0.9531
HOXB3_-_46667523.23-P1P2-1,1.0
HOXB3_-_46667523.23-P1P2-2,0.367
HOXB4_+_46655552.23-P1P2-2,0.9926
HOXB4_+_46655726.23-P1P2-1,0.4649
HOXB4_+_46655726.23-P1P2-2,1.0
HOXB4_+_46655791.23-P1P2-1,0.8792
HOXB4_+_46655791.23-P1P2-2,1.0
HOXB5_-_46670766.23-P1P2-1,1.0
HOXB5_-_46670766.23-P1P2-2,1.0
HOXB5_-_46670852.23-P1P2-1,1.0
HOXB5_-_46670852.23-P1P2-2,1.0
HOXB5_-_46671061.23-P1P2-1,1.0
HOXB6_+_46675533.23-P2-1,0.9531
HOXB6_+_46675533.23-P2-2,0.9227
HOXB6_+_46675544.23-P2-1,0.661
HOXB6_+_46675544.23-P2-2,0.9964
HOXB6_-_46675345.23-P2-1,0.9964
HOXB6_-_46675345.23-P2-2,1.0
HOXB6_+_46682297.23-P1-1,0.9999
HOXB6_+_46682317.23-P1-1,1.0
HOXB6_-_46682331.23-P1-1,0.9999
HOXB6_-_46682331.23-P1-2,0.661
HOXB7_+_46687937.23-P1P2-1,1.0
HOXB7_+_46687937.23-P1P2-2,0.5
HOXB7_-_46687990.23-P1P2-2,0.8266
HOXB8_+_46690576.23-P1-1,1.0
HOXB8_+_46690576.23-P1-2,1.0
HOXB8_+_46690604.23-P1-2,1.0
HOXB8_-_46690790.23-P1-1,1.0
HOXB8_-_46690790.23-P1-2,1.0
HOXB8_+_46692392.23-P2-1,1.0
HOXB8_+_46692392.23-P2-2,1.0
HOXB8_-_46692113.23-P2-1,1.0
HOXB8_-_46692113.23-P2-2,1.0
HOXB8_-_46692204.23-P2-2,1.0
HOXB9_+_46703713.23-P1P2-2,1.0
HOXB9_-_46703660.23-P1P2-2,1.0
HOXB9_-_46703716.23-P1P2-2,1.0
HOXC10_+_54379003.23-P1P2-1,0.3192
HOXC10_+_54379003.23-P1P2-2,0.9912
HOXC10_-_54378980.23-P1P2-2,0.9214
HOXC10_-_54379218.23-P1P2-1,0.9999
HOXC11_+_54367148.23-P1P2-1,1.0
HOXC11_+_54367148.23-P1P2-2,1.0
HOXC11_+_54367203.23-P1P2-1,1.0
HOXC11_+_54367203.23-P1P2-2,1.0
HOXC11_-_54367251.23-P1P2-1,1.0
HOXC11_-_54367251.23-P1P2-2,1.0
HOXC12_+_54348738.23-P1P2-1,1.0
HOXC12_+_54348738.23-P1P2-2,1.0
HOXC12_-_54348717.23-P1P2-1,1.0
HOXC13_+_54332633.23-P1P2-1,1.0
HOXC13_+_54332633.23-P1P2-2,1.0
HOXC13_-_54332871.23-P1P2-1,1.0
HOXC13_-_54333069.23-P1P2-1,1.0
HOXC13_-_54333069.23-P1P2-2,1.0
HOXC4_+_54448248.23-ENST00000430889.2-2,1.0
HOXC4_-_54447647.23-ENST00000430889.2-1,1.0
HOXC4_-_54447647.23-ENST00000430889.2-2,1.0
HOXC5_+_54410684.23-P1P2-1,1.0
HOXC5_-_54411117.23-P1P2-2,1.0
HOXC6_+_54410681.23-P1P2-1,1.0
HOXC6_+_54410681.23-P1P2-2,1.0
HOXC6_+_54410715.23-P1P2-2,1.0
HOXC8_+_54402790.23-P1P2-2,0.3192
HOXC8_+_54402867.23-P1P2-1,0.9707
HOXC8_-_54402759.23-P1P2-1,0.9979
HOXC8_-_54402759.23-P1P2-2,0.5
HOXC9_+_54393964.23-P1P2-1,1.0
HOXC9_+_54393964.23-P1P2-2,0.9926
HOXC9_+_54394126.23-P1P2-1,0.9993
HOXC9_+_54394126.23-P1P2-2,0.9999
HOXC9_+_54394179.23-P1P2-1,0.4649
HOXD10_-_176973537.23-P1-1,0.9996
HOXD10_-_176973537.23-P1-2,0.9214
HOXD10_-_176973562.23-P1-1,0.9912
HOXD10_+_176981777.23-P2-1,1.0
HOXD10_+_176981777.23-P2-2,1.0
HOXD10_+_176981965.23-P2-1,1.0
HOXD10_+_176981965.23-P2-2,1.0
HOXD10_+_176981989.23-P2-1,1.0
HOXD10_+_176981989.23-P2-2,1.0
HOXD11_+_176969273.23-P1P2-1,0.9996
HOXD11_+_176969293.23-P1P2-1,0.9707
HOXD11_+_176969293.23-P1P2-2,0.6808
HOXD11_+_176969658.23-P1P2-1,0.3192
HOXD11_+_176969658.23-P1P2-2,0.3192
HOXD12_-_176964556.23-P1P2-1,1.0
HOXD12_-_176964556.23-P1P2-2,1.0
HOXD12_-_176964740.23-P1P2-1,1.0
HOXD13_+_176957737.23-P1P2-1,1.0
HOXD13_+_176957737.23-P1P2-2,1.0
HOXD13_+_176957845.23-P1P2-1,1.0
HOXD1_-_177053406.23-P1P2-1,1.0
HOXD1_-_177053406.23-P1P2-2,1.0
HOXD1_-_177053430.23-P1P2-1,1.0
HOXD1_-_177053430.23-P1P2-2,1.0
HOXD1_-_177053454.23-P1P2-2,1.0
HOXD3_+_177001371.23-P1P2-1,1.0
HOXD3_+_177001371.23-P1P2-2,1.0
HOXD3_+_177001378.23-P1P2-1,1.0
HOXD3_+_177001378.23-P1P2-2,1.0
HOXD3_-_177001381.23-P1P2-2,1.0
HOXD4_-_177016400.23-P1P2-1,0.5
HOXD4_-_177016473.23-P1P2-1,0.9707
HOXD4_-_177016551.23-P1P2-1,0.5
HOXD4_-_177016551.23-P1P2-2,0.9996
HOXD8_+_176994450.23-P1P2-1,0.9366
HOXD8_-_176994517.23-P1P2-1,0.9366
HOXD8_-_176995362.23-P1P2-2,0.3634
HOXD9_+_176987674.23-P1P2-1,1.0
HOXD9_-_176987451.23-P1P2-1,1.0
HOXD9_-_176987451.23-P1P2-2,1.0
HOXD9_-_176987454.23-P1P2-1,0.7476
HOXD9_-_176987454.23-P1P2-2,0.5649
HR_+_21990854.23-P2-1,1.0
HR_+_21990854.23-P2-2,1.0
HR_-_21990822.23-P2-1,0.4649
HR_-_21990822.23-P2-2,1.0
HR_-_21988137.23-P1-1,1.0
HR_-_21988137.23-P1-2,1.0
HR_-_21988465.23-P1-1,1.0
HR_-_21988465.23-P1-2,1.0
HR_-_21988475.23-P1-1,1.0
HR_-_21988475.23-P1-2,1.0
HSF1_+_145515304.23-P1P2-1,1.0
HSF1_+_145515509.23-P1P2-1,1.0
HSF1_-_145515702.23-P1P2-2,1.0
HSF2_+_122720829.23-P1P2-1,0.5
HSF2_+_122720829.23-P1P2-2,0.3192
HSF2_-_122720804.23-P1P2-1,0.3192
HSF2_-_122720804.23-P1P2-2,0.9996
HSF2_-_122720980.23-P1P2-2,0.9707
HSF4_+_67198683.23-P1P2-2,0.9366
HSF4_-_67199022.23-P1P2-1,0.7186
HSF4_-_67199022.23-P1P2-2,0.7186
HSF5_+_56565682.23-P1P2-1,1.0
HSF5_+_56565719.23-P1P2-1,0.9993
HSF5_+_56565719.23-P1P2-2,0.9964
HSF5_+_56565735.23-P1P2-1,0.9731
HSFX1_+_148855728.23-ENST00000370416.4-2,0.9997
HSFX1_+_148855737.23-ENST00000370416.4-1,1.0
HSFX1_+_148855737.23-ENST00000370416.4-2,0.8209
HSFX1_-_148855745.23-ENST00000370416.4-1,1.0
HSFX1_-_148855745.23-ENST00000370416.4-2,0.5649
HSFY1_+_20708836.23-ENST00000307393.2-1,1.0
HSFY1_+_20708836.23-ENST00000307393.2-2,1.0
HSFY1_-_20708593.23-ENST00000307393.2-1,1.0
HSFY1_-_20708593.23-ENST00000307393.2-2,1.0
HSFY1_-_20708777.23-ENST00000307393.2-1,1.0
HSFY1_-_20708777.23-ENST00000307393.2-2,1.0
ID1_+_30193118.23-P1P2-1,1.0
ID1_+_30193118.23-P1P2-2,1.0
ID1_+_30193311.23-P1P2-2,1.0
ID1_-_30193269.23-P1P2-1,1.0
ID1_-_30193269.23-P1P2-2,1.0
ID2_+_8819418.23-P2-1,1.0
ID2_+_8819418.23-P2-2,1.0
ID2_+_8819593.23-P2-2,1.0
ID2_-_8819375.23-P2-1,1.0
ID2_+_8822167.23-P1-1,1.0
ID2_+_8822167.23-P1-2,1.0
ID2_-_8822382.23-P1-1,1.0
ID2_-_8822382.23-P1-2,1.0
ID3_+_23885735.23-P1P2-1,1.0
ID3_+_23885735.23-P1P2-2,1.0
ID3_+_23885910.23-P1P2-1,1.0
ID3_+_23885910.23-P1P2-2,1.0
ID3_+_23886003.23-P1P2-2,1.0
ID4_-_19837612.23-P1P2-1,1.0
ID4_-_19837612.23-P1P2-2,0.8266
ID4_-_19837657.23-P1P2-2,0.9707
ID4_-_19837706.23-P1P2-1,0.9707
ID4_-_19837706.23-P1P2-2,0.3192
IFI16_+_158979694.23-P1P2-1,1.0
IFI16_+_158979694.23-P1P2-2,1.0
IFI16_+_158979775.23-P1P2-1,1.0
IFI16_+_158979775.23-P1P2-2,1.0
IFI16_-_158979766.23-P1P2-1,1.0
IFI16_-_158979766.23-P1P2-2,1.0
IGFBP1_+_45928097.23-P1P2-2,1.0
IGFBP1_+_45928141.23-P1P2-1,1.0
IGFBP1_+_45928141.23-P1P2-2,1.0
IGFBP1_+_45928156.23-P1P2-1,1.0
IGFBP1_+_45928156.23-P1P2-2,1.0
IKZF1_+_50344364.23-P1P2-1,0.5
IKZF1_+_50344364.23-P1P2-2,0.9214
IKZF1_-_50344370.23-P1P2-1,0.9707
IKZF1_-_50344370.23-P1P2-2,0.9707
IKZF1_-_50344397.23-P1P2-1,0.3192
IKZF2_+_214016306.23-P2-1,1.0
IKZF2_+_214016306.23-P2-2,1.0
IKZF2_-_214016288.23-P2-1,1.0
IKZF2_-_214016288.23-P2-2,1.0
IKZF2_-_214016323.23-P2-1,1.0
IKZF2_-_214016323.23-P2-2,1.0
IKZF2_-_214015078.23-P1-1,0.9214
IKZF2_-_214015101.23-P1-1,0.3192
IKZF2_-_214015101.23-P1-2,0.9912
IKZF2_-_214015138.23-P1-1,0.9912
IKZF2_-_214015138.23-P1-2,0.6808
IKZF3_+_38020405.23-P1P2-1,1.0
IKZF3_+_38020405.23-P1P2-2,1.0
IKZF3_+_38020446.23-P1P2-1,1.0
IKZF3_+_38020446.23-P1P2-2,1.0
IKZF3_-_38020421.23-P1P2-1,1.0
IKZF3_-_38020421.23-P1P2-2,1.0
IKZF4_+_56401330.23-P1-1,0.9707
IKZF4_+_56401330.23-P1-2,0.9214
IKZF4_+_56401482.23-P1-1,0.9707
IKZF4_-_56401281.23-P1-2,0.6808
IKZF4_+_56415286.23-P2-2,0.9214
IKZF4_+_56415290.23-P2-2,0.9214
IKZF4_+_56415332.23-P2-2,1.0
IKZF5_+_124768160.23-P1P2-1,1.0
IKZF5_+_124768160.23-P1P2-2,1.0
ING1_+_111366053.23-P1-1,1.0
ING1_-_111366079.23-P1-2,1.0
ING1_+_111368584.23-P2-1,1.0
ING1_-_111368229.23-P2-1,0.9999
ING1_-_111368229.23-P2-2,1.0
ING4_+_6772031.23-P1P2-1,0.5
ING4_+_6772043.23-P1P2-1,0.9979
ING4_+_6772043.23-P1P2-2,0.8266
ING4_+_6772290.23-P1P2-2,0.9214
INSM1_+_20349202.23-P1P2-2,0.9912
INSM1_-_20348766.23-P1P2-1,0.6808
INSM1_-_20348778.23-P1P2-1,0.3192
INSM1_-_20348778.23-P1P2-2,0.9979
INSM2_+_36003427.23-P1P2-1,1.0
INSM2_+_36003427.23-P1P2-2,1.0
INSM2_+_36003461.23-P1P2-1,1.0
INSM2_+_36003560.23-P1P2-2,1.0
IRF1_-_131826290.23-P1P2-1,0.9997
IRF1_-_131826451.23-P1P2-1,0.8792
IRF1_-_131826451.23-P1P2-2,1.0
IRF1_-_131826471.23-P1P2-1,0.9997
IRF1_-_131826471.23-P1P2-2,0.9531
IRF2_+_185395656.23-P1P2-1,0.7476
IRF2_+_185395656.23-P1P2-2,1.0
IRF2_-_185395699.23-P1P2-1,0.8792
IRF2_-_185395699.23-P1P2-2,1.0
IRF2_-_185395723.23-P1P2-1,0.661
IRF2_-_185395723.23-P1P2-2,0.8792
IRF3_+_50168800.23-P1P2-1,1.0
IRF3_+_50168857.23-P1P2-1,0.5
IRF3_+_50168857.23-P1P2-2,0.6808
IRF3_+_50168927.23-P1P2-1,0.3192
IRF3_+_50168927.23-P1P2-2,0.9912
IRF4_+_391758.23-P1-1,1.0
IRF4_+_391758.23-P1-2,1.0
IRF4_+_391937.23-P1-1,1.0
IRF4_+_391937.23-P1-2,1.0
IRF4_-_391819.23-P1-1,1.0
IRF4_-_391819.23-P1-2,1.0
IRF4_+_393226.23-P2-1,1.0
IRF4_+_393226.23-P2-2,1.0
IRF4_-_393232.23-P2-1,1.0
IRF4_-_393232.23-P2-2,1.0
IRF4_-_393255.23-P2-1,1.0
IRF4_-_393255.23-P2-2,1.0
IRF5_+_128578053.23-P1-1,1.0
IRF5_+_128578053.23-P1-2,1.0
IRF5_+_128578069.23-P1-1,1.0
IRF5_+_128578069.23-P1-2,1.0
IRF5_-_128578252.23-P1-1,1.0
IRF5_-_128578252.23-P1-2,1.0
IRF5_+_128580822.23-P2-1,1.0
IRF5_+_128580822.23-P2-2,1.0
IRF5_+_128581286.23-P2-1,1.0
IRF5_+_128581286.23-P2-2,1.0
IRF5_-_128580910.23-P2-1,1.0
IRF5_-_128580910.23-P2-2,1.0
IRF6_+_209979430.23-P1P2-1,0.367
IRF6_+_209979430.23-P1P2-2,0.9227
IRF6_+_209979461.23-P1P2-1,1.0
IRF6_+_209979461.23-P1P2-2,1.0
IRF6_-_209979245.23-P1P2-1,0.9854
IRF7_+_615903.23-P1P2-1,0.4649
IRF7_+_615903.23-P1P2-2,1.0
IRF7_-_615714.23-P1P2-1,1.0
IRF7_-_615714.23-P1P2-2,1.0
IRF7_-_615937.23-P1P2-1,0.9854
IRF7_-_615937.23-P1P2-2,0.8209
IRF8_-_85932800.23-P1P2-1,0.9214
IRF8_-_85932800.23-P1P2-2,0.9912
IRF8_-_85932803.23-P1P2-2,0.3192
IRF8_-_85932833.23-P1P2-1,0.6808
IRF8_-_85932833.23-P1P2-2,0.9996
IRF9_+_24630519.23-P1P2-1,1.0
IRF9_+_24630519.23-P1P2-2,1.0
IRF9_+_24630967.23-P1P2-1,1.0
IRF9_+_24630967.23-P1P2-2,1.0
IRF9_-_24630712.23-P1P2-1,1.0
IRF9_-_24630712.23-P1P2-2,1.0
IRX1_-_3596044.23-P1P2-1,1.0
IRX1_-_3596044.23-P1P2-2,1.0
IRX1_-_3596051.23-P1P2-1,1.0
IRX1_-_3596051.23-P1P2-2,1.0
IRX2_-_2751388.23-P1P2-2,1.0
IRX2_-_2751522.23-P1P2-2,1.0
IRX3_+_54320415.23-P1P2-1,0.8792
IRX3_+_54320415.23-P1P2-2,1.0
IRX3_-_54320639.23-P1P2-1,0.8792
IRX3_-_54320639.23-P1P2-2,1.0
IRX3_-_54320655.23-P1P2-1,0.8209
IRX3_-_54320655.23-P1P2-2,0.9926
IRX4_+_1887038.23-P1P2-1,1.0
IRX4_-_1887053.23-P1P2-1,1.0
IRX4_-_1887053.23-P1P2-2,1.0
IRX5_+_54964814.23-P1P2-1,0.9366
IRX5_+_54965237.23-P1P2-1,0.9366
IRX5_+_54965248.23-P1P2-1,0.3634
ISL1_+_50679279.23-P1-1,0.9707
ISL1_+_50679279.23-P1-2,0.8266
ISL1_+_50679313.23-P1-2,0.9214
ISL1_-_50679354.23-P1-1,0.5
ISL1_-_50679354.23-P1-2,0.9707
ISL1_+_50682000.23-P2-1,0.9996
ISL1_+_50682071.23-P2-2,0.8266
ISL1_-_50682080.23-P2-1,0.8266
ISL1_-_50682080.23-P2-2,0.5
ISL2_+_76629186.23-P1P2-1,0.9707
ISL2_+_76629186.23-P1P2-2,0.6808
ISL2_-_76629129.23-P1P2-1,0.9999
ISL2_-_76629129.23-P1P2-2,0.3192
ISL2_-_76629159.23-P1P2-2,0.3192
ISX_+_35462147.23-P1P2-1,1.0
ISX_+_35462147.23-P1P2-2,1.0
ISX_-_35462220.23-P1P2-1,1.0
ISX_-_35462220.23-P1P2-2,1.0
ISX_-_35462225.23-P1P2-1,1.0
ISX_-_35462225.23-P1P2-2,1.0
JAZF1_+_28219944.23-P1P2-2,0.9366
JAZF1_-_28220154.23-P1P2-1,0.7186
JAZF1_-_28220343.23-P1P2-2,0.7186
JDP2_+_75894729.23-P1P2-1,1.0
JDP2_+_75894761.23-P1P2-2,1.0
JDP2_-_75894757.23-P1P2-1,1.0
JRKL_+_96123192.23-P1P2-1,0.9984
JRKL_-_96123208.23-P1P2-1,1.0
JRKL_-_96123208.23-P1P2-2,0.661
JRKL_-_96123240.23-P1P2-1,0.8209
JRKL_-_96123240.23-P1P2-2,1.0
JRK_+_143751339.23-P1-1,0.7476
JRK_+_143751339.23-P1-2,0.9984
JRK_+_143751349.23-P1-1,0.9993
JRK_+_143751405.23-P1-1,0.7476
JRK_+_143751405.23-P1-2,1.0
JRK_+_143763315.23-P2-2,0.8266
JRK_+_143763332.23-P2-1,0.9214
JRK_+_143763332.23-P2-2,0.5
JRK_-_143763371.23-P2-1,0.8266
JRK_-_143763371.23-P2-2,0.9979
JUNB_+_12902324.23-P1P2-1,1.0
JUNB_+_12902324.23-P1P2-2,1.0
JUNB_-_12902314.23-P1P2-1,1.0
JUNB_-_12902314.23-P1P2-2,1.0
JUNB_-_12902419.23-P1P2-1,1.0
JUNB_-_12902419.23-P1P2-2,1.0
JUND_+_18392410.23-P1P2-1,1.0
JUND_+_18392410.23-P1P2-2,1.0
JUN_+_59249361.23-P1P2-1,0.9214
JUN_+_59249682.23-P1P2-1,0.9912
JUN_-_59249500.23-P1P2-1,0.9912
JUN_-_59249500.23-P1P2-2,0.8266
JUP_+_39942937.23-P1P2-2,1.0
JUP_-_39942920.23-P1P2-2,1.0
JUP_-_39942928.23-P1P2-2,1.0
KAT7_+_47866087.23-P1P2-1,1.0
KAT7_-_47866093.23-P1P2-1,1.0
KAT7_-_47866435.23-P1P2-1,1.0
KAT7_-_47866435.23-P1P2-2,1.0
KCMF1_+_85198464.23-P1P2-2,1.0
KCMF1_-_85198480.23-P1P2-1,1.0
KCMF1_-_85198522.23-P1P2-2,1.0
KCNIP3_+_96012256.23-ENST00000468529.1-1,0.9854
KCNIP3_+_96012256.23-ENST00000468529.1-2,0.9997
KCNIP3_-_96012316.23-ENST00000468529.1-1,0.9531
KCNIP3_-_96012720.23-ENST00000468529.1-2,1.0
KDM2A_-_66886763.23-P1P2-1,1.0
KDM2A_-_66886766.23-P1P2-2,1.0
KDM2B_+_122018460.23-ENST00000377069.4-2,1.0
KDM2B_-_122018450.23-ENST00000377069.4-1,1.0
KDM2B_-_122018450.23-ENST00000377069.4-2,1.0
KDM2B_-_122018473.23-ENST00000377069.4-2,1.0
KDM2B_+_122018793.23-ENST00000377071.4-1,1.0
KDM2B_+_122018793.23-ENST00000377071.4-2,1.0
KDM2B_-_122018874.23-ENST00000377071.4-1,1.0
KDM2B_-_122018874.23-ENST00000377071.4-2,1.0
KDM2B_-_122018913.23-ENST00000377071.4-1,1.0
KDM4C_+_6758337.23-P1P2-1,1.0
KDM4C_+_6758337.23-P1P2-2,1.0
KDM4C_-_6758053.23-P1P2-1,1.0
KDM4C_-_6758053.23-P1P2-2,1.0
KDM4C_-_6758103.23-P1P2-1,1.0
KDM4C_-_6758103.23-P1P2-2,1.0
KDM4E_+_94758533.23-ENST00000450979.2-1,0.3192
KDM4E_+_94758533.23-ENST00000450979.2-2,0.5
KDM4E_+_94758653.23-ENST00000450979.2-1,0.9979
KDM4E_+_94758653.23-ENST00000450979.2-2,0.6808
KDM4E_-_94758542.23-ENST00000450979.2-2,0.9999
KDM5B_-_202777348.23-P1P2-1,1.0
KDM5B_-_202777348.23-P1P2-2,1.0
KDM5B_-_202777452.23-P1P2-1,1.0
KDM5B_-_202777452.23-P1P2-2,1.0
KDM5B_-_202777467.23-P1P2-1,1.0
KDM5B_-_202777467.23-P1P2-2,1.0
KDM5C_+_53254114.23-P1P2-1,0.4649
KDM5C_+_53254114.23-P1P2-2,0.9926
KDM5C_+_53254307.23-P1P2-1,1.0
KDM5C_-_53254184.23-P1P2-1,0.9854
KDM5C_-_53254184.23-P1P2-2,0.9926
KIAA1549_-_138665833.23-P1P2-1,1.0
KIAA1549_-_138665895.23-P1P2-2,1.0
KIAA2018_+_113415403.23-P1P2-1,0.6808
KIAA2018_+_113415403.23-P1P2-2,0.9999
KIAA2018_+_113415438.23-P1P2-1,0.3192
KIAA2018_-_113415467.23-P1P2-1,0.3192
KIAA2018_-_113415467.23-P1P2-2,0.9996
KLF10_+_103667888.23-P1-1,1.0
KLF10_-_103668072.23-P1-1,1.0
KLF10_-_103668072.23-P1-2,1.0
KLF10_-_103665615.23-P2-1,1.0
KLF10_-_103666023.23-P2-2,1.0
KLF11_+_10183901.23-P1P2-1,1.0
KLF11_+_10183901.23-P1P2-2,1.0
KLF11_-_10183744.23-P1P2-1,1.0
KLF11_-_10183897.23-P1P2-1,1.0
KLF11_-_10183897.23-P1P2-2,1.0
KLF12_+_74708401.23-P1P2-2,0.9214
KLF12_+_74708511.23-P1P2-1,0.5
KLF12_+_74708511.23-P1P2-2,0.9707
KLF12_-_74708523.23-P1P2-1,0.8266
KLF13_+_31619099.23-P1P2-1,1.0
KLF13_+_31619099.23-P1P2-2,0.5649
KLF13_+_31619119.23-P1P2-1,0.8792
KLF13_+_31619119.23-P1P2-2,0.9227
KLF13_+_31619130.23-P1P2-1,0.9227
KLF13_+_31619130.23-P1P2-2,1.0
KLF14_+_130418853.23-P1P2-1,1.0
KLF14_+_130418853.23-P1P2-2,1.0
KLF14_-_130418839.23-P1P2-1,1.0
KLF14_-_130418839.23-P1P2-2,1.0
KLF14_-_130418896.23-P1P2-1,1.0
KLF14_-_130418896.23-P1P2-2,1.0
KLF15_+_126075970.23-P1P2-1,1.0
KLF15_+_126076074.23-P1P2-1,1.0
KLF17_+_44584522.23-ENST00000372299.3-1,0.3634
KLF17_+_44584522.23-ENST00000372299.3-2,0.7186
KLF17_-_44584530.23-ENST00000372299.3-1,0.9948
KLF1_+_12997837.23-P1P2-2,1.0
KLF1_+_12997993.23-P1P2-1,1.0
KLF1_+_12997993.23-P1P2-2,1.0
KLF1_-_12998039.23-P1P2-1,1.0
KLF1_-_12998039.23-P1P2-2,1.0
KLF2_+_16435686.23-P1P2-2,0.9948
KLF2_-_16436054.23-P1P2-1,0.3634
KLF2_-_16436054.23-P1P2-2,0.3634
KLF3_+_38665785.23-P1P2-1,0.3634
KLF3_+_38665804.23-P1P2-1,0.9366
KLF3_+_38665832.23-P1P2-1,0.7186
KLF4_+_110250708.23-P2-1,1.0
KLF4_+_110250708.23-P2-2,1.0
KLF4_-_110250491.23-P2-1,1.0
KLF4_-_110250491.23-P2-2,1.0
KLF4_-_110250652.23-P2-1,1.0
KLF4_-_110251847.23-P1-2,0.367
KLF4_-_110251851.23-P1-1,1.0
KLF4_-_110251851.23-P1-2,0.5649
KLF4_-_110251854.23-P1-1,1.0
KLF4_-_110251854.23-P1-2,0.8792
KLF5_+_73633330.23-P1P2-1,1.0
KLF5_+_73633330.23-P1P2-2,1.0
KLF5_-_73633181.23-P1P2-1,1.0
KLF5_-_73633181.23-P1P2-2,1.0
KLF5_-_73633194.23-P1P2-1,1.0
KLF5_-_73633194.23-P1P2-2,1.0
KLF6_+_3826982.23-P1P2-1,1.0
KLF6_+_3826982.23-P1P2-2,0.9997
KLF6_-_3826965.23-P1P2-1,0.367
KLF6_-_3826965.23-P1P2-2,0.9926
KLF6_-_3827130.23-P1P2-1,0.5649
KLF6_-_3827130.23-P1P2-2,0.9984
KLF7_+_208031206.23-P1P2-1,1.0
KLF7_-_208030622.23-P1P2-1,1.0
KLF7_-_208030622.23-P1P2-2,1.0
KLF7_-_208031139.23-P1P2-2,1.0
KLF8_+_56258836.23-P1P2-1,1.0
KLF8_+_56258836.23-P1P2-2,1.0
KLF8_+_56258865.23-P1P2-1,1.0
KLF8_+_56258865.23-P1P2-2,1.0
KLF8_+_56258870.23-P1P2-1,1.0
KLF8_+_56258870.23-P1P2-2,1.0
KLF9_+_73028824.23-P1P2-1,0.9227
KLF9_+_73028824.23-P1P2-2,0.9926
KLF9_+_73028836.23-P1P2-1,0.9531
KLF9_+_73028836.23-P1P2-2,0.9731
KLF9_+_73028846.23-P1P2-1,0.9964
KLRG1_+_9142267.23-P1P2-1,1.0
KLRG1_+_9142267.23-P1P2-2,1.0
KLRG1_-_9142273.23-P1P2-1,1.0
KLRG1_-_9142273.23-P1P2-2,1.0
KLRG1_-_9142298.23-P1P2-1,1.0
KLRG1_-_9142298.23-P1P2-2,1.0
KMT2A_+_118307196.23-P1P2-1,1.0
KMT2A_+_118307607.23-P1P2-1,1.0
KMT2A_+_118307607.23-P1P2-2,1.0
KMT2A_-_118307230.23-P1P2-1,1.0
KMT2B_+_36209116.23-P1-1,1.0
KMT2B_+_36209116.23-P1-2,1.0
KMT2B_-_36208912.23-P1-2,1.0
KMT2B_+_36211151.23-P2-1,0.9912
KMT2B_-_36211198.23-P2-1,0.9912
KMT2B_-_36211231.23-P2-1,0.9996
L3MBTL1_+_42136344.23-P2-1,0.9997
L3MBTL1_+_42136344.23-P2-2,1.0
L3MBTL1_-_42136354.23-P2-1,0.367
L3MBTL1_-_42136354.23-P2-2,0.367
L3MBTL1_-_42136364.23-P2-1,0.9984
L3MBTL1_-_42136364.23-P2-2,0.9926
L3MBTL1_+_42143141.23-P1-1,1.0
L3MBTL1_+_42143141.23-P1-2,1.0
L3MBTL1_-_42143121.23-P1-2,1.0
L3MBTL1_-_42143151.23-P1-2,1.0
L3MBTL3_+_130339705.23-P1P2-2,1.0
L3MBTL3_+_130339711.23-P1P2-1,1.0
L3MBTL3_+_130339711.23-P1P2-2,1.0
L3MBTL3_-_130339827.23-P1P2-1,1.0
L3MBTL3_-_130339827.23-P1P2-2,1.0
L3MBTL4_-_6414843.23-P1P2-1,0.9214
L3MBTL4_-_6414843.23-P1P2-2,0.8266
L3MBTL4_-_6414846.23-P1P2-2,0.9214
L3MBTL4_-_6414858.23-P1P2-1,0.6808
LBX1_-_102988896.23-P1P2-1,0.9366
LBX1_-_102988940.23-P1P2-2,0.7186
LBX1_-_102989237.23-P1P2-2,0.7186
LBX2_+_74730448.23-P1P2-1,0.9531
LBX2_+_74730448.23-P1P2-2,0.9926
LBX2_-_74730393.23-P1P2-1,0.9997
LBX2_-_74730431.23-P1P2-1,0.9964
LBX2_-_74730431.23-P1P2-2,0.9993
LCORL_+_18023363.23-P1P2-1,0.5
LCORL_-_18023302.23-P1P2-2,0.5
LDB1_+_103874269.23-P2-1,1.0
LDB1_+_103874269.23-P2-2,1.0
LDB1_-_103880045.23-P1-1,1.0
LDB1_-_103880045.23-P1-2,1.0
LDB1_-_103880055.23-P1-1,1.0
LDB1_-_103880055.23-P1-2,1.0
LDB2_+_16900032.23-P1P2-1,1.0
LDB2_+_16900032.23-P1P2-2,1.0
LDB2_-_16900263.23-P1P2-2,1.0
LDB2_-_16900296.23-P1P2-1,1.0
LDB2_-_16900296.23-P1P2-2,1.0
LEF1_+_109087406.23-P1-1,1.0
LEF1_+_109087406.23-P1-2,1.0
LEF1_-_109087439.23-P1-1,1.0
LEF1_-_109087439.23-P1-2,1.0
LEF1_-_109087449.23-P1-1,1.0
LEF1_-_109087449.23-P1-2,1.0
LEF1_+_109089827.23-P2-1,0.9707
