,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,pval_mean,pval_std,distance_mean,distance_std,pval_mean_log,distance_mean_log
OR5K2,5.983154296875,0.027,9.2720947265625,0.002,6.1768798828125,0.02,11.8692626953125,0.0,8.8529052734375,0.002,5.845947265625,0.035,11.02001953125,0.0,5.0052490234375,0.058,8.65185546875,0.006,7.1510009765625,0.017,6.979736328125,0.009,8.249755859375,0.003,9.67333984375,0.001,5.90283203125,0.026,7.184326171875,0.011,8.3021240234375,0.006,7.4766845703125,0.01,6.6890869140625,0.016,6.685791015625,0.017,7.246826171875,0.008,0.013700000000000004,0.014382372251438473,7.710943603515625,1.780845509194595,1.8629625452104872,0.8871075267830953
OR5K3,2.4404296875,0.875,3.00048828125,0.747,2.669189453125,0.831,4.9276123046875,0.3,3.2098388671875,0.66,3.2113037109375,0.691,3.3197021484375,0.723,2.2984619140625,0.917,2.9888916015625,0.757,2.52978515625,0.87,2.4593505859375,0.891,2.5863037109375,0.902,2.671142578125,0.831,2.5272216796875,0.864,3.352783203125,0.596,2.822998046875,0.832,3.1004638671875,0.697,2.9283447265625,0.743,3.4686279296875,0.606,3.174560546875,0.673,0.7503,0.1454297081067001,2.984375,0.5737156342129622,0.1247592653106269,0.47485339326384035
OR5L1,3.46044921875,0.24,8.893798828125,0.003,3.2823486328125,0.26,7.1890869140625,0.011,6.761962890625,0.016,3.371826171875,0.247,7.8697509765625,0.007,3.9449462890625,0.158,5.1258544921875,0.06,4.4642333984375,0.108,4.1046142578125,0.138,6.6861572265625,0.024,7.0791015625,0.01,4.01806640625,0.126,5.2474365234375,0.06,5.8841552734375,0.035,5.22705078125,0.05,4.48974609375,0.104,3.416259765625,0.242,5.3125,0.05,0.09745000000000002,0.08936705798352981,5.29146728515625,1.6491570752192728,1.011173592954724,0.7235761154167414
OR5L2,2.908935546875,0.35,4.64794921875,0.078,3.1739501953125,0.255,5.1634521484375,0.049,3.7794189453125,0.146,2.71826171875,0.414,6.3577880859375,0.022,2.31591796875,0.524,4.1263427734375,0.11,2.8076171875,0.384,3.1800537109375,0.272,3.5352783203125,0.198,3.9029541015625,0.173,1.7620849609375,0.793,2.877197265625,0.332,4.739990234375,0.083,3.33154296875,0.244,2.73291015625,0.411,2.9837646484375,0.311,3.826904296875,0.143,0.2646,0.18606461809076752,3.54361572265625,1.071995956321243,0.5773937472129362,0.5494466199366512
OR5M1,2.423828125,0.433,3.6468505859375,0.129,2.80712890625,0.297,4.0419921875,0.11,3.2684326171875,0.18,2.781982421875,0.312,5.73291015625,0.034,2.297607421875,0.494,4.2979736328125,0.086,2.3203125,0.459,2.3271484375,0.487,2.4915771484375,0.459,4.224853515625,0.087,2.1622314453125,0.531,2.543701171875,0.338,3.438232421875,0.186,2.2420654296875,0.484,2.3819580078125,0.428,3.160400390625,0.212,3.05908203125,0.245,0.29955000000000004,0.16407266522393124,3.082513427734375,0.9252277183119486,0.5235161780855356,0.48890497710174885
OR5M11,4.150390625,0.07,3.1370849609375,0.228,2.95458984375,0.224,2.2232666015625,0.543,2.619140625,0.365,3.2191162109375,0.2,2.81298828125,0.31,2.850830078125,0.248,3.215087890625,0.201,3.222900390625,0.196,2.8824462890625,0.29,2.7908935546875,0.279,2.880126953125,0.316,4.4996337890625,0.064,3.1688232421875,0.18,2.27490234375,0.47,2.7806396484375,0.269,3.110595703125,0.181,3.8505859375,0.097,2.609375,0.348,0.25395,0.12064976497894093,3.0626708984375,0.5632037651310754,0.5952346815976854,0.4861003318795511
OR5M8,8.2613525390625,0.055,14.9176025390625,0.001,10.5638427734375,0.014,14.527587890625,0.001,14.204833984375,0.002,7.9168701171875,0.056,17.2393798828125,0.0,10.4827880859375,0.021,10.3819580078125,0.018,12.109619140625,0.011,10.6500244140625,0.015,13.565673828125,0.006,12.851318359375,0.008,9.811767578125,0.019,12.6993408203125,0.006,12.39892578125,0.003,13.4697265625,0.004,9.9287109375,0.014,9.062255859375,0.027,11.30078125,0.022,0.015150000000000002,0.015918459988989282,11.817218017578124,2.4082531222299246,1.8193007987039653,1.0725152479649314
OR5P2,4.93408203125,0.138,10.050537109375,0.003,4.9622802734375,0.136,10.68505859375,0.005,8.5772705078125,0.012,5.4830322265625,0.087,11.01171875,0.005,4.445556640625,0.218,8.0181884765625,0.027,6.7666015625,0.048,4.751220703125,0.179,7.42138671875,0.033,9.9349365234375,0.012,4.31591796875,0.239,5.9180908203125,0.08,7.0684814453125,0.045,6.5738525390625,0.048,6.4140625,0.069,4.524658203125,0.178,6.8143310546875,0.055,0.08085,0.0745966522460344,6.933563232421875,2.15981669596849,1.0922662630023445,0.8409564805676539
OR5T1,3.580810546875,0.539,2.6827392578125,0.781,4.1502685546875,0.359,3.34326171875,0.591,3.204345703125,0.643,2.8807373046875,0.712,4.6668701171875,0.339,2.8746337890625,0.689,3.208740234375,0.627,3.0841064453125,0.635,2.8109130859375,0.757,3.9267578125,0.454,3.423095703125,0.563,2.63330078125,0.774,2.945068359375,0.676,4.0548095703125,0.397,2.5245361328125,0.819,2.064453125,0.937,4.0867919921875,0.36,3.0521240234375,0.662,0.6156999999999998,0.16696551802850287,3.259918212890625,0.6504044244169621,0.21062379279547466,0.5132067043207427
OR5T2,1.8624267578125,0.588,4.0723876953125,0.064,1.487548828125,0.751,4.3502197265625,0.045,3.263427734375,0.114,1.7249755859375,0.643,5.1727294921875,0.021,0.9066162109375,0.98,2.8837890625,0.201,1.8380126953125,0.586,1.552978515625,0.756,2.2088623046875,0.433,3.725341796875,0.094,1.4393310546875,0.808,1.900146484375,0.528,2.2796630859375,0.405,2.6544189453125,0.268,2.054931640625,0.485,1.984130859375,0.545,1.9090576171875,0.53,0.44225000000000003,0.28319193324074676,2.4635498046875,1.11463449529289,0.354322338416613,0.39156134667275494
OR5T3,5.114990234375,0.042,11.20458984375,0.0,5.5545654296875,0.034,12.1964111328125,0.0,8.9776611328125,0.003,4.942138671875,0.058,11.5269775390625,0.0,4.7769775390625,0.059,7.8035888671875,0.007,6.826416015625,0.012,6.638916015625,0.015,7.634521484375,0.014,9.664306640625,0.001,5.3790283203125,0.036,7.46240234375,0.008,8.9031982421875,0.001,8.6221923828125,0.005,6.1246337890625,0.023,6.338623046875,0.014,7.0943603515625,0.008,0.017000000000000005,0.018895836355635263,7.639324951171875,2.2283509646507746,1.769295686387431,0.8830549838461521
OR6C1,5.08837890625,0.041,10.1474609375,0.0,5.2281494140625,0.029,10.851806640625,0.001,8.4715576171875,0.001,5.0638427734375,0.039,13.0557861328125,0.0,5.9512939453125,0.016,7.6539306640625,0.004,6.0040283203125,0.021,5.4420166015625,0.022,6.6622314453125,0.011,9.372314453125,0.001,4.3399658203125,0.078,5.3619384765625,0.03,8.0323486328125,0.002,6.906982421875,0.013,5.98828125,0.022,6.275390625,0.014,7.8775634765625,0.004,0.017450000000000004,0.019367566485724203,7.188763427734375,2.2624113096543925,1.757955760630449,0.8566541918157271
OR6F1,2.1322021484375,0.6,3.9354248046875,0.13,2.8292236328125,0.352,3.9141845703125,0.156,2.714599609375,0.438,1.6297607421875,0.85,3.9908447265625,0.148,1.9927978515625,0.651,2.9583740234375,0.338,2.3814697265625,0.52,3.1153564453125,0.289,3.1934814453125,0.28,3.717529296875,0.222,3.0106201171875,0.295,3.1806640625,0.215,2.927490234375,0.343,3.229736328125,0.257,2.3353271484375,0.552,1.6444091796875,0.852,2.466552734375,0.488,0.39879999999999993,0.21593239682826662,2.86500244140625,0.714084485220904,0.39923396046477067,0.4571249963867633
OR6M1,6.2376708984375,0.041,9.2982177734375,0.005,7.57568359375,0.021,9.3642578125,0.004,8.892578125,0.008,6.3779296875,0.052,10.12548828125,0.006,6.2874755859375,0.06,7.518310546875,0.024,6.9757080078125,0.035,7.3812255859375,0.021,8.423583984375,0.004,7.8668212890625,0.014,6.1708984375,0.046,8.537109375,0.008,8.769287109375,0.008,8.243896484375,0.009,7.1240234375,0.023,6.735595703125,0.028,8.0517578125,0.014,0.021550000000000007,0.017117165899209266,7.7978759765625,1.1564223977626493,1.6663512434852987,0.8919763235522916
OR6P1,15.3472900390625,0.001,28.055419921875,0.0,17.6153564453125,0.001,27.45361328125,0.0,23.55224609375,0.0,17.28125,0.0,28.23876953125,0.0,16.3607177734375,0.001,20.4951171875,0.0,18.8255615234375,0.001,19.2799072265625,0.0,21.1856689453125,0.0,25.9320068359375,0.0,17.5047607421875,0.0,18.059814453125,0.0,21.6275634765625,0.0,20.197998046875,0.0,19.3233642578125,0.0,16.12548828125,0.002,21.200927734375,0.0,0.00030000000000000003,0.0005712405705774793,20.68314208984375,4.025619087719714,3.5086383061657274,1.3156165154965749
OR7A10,5.6142578125,0.02,13.12890625,0.0,5.592529296875,0.022,11.6873779296875,0.0,9.813232421875,0.0,5.7867431640625,0.026,14.1873779296875,0.0,6.140380859375,0.022,8.317626953125,0.002,7.2352294921875,0.011,7.0946044921875,0.004,7.73046875,0.005,12.43701171875,0.0,6.250732421875,0.011,7.2149658203125,0.003,8.7720947265625,0.001,8.244140625,0.003,6.783935546875,0.008,6.2076416015625,0.011,7.7056884765625,0.008,0.007850000000000001,0.008480783230959646,8.297247314453125,2.6150002195283304,2.104577453960592,0.9189340352162649
OR8A1,4.0836181640625,0.655,5.3416748046875,0.41,4.0592041015625,0.637,5.513671875,0.351,3.9613037109375,0.676,3.3797607421875,0.804,4.473876953125,0.609,3.323974609375,0.814,4.4046630859375,0.63,3.7982177734375,0.693,3.7008056640625,0.744,3.3343505859375,0.837,5.506591796875,0.42,4.6004638671875,0.548,3.625732421875,0.758,3.1217041015625,0.903,3.760009765625,0.716,4.259765625,0.609,3.317138671875,0.812,3.794677734375,0.709,0.6667499999999998,0.14785230005508518,4.068060302734375,0.7250906035617543,0.17603046208390366,0.6093873820458582
OR8B3,4.38671875,0.351,6.802978515625,0.084,3.951171875,0.423,8.04736328125,0.04,5.9412841796875,0.123,3.8321533203125,0.418,6.9447021484375,0.071,3.8062744140625,0.436,5.1981201171875,0.2,4.9593505859375,0.242,4.9779052734375,0.245,5.45947265625,0.176,6.118896484375,0.14,4.0411376953125,0.388,4.5289306640625,0.284,5.80224609375,0.159,5.2044677734375,0.206,4.3450927734375,0.335,4.4593505859375,0.309,5.60546875,0.16,0.2395,0.12353542002195159,5.220654296875,1.1451323714813237,0.6206763492466846,0.7177249358978702
OR8B4,11.4892578125,0.002,18.7852783203125,0.0,12.876708984375,0.0,20.104248046875,0.0,16.577392578125,0.0,11.3497314453125,0.001,21.6024169921875,0.0,12.5567626953125,0.001,16.6468505859375,0.0,12.01611328125,0.002,11.7928466796875,0.002,14.1009521484375,0.0,19.3834228515625,0.0,10.363525390625,0.002,11.616943359375,0.001,17.080810546875,0.0,13.18212890625,0.0,12.3624267578125,0.0,11.3836669921875,0.0,14.0491943359375,0.0,0.0005499999999999999,0.0008255779474818964,14.466033935546875,3.4053070375951684,3.2518119729937998,1.1603494795640463
OR8B8,3.1739501953125,0.246,5.13427734375,0.048,3.1473388671875,0.266,5.8419189453125,0.034,4.2760009765625,0.125,2.346435546875,0.553,6.989990234375,0.019,2.67919921875,0.4,5.09375,0.071,3.4112548828125,0.226,2.938232421875,0.344,4.251953125,0.1,5.14697265625,0.067,2.6444091796875,0.431,2.3309326171875,0.506,4.9664306640625,0.062,3.4970703125,0.195,2.3282470703125,0.558,2.7232666015625,0.375,4.052001953125,0.132,0.2379,0.18160393573291359,3.848681640625,1.326111036797154,0.623587303008783,0.5853119881436667
OR8G5,3.32421875,0.285,6.9566650390625,0.016,4.0203857421875,0.153,6.025146484375,0.031,5.4449462890625,0.044,3.2568359375,0.288,7.714599609375,0.008,2.938232421875,0.363,5.23388671875,0.065,3.9757080078125,0.153,3.6502685546875,0.206,4.90234375,0.075,5.46044921875,0.046,3.4786376953125,0.244,4.27197265625,0.118,5.365478515625,0.061,4.725341796875,0.091,3.9271240234375,0.178,4.0645751953125,0.127,4.1090087890625,0.135,0.13434999999999997,0.10023040561888552,4.642291259765625,1.255839055975694,0.8717300048303734,0.6667323848361474
OR8H1,2.36865234375,0.444,6.0059814453125,0.016,2.464599609375,0.371,6.03564453125,0.024,5.104248046875,0.038,2.7451171875,0.298,6.2569580078125,0.01,2.65185546875,0.317,3.7025146484375,0.106,3.3480224609375,0.17,2.247314453125,0.499,4.0906982421875,0.073,4.4102783203125,0.065,2.92724609375,0.233,3.8408203125,0.097,3.7576904296875,0.121,4.1453857421875,0.074,4.00634765625,0.089,3.0128173828125,0.222,4.0072021484375,0.087,0.16770000000000002,0.14712332814414758,3.8564697265625,1.2241567193470972,0.7754410410591579,0.5861899264833315
OR8H3,1.7261962890625,0.93,3.5665283203125,0.348,1.686279296875,0.933,3.0338134765625,0.521,2.299072265625,0.771,1.238037109375,0.993,3.8685302734375,0.292,1.415283203125,0.982,2.111083984375,0.812,1.4805908203125,0.968,1.3795166015625,0.983,2.2149658203125,0.793,2.9000244140625,0.548,1.61279296875,0.934,1.9483642578125,0.855,2.805419921875,0.57,1.8135986328125,0.88,1.6002197265625,0.965,1.61865234375,0.953,2.025146484375,0.837,0.7934,0.21798536889578526,2.117205810546875,0.7465732778137345,0.10050233005615863,0.32576307721653897
OR8K1,5.633056640625,0.094,13.9744873046875,0.003,6.634521484375,0.05,16.0675048828125,0.0,11.6798095703125,0.002,6.847900390625,0.039,13.767578125,0.001,6.9205322265625,0.046,8.8460693359375,0.013,8.9688720703125,0.011,7.5867919921875,0.032,9.5028076171875,0.014,11.5133056640625,0.002,6.9326171875,0.051,9.2164306640625,0.008,9.146240234375,0.012,7.6094970703125,0.038,8.6793212890625,0.014,6.548095703125,0.072,9.1961669921875,0.011,0.02565,0.026254373069322334,9.263580322265625,2.8109245904200444,1.5907433479610904,0.9667788715287844
OR8U8,2.11474609375,0.526,3.03662109375,0.238,2.4127197265625,0.391,2.8931884765625,0.289,2.0052490234375,0.575,1.53564453125,0.815,3.0845947265625,0.224,2.2701416015625,0.407,2.0853271484375,0.542,1.7752685546875,0.695,2.72265625,0.303,2.61181640625,0.337,2.02783203125,0.601,2.4814453125,0.351,2.814453125,0.263,2.156005859375,0.523,2.6751708984375,0.319,1.9931640625,0.579,1.45751953125,0.863,2.0960693359375,0.519,0.46799999999999997,0.18642283573696253,2.312481689453125,0.47027102575348656,0.32974486722839585,0.3640783026214695
OR9A2,4.214599609375,0.386,7.400634765625,0.074,5.249755859375,0.225,8.002685546875,0.054,6.74755859375,0.083,3.31982421875,0.605,9.2835693359375,0.031,4.6070556640625,0.313,7.635986328125,0.052,5.4969482421875,0.206,5.0208740234375,0.234,5.9541015625,0.147,5.9346923828125,0.158,2.944091796875,0.733,3.6009521484375,0.513,6.7288818359375,0.085,4.5291748046875,0.316,4.510498046875,0.289,4.5711669921875,0.309,5.8292236328125,0.145,0.24789999999999995,0.1926004590911072,5.57911376953125,1.6641256335502792,0.6057059546471577,0.7465652176526791
OR9I1,1.9835205078125,0.744,5.287353515625,0.06,2.7520751953125,0.423,4.3466796875,0.13,3.1558837890625,0.331,1.9954833984375,0.72,5.4384765625,0.053,2.2276611328125,0.617,3.8114013671875,0.175,2.144287109375,0.655,2.2457275390625,0.625,2.836669921875,0.429,4.087890625,0.148,2.33056640625,0.572,2.7403564453125,0.38,3.1583251953125,0.281,3.1456298828125,0.283,2.5833740234375,0.448,1.77294921875,0.813,3.276123046875,0.275,0.4081,0.23593752518298922,3.066021728515625,1.054217420281241,0.38922276349281437,0.4865752283203778
OR9K2,1.935302734375,0.79,3.36376953125,0.303,2.2529296875,0.68,3.0003662109375,0.372,2.4588623046875,0.598,2.2171630859375,0.658,3.771484375,0.221,1.988525390625,0.757,3.140380859375,0.376,1.557861328125,0.904,2.0390625,0.763,1.3748779296875,0.957,2.8431396484375,0.471,2.0576171875,0.721,1.2344970703125,0.985,2.12646484375,0.746,1.1566162109375,0.988,2.388916015625,0.582,2.68017578125,0.521,2.0997314453125,0.748,0.65705,0.22544726889592517,2.28438720703125,0.6976210926330223,0.18239497065461996,0.35876971937432556
ORAI1,2.1351318359375,0.257,3.1903076171875,0.07,1.4967041015625,0.57,2.920166015625,0.103,1.8441162109375,0.394,0.88623046875,0.946,3.06494140625,0.086,1.0789794921875,0.852,2.205078125,0.229,1.8087158203125,0.425,1.4154052734375,0.643,1.927490234375,0.349,2.83544921875,0.124,2.0753173828125,0.281,1.6087646484375,0.501,1.75244140625,0.455,1.843017578125,0.354,1.22998046875,0.738,1.6134033203125,0.502,1.3587646484375,0.692,0.4285499999999999,0.2552929122647779,1.914520263671875,0.6552620132064401,0.3679883666351972,0.2820599673691625
OSR1:P1P2,6.295166015625,0.044,11.9228515625,0.001,5.6873779296875,0.072,12.12109375,0.001,9.30615234375,0.008,6.1219482421875,0.043,11.970458984375,0.002,5.9833984375,0.056,8.3892822265625,0.016,8.061767578125,0.022,7.082275390625,0.026,9.025146484375,0.011,10.543701171875,0.007,7.8707275390625,0.016,8.593017578125,0.019,8.812744140625,0.011,8.98681640625,0.005,7.5250244140625,0.021,6.4176025390625,0.048,7.94140625,0.016,0.022250000000000006,0.02003122562401013,8.43289794921875,1.989417487428653,1.6524748400013105,0.9259768447407947
OSR2:P1P2,4.66845703125,0.019,7.298583984375,0.005,5.0491943359375,0.012,7.434326171875,0.002,6.14453125,0.003,3.6524658203125,0.066,8.392333984375,0.0,4.543701171875,0.03,5.4158935546875,0.009,4.974365234375,0.019,5.53857421875,0.015,6.595458984375,0.003,6.5478515625,0.004,4.4710693359375,0.032,5.436279296875,0.009,6.5810546875,0.003,5.88037109375,0.003,4.1854248046875,0.032,4.4954833984375,0.032,5.0445556640625,0.014,0.015600000000000003,0.016207210870798416,5.617498779296875,1.2270543863641141,1.8065970969375824,0.7495429867173902
OTP:P1P2,1.9849853515625,0.528,3.0191650390625,0.188,1.384765625,0.838,2.7755126953125,0.262,2.3514404296875,0.348,1.89990234375,0.592,2.0980224609375,0.496,1.4969482421875,0.789,1.660400390625,0.692,2.1649169921875,0.447,2.2772216796875,0.432,2.9156494140625,0.217,2.0811767578125,0.486,3.102294921875,0.178,3.2952880859375,0.135,2.1522216796875,0.467,2.9312744140625,0.188,2.68896484375,0.245,2.20166015625,0.389,1.8057861328125,0.627,0.4271999999999999,0.20919937606830577,2.3143798828125,0.5543639954024927,0.36935859002915017,0.36443464565656425
OTX1:P1P2,4.625732421875,0.093,3.965576171875,0.161,5.4503173828125,0.047,3.762451171875,0.187,4.500244140625,0.104,4.5777587890625,0.079,5.437255859375,0.056,5.45751953125,0.038,3.6322021484375,0.203,4.344970703125,0.117,4.81298828125,0.088,5.43115234375,0.055,3.620849609375,0.223,4.3814697265625,0.123,5.225341796875,0.055,5.260986328125,0.056,4.343505859375,0.104,3.48095703125,0.209,5.2840576171875,0.073,5.000732421875,0.069,0.10700000000000001,0.058794020462163185,4.629803466796875,0.679611589833659,0.9705756359419835,0.6655625557917744
OTX2:P1P2,7.9326171875,0.002,6.03271484375,0.012,8.6070556640625,0.001,5.514892578125,0.034,6.383544921875,0.005,6.9556884765625,0.005,5.8232421875,0.019,8.309814453125,0.0,5.8282470703125,0.026,7.556640625,0.005,8.978759765625,0.0,8.3759765625,0.002,5.08935546875,0.034,8.1968994140625,0.002,8.68994140625,0.0,7.7520751953125,0.002,8.096923828125,0.001,6.2564697265625,0.004,7.4222412109375,0.006,7.61376953125,0.005,0.008250000000000002,0.011006576981155643,7.270843505859375,1.1902277873133043,2.0830199526796176,0.8615847971987908
OVOL1:P1P2,13.5283203125,0.0,21.7333984375,0.0,15.1156005859375,0.0,22.083984375,0.0,19.337158203125,0.0,13.1209716796875,0.0,23.2132568359375,0.0,14.685302734375,0.0,16.9539794921875,0.0,15.99072265625,0.0,16.7177734375,0.0,18.5699462890625,0.0,20.104736328125,0.0,13.2530517578125,0.0,16.1708984375,0.0,19.2646484375,0.0,17.89404296875,0.0,14.2313232421875,0.0,13.7745361328125,0.0,17.23095703125,0.0,0.0,0.0,17.14873046875,3.076794740824702,5.0,1.234231974476493
OVOL2:P1P2,7.6048583984375,0.001,10.5504150390625,0.0,7.944091796875,0.0,10.4434814453125,0.0,9.8704833984375,0.0,6.5655517578125,0.006,10.7398681640625,0.0,7.6397705078125,0.0,8.078857421875,0.0,8.7413330078125,0.0,9.3485107421875,0.0,10.529052734375,0.0,8.8253173828125,0.002,7.5997314453125,0.003,9.6180419921875,0.0,10.4061279296875,0.0,10.0863037109375,0.0,7.44091796875,0.002,7.104248046875,0.001,8.730224609375,0.001,0.0008,0.0015078740698501038,8.893359375,1.3354626057780696,3.09151498112135,0.9490658422342463
OVOL3:ENST00000262637.4,5.8004150390625,0.198,7.0447998046875,0.091,4.727294921875,0.305,6.8482666015625,0.119,5.7374267578125,0.176,4.51416015625,0.344,8.1331787109375,0.05,4.7828369140625,0.288,6.603515625,0.142,5.4896240234375,0.222,4.9222412109375,0.288,5.3812255859375,0.24,6.3616943359375,0.138,5.0478515625,0.241,5.1697998046875,0.218,6.5196533203125,0.126,5.7742919921875,0.175,4.794677734375,0.281,5.635498046875,0.182,4.9656982421875,0.284,0.20539999999999997,0.0793150944683691,5.71270751953125,0.9459294387979049,0.6873784174130189,0.7568419895243589
OXSR1:P1P2,4.103759765625,0.087,5.252197265625,0.055,3.5174560546875,0.18,4.910400390625,0.056,4.063232421875,0.104,3.0257568359375,0.276,4.24462890625,0.107,3.2626953125,0.176,3.3206787109375,0.194,4.121337890625,0.096,4.48779296875,0.065,5.099365234375,0.039,4.2431640625,0.113,4.6568603515625,0.069,4.534912109375,0.068,4.59326171875,0.075,5.17138671875,0.046,4.0567626953125,0.086,2.8778076171875,0.287,3.949951171875,0.118,0.11484999999999998,0.07178863346475431,4.17467041015625,0.6987009202089265,0.9398311880548524,0.6206221936637668
PA2G4:P1P2,5.7308349609375,0.001,6.3792724609375,0.0,6.625732421875,0.0,8.1263427734375,0.0,7.0186767578125,0.001,5.841064453125,0.002,9.6524658203125,0.0,5.4700927734375,0.002,7.2880859375,0.002,5.49462890625,0.004,4.8096923828125,0.01,5.37646484375,0.004,7.7537841796875,0.0,4.142822265625,0.01,4.9481201171875,0.005,7.0924072265625,0.001,4.8172607421875,0.008,5.0400390625,0.003,7.21142578125,0.002,6.3551025390625,0.003,0.0029000000000000002,0.0031606128652858657,6.2587158203125,1.3559552778025148,2.5361070110140926,0.7964852326729601
PARP1:P1P2,36.33154296875,0.003,30.6357421875,0.011,34.3277587890625,0.006,29.60546875,0.018,32.266357421875,0.013,34.3070068359375,0.004,28.400634765625,0.021,33.222900390625,0.007,32.5963134765625,0.013,34.95849609375,0.004,35.0313720703125,0.004,35.10009765625,0.006,30.431640625,0.013,37.2835693359375,0.004,35.49462890625,0.004,32.5185546875,0.011,34.469970703125,0.006,32.7703857421875,0.009,36.3843994140625,0.002,31.9794921875,0.012,0.008550000000000002,0.005266327992663938,33.405816650390626,2.392712218127559,2.0675262353228465,1.5238220931357636
PATZ1:P2,17.116943359375,0.008,11.319091796875,0.078,16.0362548828125,0.013,9.90673828125,0.112,12.036376953125,0.039,15.6287841796875,0.022,9.852294921875,0.142,15.640625,0.017,13.6973876953125,0.041,14.797607421875,0.04,16.763427734375,0.005,14.642822265625,0.023,10.990478515625,0.09,17.1649169921875,0.007,16.021728515625,0.013,13.81494140625,0.037,14.575927734375,0.023,14.0887451171875,0.028,16.3057861328125,0.013,14.82275390625,0.012,0.03815,0.03794632635988003,14.261181640625,2.307305030705494,1.4183916339679423,1.1541555114023918
PATZ1:P1,25.7060546875,0.024,24.07568359375,0.036,26.7669677734375,0.011,23.78466796875,0.047,24.30322265625,0.045,25.4857177734375,0.026,24.129150390625,0.042,26.27685546875,0.019,24.2943115234375,0.035,24.866455078125,0.038,26.2099609375,0.017,25.8974609375,0.013,22.61083984375,0.051,24.9769287109375,0.031,26.529052734375,0.007,25.703125,0.027,26.63623046875,0.019,24.8060302734375,0.028,25.0174560546875,0.029,25.885009765625,0.021,0.028300000000000002,0.012363358426372156,25.19805908203125,1.1026855136032954,1.548060130634897,1.4013670898915922
PAWR:P1P2,8.159912109375,0.001,7.607666015625,0.001,7.9444580078125,0.001,7.4814453125,0.003,7.66650390625,0.003,7.9705810546875,0.001,6.78271484375,0.003,8.261474609375,0.002,6.2552490234375,0.009,8.34765625,0.001,9.002685546875,0.001,10.07568359375,0.0,6.568115234375,0.005,9.6595458984375,0.0,10.57080078125,0.0,8.2919921875,0.001,9.23291015625,0.0,7.4544677734375,0.003,8.2039794921875,0.0,7.908203125,0.001,0.0018000000000000002,0.0021667341419992583,8.17230224609375,1.1089394893739573,2.7423214251308154,0.9123444202931705
PAX1:P1P2,4.1943359375,0.304,5.7509765625,0.112,4.3189697265625,0.258,5.4111328125,0.142,5.4921875,0.131,3.8736572265625,0.366,6.291259765625,0.097,4.064453125,0.307,4.3680419921875,0.266,3.9833984375,0.348,4.043212890625,0.363,5.1787109375,0.167,5.0732421875,0.207,3.2664794921875,0.535,4.57763671875,0.205,5.266357421875,0.158,4.816650390625,0.192,4.0296630859375,0.315,4.7962646484375,0.192,4.9384765625,0.198,0.24315000000000003,0.10852177807145197,4.68675537109375,0.7468330617032806,0.6141078652875964,0.6708722857675504
PAX2:P1P2,7.60205078125,0.001,15.70849609375,0.0,8.9178466796875,0.001,15.204833984375,0.0,13.286376953125,0.0,7.9083251953125,0.003,15.870361328125,0.0,8.91748046875,0.0,10.5731201171875,0.001,10.028564453125,0.0,9.109130859375,0.001,11.88427734375,0.0,13.761962890625,0.0,8.2091064453125,0.001,10.568359375,0.0,12.093017578125,0.0,11.736572265625,0.0,9.5662841796875,0.001,7.8948974609375,0.002,10.949462890625,0.0,0.00055,0.0008255779474818964,10.9895263671875,2.6467173297983084,3.2518119729937998,1.0409789753580259
PAX3:P1P2,2.168701171875,0.375,4.0765380859375,0.052,2.5689697265625,0.231,4.274658203125,0.055,3.045166015625,0.136,1.413330078125,0.763,5.072509765625,0.017,1.8037109375,0.535,3.1663818359375,0.115,2.246826171875,0.317,2.2724609375,0.35,2.559326171875,0.265,3.945556640625,0.056,2.0406494140625,0.423,1.93896484375,0.489,2.8082275390625,0.187,2.444580078125,0.26,1.4530029296875,0.745,2.0269775390625,0.437,2.46728515625,0.288,0.30480000000000007,0.2161828173706592,2.689691162109375,0.9789462447743982,0.5159707890595431,0.42970241595341085
PAX4:ENST00000341640.2,6.1270751953125,0.041,2.3260498046875,0.713,6.160400390625,0.045,2.1787109375,0.795,3.0697021484375,0.449,5.169921875,0.093,2.8143310546875,0.561,5.0433349609375,0.099,3.5377197265625,0.319,4.4434814453125,0.155,4.6588134765625,0.148,4.4046630859375,0.158,2.6756591796875,0.623,5.6708984375,0.079,4.4822998046875,0.144,3.7093505859375,0.284,3.8455810546875,0.226,4.179443359375,0.161,6.1064453125,0.051,4.0028076171875,0.252,0.26979999999999993,0.23334514757058233,4.23033447265625,1.2427184533121578,0.568941958057975,0.6263747063552569
