,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,pval_mean,pval_std,distance_mean,distance_std,pval_mean_log,distance_mean_log
MLXIPL:P1P2,4.050048828125,0.086,8.224609375,0.002,3.8702392578125,0.102,8.563232421875,0.003,6.899169921875,0.007,3.648681640625,0.103,9.057861328125,0.002,4.201904296875,0.065,5.6907958984375,0.015,5.260986328125,0.028,4.798095703125,0.035,6.39501953125,0.008,7.201904296875,0.006,4.2569580078125,0.075,5.7548828125,0.014,6.6611328125,0.008,6.3427734375,0.01,4.4718017578125,0.053,4.3536376953125,0.051,5.47607421875,0.022,0.03475000000000001,0.03461194652291695,5.758990478515625,1.6266950062941339,1.458920232223371,0.7603463605004669
MLX:P1P2,9.013671875,0.0,17.528076171875,0.0,9.7225341796875,0.0,18.20556640625,0.0,14.910888671875,0.0,9.3829345703125,0.0,18.431640625,0.0,9.76416015625,0.0,12.9093017578125,0.0,11.264892578125,0.0,10.87060546875,0.0,12.838134765625,0.0,16.1259765625,0.0,9.4637451171875,0.0,11.390625,0.0,13.926025390625,0.0,12.8759765625,0.0,11.7484130859375,0.0,9.5155029296875,0.0,12.640869140625,0.0,0.0,0.0,12.62647705078125,3.0375541550865406,5.0,1.101282193719991
MMP3:P1P2,2.9102783203125,0.294,4.6351318359375,0.047,2.432373046875,0.429,4.9156494140625,0.067,4.2408447265625,0.099,2.95556640625,0.258,4.5521240234375,0.071,2.3828125,0.45,3.244140625,0.212,3.17626953125,0.245,2.9366455078125,0.289,4.0472412109375,0.109,3.4747314453125,0.183,3.19287109375,0.207,4.4105224609375,0.058,4.1153564453125,0.117,4.3646240234375,0.074,4.4404296875,0.067,2.901123046875,0.284,3.4649658203125,0.17,0.18649999999999994,0.12111738542683118,3.63968505859375,0.7837807043325016,0.7292978779121819,0.5610638058379717
MNT:P1P2,5.9715576171875,0.042,7.8084716796875,0.019,7.676513671875,0.021,7.9835205078125,0.014,6.9190673828125,0.028,7.406494140625,0.018,9.0262451171875,0.014,7.6041259765625,0.024,6.515869140625,0.038,6.0792236328125,0.056,7.5255126953125,0.022,7.2342529296875,0.017,7.4658203125,0.015,6.8193359375,0.032,7.2030029296875,0.022,6.9454345703125,0.024,6.6324462890625,0.029,6.30517578125,0.03,6.3662109375,0.031,7.511962890625,0.03,0.02630000000000001,0.010443330785469588,7.15001220703125,0.7368993293317161,1.579879151914297,0.8543067832614704
MSANTD4:P1P2,14.5167236328125,0.0,23.0269775390625,0.0,14.6220703125,0.0,22.7186279296875,0.0,19.4847412109375,0.0,13.747802734375,0.0,22.1373291015625,0.0,14.8602294921875,0.0,16.668212890625,0.0,17.4312744140625,0.0,17.8118896484375,0.0,20.2818603515625,0.0,20.1092529296875,0.0,16.32958984375,0.0,18.4615478515625,0.0,19.5225830078125,0.0,19.8172607421875,0.0,16.390380859375,0.0,13.736083984375,0.0,17.0870361328125,0.0,0.0,0.0,17.93807373046875,2.904459748433397,5.0,1.2537758047535768
MSC:P1P2,4.6220703125,0.017,2.04345703125,0.326,3.7127685546875,0.039,2.125244140625,0.302,1.74951171875,0.48,4.1641845703125,0.017,2.36279296875,0.234,3.476806640625,0.042,3.5885009765625,0.053,2.982666015625,0.12,3.72314453125,0.048,2.513427734375,0.179,2.582763671875,0.191,5.0848388671875,0.003,3.32568359375,0.059,2.22119140625,0.274,2.598876953125,0.154,3.5928955078125,0.055,4.4381103515625,0.02,2.454833984375,0.206,0.14095000000000002,0.1308552736101184,3.1681884765625,0.946555211916292,0.8509041089320273,0.5008110100059164
MSGN1:P1P2,3.2696533203125,0.202,7.0582275390625,0.013,3.510986328125,0.151,7.1094970703125,0.01,5.9935302734375,0.016,3.470458984375,0.172,8.0772705078125,0.005,4.0203857421875,0.098,4.62744140625,0.081,4.6329345703125,0.064,3.350830078125,0.198,5.2379150390625,0.035,6.0015869140625,0.023,3.594482421875,0.158,4.8568115234375,0.043,5.4722900390625,0.025,5.3692626953125,0.034,3.871826171875,0.124,3.619140625,0.141,4.8829345703125,0.055,0.08239999999999997,0.06729307464172553,4.901373291015625,1.3966229588552321,1.0840200858597757,0.6903177798549213
MSX1:P1P2,1.795166015625,0.495,3.31689453125,0.075,2.4822998046875,0.183,3.271484375,0.066,2.4461669921875,0.203,1.6590576171875,0.51,3.444091796875,0.061,2.03662109375,0.316,2.1536865234375,0.291,1.6014404296875,0.586,1.800537109375,0.446,2.0985107421875,0.328,3.134765625,0.109,2.2557373046875,0.227,1.630615234375,0.511,2.129638671875,0.327,1.826904296875,0.439,2.2359619140625,0.238,2.1424560546875,0.285,1.8994140625,0.401,0.30484999999999995,0.16094107290362028,2.268072509765625,0.5823998296143887,0.5158995547060607,0.3556569347392623
MSX2:P1P2,9.107421875,0.001,13.4437255859375,0.0,9.8231201171875,0.0,12.76025390625,0.0,11.9580078125,0.0,8.3807373046875,0.0,14.07470703125,0.0,9.7431640625,0.0,10.4351806640625,0.0,10.172607421875,0.0,9.045166015625,0.0,11.340576171875,0.0,12.57470703125,0.001,9.1964111328125,0.001,10.074462890625,0.0,10.8466796875,0.0,10.892333984375,0.001,8.4813232421875,0.002,9.0921630859375,0.001,10.20751953125,0.001,0.0004,0.0005982430416161188,10.582513427734375,1.6470065670339906,3.3872161432802645,1.024588828205556
MTA3:P1P2,7.249267578125,0.232,11.379150390625,0.047,8.9681396484375,0.106,11.3724365234375,0.06,10.376953125,0.063,6.9964599609375,0.267,14.0986328125,0.016,8.657470703125,0.133,8.8956298828125,0.145,8.23583984375,0.148,9.08984375,0.131,10.806640625,0.063,10.4423828125,0.091,6.6539306640625,0.299,8.77099609375,0.131,11.36328125,0.046,9.46826171875,0.094,7.7496337890625,0.173,7.3038330078125,0.253,9.649169921875,0.101,0.12994999999999998,0.07957947037561358,9.376397705078125,1.8597529120801384,0.8861902973270549,0.9720360199045799
MTERFD2:P1P2,6.2640380859375,0.101,8.8485107421875,0.025,7.119873046875,0.045,8.7872314453125,0.03,7.7030029296875,0.032,5.04736328125,0.205,10.5362548828125,0.012,6.7850341796875,0.041,7.2742919921875,0.06,6.7318115234375,0.076,7.2569580078125,0.058,8.0987548828125,0.026,8.6229248046875,0.035,6.057861328125,0.112,6.4605712890625,0.078,8.2513427734375,0.029,7.1590576171875,0.057,5.657470703125,0.123,6.1571044921875,0.113,7.0294189453125,0.074,0.0666,0.046252624392113084,7.29244384765625,1.2907131335487931,1.1764605663431411,0.8628730937078017
MTERFD3:P1P2,2.210693359375,0.627,4.37255859375,0.104,1.9896240234375,0.7,4.928955078125,0.055,3.529052734375,0.199,2.2176513671875,0.576,4.93408203125,0.075,1.672119140625,0.811,3.3455810546875,0.217,2.49658203125,0.471,2.531005859375,0.503,3.2734375,0.248,3.7919921875,0.166,2.3919677734375,0.491,3.184814453125,0.233,3.502197265625,0.21,3.359130859375,0.217,2.8961181640625,0.346,2.8111572265625,0.393,2.7506103515625,0.365,0.35035,0.21542351799481682,3.109466552734375,0.9059282499090677,0.45548548232956054,0.4926858896457568
MTERF:P1P2,7.441650390625,0.594,11.6044921875,0.224,6.5845947265625,0.674,11.045166015625,0.238,9.43603515625,0.353,6.3883056640625,0.722,11.86328125,0.222,6.636474609375,0.679,9.4051513671875,0.362,7.316162109375,0.575,6.677001953125,0.704,7.7333984375,0.563,10.5888671875,0.297,7.3299560546875,0.59,7.3193359375,0.547,8.685791015625,0.448,7.969482421875,0.51,8.1163330078125,0.461,6.4520263671875,0.68,8.2431640625,0.442,0.49424999999999997,0.1662828519183661,8.34183349609375,1.754775865924529,0.3060445351637389,0.921261517031106
MTF1:P1P2,7.7037353515625,0.001,9.0474853515625,0.0,7.552734375,0.0,9.524169921875,0.0,8.8328857421875,0.0,9.268798828125,0.0,9.5250244140625,0.0,7.9061279296875,0.001,9.56005859375,0.0,7.78076171875,0.0,7.0802001953125,0.001,6.5543212890625,0.0,8.4100341796875,0.002,7.544189453125,0.0,8.503662109375,0.0,7.754638671875,0.0,8.8148193359375,0.0,10.3359375,0.0,8.21337890625,0.0,9.3013916015625,0.0,0.00025,0.0005501196042201808,8.4607177734375,0.9751734816375274,3.585026652029182,0.9274072084078222
MTF2:P1P2,30.085205078125,0.0,18.612060546875,0.0,29.0548095703125,0.0,20.705322265625,0.0,23.2880859375,0.0,29.2825927734375,0.0,20.51708984375,0.0,27.9227294921875,0.0,24.7091064453125,0.0,26.9031982421875,0.0,26.1923828125,0.0,25.181884765625,0.0,21.673583984375,0.0,28.3975830078125,0.0,27.61767578125,0.0,24.35107421875,0.0,24.7723388671875,0.0,25.8563232421875,0.0,31.9581298828125,0.0,25.3216552734375,0.0,0.0,0.0,25.6201416015625,3.464991284084085,5.0,1.4085815257446268
MXD1:P1P2,2.0218505859375,0.564,3.3538818359375,0.153,1.7421875,0.689,3.5855712890625,0.131,2.3712158203125,0.411,1.41943359375,0.866,3.6866455078125,0.122,1.4102783203125,0.842,2.055908203125,0.538,1.7203369140625,0.686,1.5560302734375,0.785,2.5059814453125,0.318,2.9527587890625,0.236,2.140869140625,0.464,2.3846435546875,0.329,2.3958740234375,0.422,2.1497802734375,0.49,2.3798828125,0.341,1.7646484375,0.683,1.3475341796875,0.882,0.49759999999999993,0.24703470883343712,2.247265625,0.6986131178030647,0.3031109006219389,0.35165440871364967
MXD3:P1P2,6.6611328125,0.001,11.320068359375,0.0,6.9208984375,0.002,11.882568359375,0.0,9.61474609375,0.0,5.6038818359375,0.007,12.070068359375,0.0,6.270263671875,0.003,8.3238525390625,0.001,7.85888671875,0.001,7.7061767578125,0.003,9.6728515625,0.0,10.342529296875,0.0,6.7232666015625,0.001,8.35498046875,0.0,9.8525390625,0.0,8.9873046875,0.0,7.0853271484375,0.002,6.3790283203125,0.001,7.826904296875,0.0,0.0011000000000000003,0.0017137217117324383,8.47286376953125,1.92821590532576,2.9546770212133424,0.9280302236833522
MXD4:P1P2,7.366455078125,0.138,8.900146484375,0.085,7.2054443359375,0.144,9.666748046875,0.054,7.86279296875,0.126,6.9847412109375,0.168,11.259765625,0.024,6.4873046875,0.204,9.0572509765625,0.062,6.3662109375,0.22,6.2119140625,0.239,6.711181640625,0.195,9.075439453125,0.079,5.8387451171875,0.295,5.859619140625,0.263,7.53271484375,0.13,6.24609375,0.219,6.7127685546875,0.147,7.8621826171875,0.118,6.822998046875,0.191,0.15504999999999997,0.07330647634202732,7.50152587890625,1.433166988820312,0.8095002203665115,0.8751496118432738
MXI1:P1,7.42041015625,0.004,5.39306640625,0.008,7.2777099609375,0.002,5.58935546875,0.008,5.3212890625,0.009,5.6217041015625,0.003,6.652099609375,0.003,6.0341796875,0.007,7.0604248046875,0.003,5.882568359375,0.006,7.0654296875,0.002,6.04150390625,0.002,5.756103515625,0.008,6.3953857421875,0.004,6.3251953125,0.004,6.734375,0.002,6.062744140625,0.005,5.5208740234375,0.006,6.6195068359375,0.004,5.851318359375,0.004,0.004700000000000001,0.002296450350111301,6.23126220703125,0.6457570352184498,2.326979092871104,0.7945760264386589
MXI1:P2,6.18994140625,0.043,10.9150390625,0.002,7.0975341796875,0.03,10.4859619140625,0.002,9.3521728515625,0.006,5.5650634765625,0.067,12.570556640625,0.001,6.703369140625,0.025,7.8284912109375,0.014,6.885498046875,0.019,6.69677734375,0.018,8.249267578125,0.012,9.6890869140625,0.009,5.0789794921875,0.102,6.5589599609375,0.029,9.284912109375,0.008,7.36962890625,0.018,5.9764404296875,0.05,6.4886474609375,0.031,8.376953125,0.013,0.024950000000000007,0.02494936978425665,7.8681640625,1.9710082146848191,1.6027554189896136,0.8958734070042367
MYBL1:P1P2,2.964599609375,0.079,0.724853515625,0.99,2.9884033203125,0.079,0.6875,0.997,1.1002197265625,0.855,2.6319580078125,0.151,0.83203125,0.978,2.419677734375,0.165,1.7398681640625,0.438,1.7725830078125,0.413,2.55615234375,0.139,1.8385009765625,0.406,0.875,0.951,3.0181884765625,0.062,2.383056640625,0.171,1.43603515625,0.628,1.553466796875,0.548,2.240966796875,0.202,3.0233154296875,0.08,1.6697998046875,0.488,0.441,0.3478201289535486,1.922808837890625,0.8118106520787807,0.35555156269637905,0.2839361096279787
MYCBP:P1P2,2.557373046875,0.146,2.34765625,0.224,3.09375,0.058,2.76806640625,0.118,2.2669677734375,0.214,2.7728271484375,0.099,4.369384765625,0.019,2.634765625,0.12,3.1265869140625,0.069,2.125,0.261,1.65185546875,0.51,1.724365234375,0.48,2.8359375,0.108,2.4183349609375,0.178,1.909423828125,0.321,2.1591796875,0.268,1.45849609375,0.62,2.3472900390625,0.172,3.2418212890625,0.058,2.2060546875,0.241,0.2142,0.1619826501430583,2.5007568359375,0.6599759647203831,0.6691602587915289,0.3980714646434657
MYCL:P1P2,2.893310546875,0.202,5.5301513671875,0.018,3.8177490234375,0.07,5.826904296875,0.011,5.0947265625,0.016,2.4503173828125,0.353,7.010498046875,0.004,3.11962890625,0.158,4.023193359375,0.069,3.552490234375,0.117,3.377685546875,0.13,4.59326171875,0.036,5.0302734375,0.026,2.3529052734375,0.377,3.6715087890625,0.091,5.164794921875,0.027,3.978515625,0.071,2.4874267578125,0.324,3.5118408203125,0.1,3.92138671875,0.074,0.1137,0.1150272736537319,4.070428466796875,1.2351796137711506,0.9442013404675194,0.60964012690863
MYCN:P1,2.7794189453125,0.375,5.0235595703125,0.045,3.808837890625,0.125,5.1751708984375,0.054,4.8153076171875,0.055,3.340087890625,0.208,6.1131591796875,0.03,3.6927490234375,0.151,3.6611328125,0.17,3.5228271484375,0.195,3.8707275390625,0.136,4.5797119140625,0.065,4.2733154296875,0.117,3.1171875,0.247,4.2481689453125,0.102,5.3450927734375,0.032,4.4598388671875,0.069,3.939697265625,0.126,3.5791015625,0.182,4.9515380859375,0.055,0.12694999999999998,0.08627158768740299,4.21483154296875,0.8401114485636226,0.8963330862532083,0.6247802215654807
MYCN:P2,12.0213623046875,0.0,20.6866455078125,0.0,13.31494140625,0.0,20.5950927734375,0.0,18.6856689453125,0.0,12.73193359375,0.0,22.4976806640625,0.0,13.5723876953125,0.0,15.739501953125,0.0,14.9390869140625,0.0,13.2115478515625,0.0,16.4739990234375,0.0,19.1964111328125,0.0,12.33203125,0.0,14.7713623046875,0.001,17.6700439453125,0.001,16.2186279296875,0.0,13.978515625,0.0,13.08154296875,0.002,16.3265380859375,0.0,0.0002,0.0005231483637805969,15.90224609375,3.0937553769236783,3.677780705266081,1.201458470058121
MYC:P1P2,4.5489501953125,0.266,6.5198974609375,0.087,4.774658203125,0.214,7.142333984375,0.064,6.1519775390625,0.09,4.77294921875,0.25,9.8887939453125,0.011,4.7657470703125,0.235,6.921630859375,0.07,4.3756103515625,0.32,4.0364990234375,0.367,4.6148681640625,0.298,6.8179931640625,0.081,3.172119140625,0.571,3.9188232421875,0.396,6.502197265625,0.086,4.8614501953125,0.214,5.09765625,0.186,5.4453125,0.169,5.6932373046875,0.133,0.20540000000000003,0.1385315468537192,5.50113525390625,1.511422330997462,0.6873784174130187,0.7404523228816016
MYF5:P1P2,2.30029296875,0.716,3.751708984375,0.285,2.7794189453125,0.534,4.10009765625,0.21,3.326171875,0.345,1.9066162109375,0.843,4.726806640625,0.141,2.758056640625,0.514,2.1134033203125,0.787,2.5185546875,0.627,2.430908203125,0.644,3.46240234375,0.356,3.682861328125,0.328,2.0994873046875,0.789,2.890625,0.491,3.60302734375,0.316,2.74365234375,0.535,2.1368408203125,0.771,2.6824951171875,0.554,2.971923828125,0.437,0.51115,0.20710594161595552,2.949267578125,0.7513158045426876,0.29144313853306525,0.46971417656380876
MYF6:P1P2,7.5269775390625,0.016,11.9007568359375,0.003,6.4912109375,0.029,11.7037353515625,0.003,9.8389892578125,0.004,6.751708984375,0.027,9.5914306640625,0.007,6.0299072265625,0.052,8.563232421875,0.009,8.3641357421875,0.008,7.5623779296875,0.015,8.3067626953125,0.015,10.7889404296875,0.0,8.809326171875,0.009,8.8228759765625,0.007,8.4354248046875,0.008,9.1995849609375,0.009,9.081787109375,0.009,7.591064453125,0.018,8.1517333984375,0.018,0.013300000000000003,0.011863699609356796,8.67559814453125,1.5643058673461796,1.8758219445253248,0.9382994271994028
MYNN:P1P2,7.149658203125,0.087,5.8447265625,0.199,7.7110595703125,0.067,5.32275390625,0.254,5.9912109375,0.164,6.4102783203125,0.128,8.3826904296875,0.067,7.116455078125,0.091,7.4041748046875,0.082,5.905029296875,0.207,6.11962890625,0.178,6.19677734375,0.173,5.9307861328125,0.191,5.5401611328125,0.196,5.471435546875,0.227,6.5380859375,0.137,6.25927734375,0.139,5.1839599609375,0.247,6.0509033203125,0.15,6.497314453125,0.141,0.15624999999999997,0.05759922788225186,6.351318359375,0.8321749292377146,0.8061521800264426,0.8028638822642811
MYOCD:P1P2,56.701171875,0.0,40.698974609375,0.0,53.2589111328125,0.0,41.8802490234375,0.0,45.732421875,0.0,52.9918212890625,0.0,42.359130859375,0.0,52.359375,0.0,50.6102294921875,0.0,49.922119140625,0.0,51.821533203125,0.0,47.8167724609375,0.0,44.507568359375,0.0,52.9234619140625,0.0,50.6917724609375,0.0,49.031982421875,0.0,48.415283203125,0.0,51.3304443359375,0.0,56.6651611328125,0.0,48.2587890625,0.0,0.0,0.0,49.398858642578126,4.543245520319833,5.0,1.6937169146937574
MYOD1:P1P2,3.1199951171875,0.29,4.3853759765625,0.116,3.0806884765625,0.291,4.6182861328125,0.094,3.5447998046875,0.213,2.28076171875,0.546,5.2532958984375,0.054,2.7823486328125,0.365,3.324951171875,0.235,3.3677978515625,0.24,3.4686279296875,0.212,4.1253662109375,0.138,3.7862548828125,0.179,3.0546875,0.314,3.6995849609375,0.151,3.92431640625,0.136,3.8546142578125,0.162,2.256591796875,0.562,3.20068359375,0.296,3.1661376953125,0.277,0.24355000000000002,0.13368205603319827,3.51475830078125,0.7341706042757954,0.613394034617515,0.5458954652744523
MYOG:P1P2,3.967529296875,0.126,2.43603515625,0.506,3.1822509765625,0.22,3.282958984375,0.248,2.913818359375,0.306,3.3450927734375,0.231,3.01611328125,0.316,2.7265625,0.392,2.4764404296875,0.459,3.205810546875,0.269,2.415283203125,0.496,3.4150390625,0.219,2.911865234375,0.385,3.6754150390625,0.16,3.538818359375,0.198,2.927978515625,0.342,2.421142578125,0.497,3.2574462890625,0.233,4.6229248046875,0.075,2.6177978515625,0.42,0.3049,0.1284293375239556,3.117816162109375,0.5648841862250187,0.5158283320347459,0.49385050401021857
MYPOP:P1P2,3.2623291015625,0.063,8.1131591796875,0.0,3.66845703125,0.049,8.0762939453125,0.0,6.7982177734375,0.002,3.259765625,0.073,8.7125244140625,0.0,3.7301025390625,0.034,5.10205078125,0.014,4.724609375,0.014,3.6766357421875,0.05,5.5716552734375,0.005,7.0911865234375,0.004,3.64208984375,0.044,5.0567626953125,0.008,6.0982666015625,0.005,5.4368896484375,0.009,4.3341064453125,0.022,3.9248046875,0.045,5.0133056640625,0.018,0.022950000000000005,0.02316638899240381,5.26466064453125,1.7104272257500566,1.639028116274064,0.7213703821772736
"MYRFL:ENST00000299350.4,ENST00000548892.1",9.6431884765625,0.003,15.9036865234375,0.0,10.573486328125,0.0,17.0660400390625,0.0,14.4522705078125,0.0,10.019287109375,0.002,19.5943603515625,0.0,10.0570068359375,0.001,13.96044921875,0.0,10.6566162109375,0.004,9.8216552734375,0.004,11.9166259765625,0.0,15.8814697265625,0.0,7.947509765625,0.013,9.7796630859375,0.006,13.8651123046875,0.001,11.3590087890625,0.002,10.64892578125,0.001,10.431396484375,0.004,12.3253173828125,0.0,0.0020500000000000006,0.0031535276821529983,12.29515380859375,3.019558388564754,2.6861327796308463,1.089733965999154
MYRF:P2,21.9560546875,0.0,33.189453125,0.0,22.7198486328125,0.0,34.348388671875,0.0,30.460205078125,0.0,22.3743896484375,0.0,36.18505859375,0.0,22.82177734375,0.0,27.3770751953125,0.0,25.260498046875,0.0,23.083984375,0.0,26.623779296875,0.0,32.5595703125,0.0,21.4029541015625,0.0,24.268798828125,0.0,29.1484375,0.0,25.937255859375,0.0,24.2945556640625,0.0,23.7923583984375,0.0,26.6689453125,0.0,0.0,0.0,26.72366943359375,4.481173297022206,5.0,1.426896090979655
MYT1L:P1P2,3.2376708984375,0.37,2.1678466796875,0.733,2.68017578125,0.527,2.8397216796875,0.472,2.5245361328125,0.583,2.567626953125,0.579,2.3157958984375,0.698,2.0020751953125,0.788,2.44873046875,0.619,2.4603271484375,0.607,2.5811767578125,0.559,2.6407470703125,0.584,1.8443603515625,0.854,2.695068359375,0.514,2.9505615234375,0.431,2.6990966796875,0.537,2.8399658203125,0.442,3.099365234375,0.397,3.009521484375,0.389,2.4720458984375,0.616,0.5649499999999998,0.13201852940122896,2.60382080078125,0.3517018727889076,0.24798229978097827,0.4156110920659573
MYT1:P1P2,2.01416015625,0.594,3.4168701171875,0.15,1.4541015625,0.847,3.2396240234375,0.189,2.4171142578125,0.406,1.9970703125,0.602,2.8421630859375,0.288,1.860595703125,0.651,1.71630859375,0.731,2.2137451171875,0.487,2.2381591796875,0.51,2.7799072265625,0.301,2.1431884765625,0.559,3.031005859375,0.228,3.3785400390625,0.137,2.1129150390625,0.545,3.1295166015625,0.205,2.4273681640625,0.358,1.907470703125,0.67,2.3143310546875,0.451,0.44545,0.20760754346907329,2.431707763671875,0.5790730261888146,0.35119128727065446,0.3859113813528905
MZF1:P1P2,2.499755859375,0.311,2.222900390625,0.452,2.4713134765625,0.318,2.702392578125,0.282,2.456298828125,0.359,1.8565673828125,0.6,2.99951171875,0.2,1.8614501953125,0.608,2.0360107421875,0.54,2.1826171875,0.454,1.7640380859375,0.693,2.228515625,0.485,2.30419921875,0.441,1.9619140625,0.591,2.231689453125,0.437,2.408447265625,0.406,1.9034423828125,0.593,1.8729248046875,0.611,2.8062744140625,0.247,2.400390625,0.369,0.44984999999999997,0.13913540356902618,2.25853271484375,0.3416718078333802,0.3469226210855392,0.35382638569804
NACC2:P1P2,5.20166015625,0.424,5.63330078125,0.363,5.1458740234375,0.42,5.380126953125,0.427,5.23974609375,0.422,4.4141845703125,0.601,5.244384765625,0.429,5.033203125,0.455,3.8453369140625,0.708,5.389404296875,0.41,6.205810546875,0.284,6.828369140625,0.217,4.541015625,0.617,5.5897216796875,0.385,6.63232421875,0.224,5.864013671875,0.372,6.309814453125,0.247,4.4302978515625,0.588,5.0030517578125,0.471,5.307373046875,0.436,0.42499999999999993,0.13006030989708703,5.36195068359375,0.7551482366638365,0.37160085137621474,0.7293228152526802
NAIF1:P1P2,3.0740966796875,0.367,6.4119873046875,0.028,4.222412109375,0.15,7.4351806640625,0.016,5.7359619140625,0.046,3.638427734375,0.246,8.2286376953125,0.013,3.945556640625,0.171,4.696044921875,0.104,3.9774169921875,0.193,4.1644287109375,0.153,5.3397216796875,0.058,6.1319580078125,0.042,3.0986328125,0.331,4.658203125,0.095,5.8319091796875,0.061,4.8482666015625,0.082,3.87841796875,0.178,3.741455078125,0.217,5.1278076171875,0.073,0.1312,0.10149856104761704,4.909326171875,1.3868349842988588,0.8820330645082329,0.6910218872515597
NANOGNB:ENST00000382119.1,3.830078125,0.16,4.979736328125,0.063,4.2784423828125,0.101,4.971923828125,0.061,4.791259765625,0.069,3.5372314453125,0.213,5.017333984375,0.071,3.7562255859375,0.15,4.2498779296875,0.114,4.044921875,0.121,4.388427734375,0.105,5.306640625,0.05,4.024658203125,0.154,3.8912353515625,0.138,5.12939453125,0.049,5.16748046875,0.048,5.19189453125,0.048,4.1024169921875,0.112,3.893798828125,0.167,4.385498046875,0.086,0.10400000000000001,0.04790451028100755,4.446923828125,0.5673279127598837,0.9829249036239409,0.6480596904319993
NANOG:P1P2,36.80126953125,0.084,48.086181640625,0.031,37.7938232421875,0.088,49.08154296875,0.023,44.84130859375,0.038,36.7550048828125,0.089,51.312255859375,0.019,36.993408203125,0.08,42.5867919921875,0.044,39.856201171875,0.06,37.40283203125,0.094,40.115966796875,0.086,47.196044921875,0.041,35.3975830078125,0.089,38.023193359375,0.068,43.903564453125,0.041,39.87451171875,0.055,39.2498779296875,0.054,36.8846435546875,0.089,41.79443359375,0.043,0.0608,0.02499389399117523,41.19752197265625,4.725848927985632,1.2160249965873289,1.6148710940436388
NCL:P2,12.3126220703125,0.001,5.0679931640625,0.136,11.991943359375,0.004,5.471923828125,0.116,6.9049072265625,0.024,11.1650390625,0.0,5.9503173828125,0.08,11.1512451171875,0.001,8.9609375,0.009,9.6324462890625,0.006,10.6141357421875,0.002,8.6878662109375,0.009,6.4744873046875,0.063,11.83544921875,0.001,10.1114501953125,0.004,8.3492431640625,0.008,8.7669677734375,0.013,10.116943359375,0.003,12.121337890625,0.0,8.5667724609375,0.016,0.024800000000000006,0.04060801061755906,9.212701416015625,2.2981348302680575,1.6053732357277908,0.9643869958910353
NCOA2:P1P2,3.7286376953125,0.06,2.8648681640625,0.176,3.490966796875,0.08,2.9210205078125,0.169,2.8692626953125,0.184,3.001220703125,0.162,4.2730712890625,0.038,3.1195068359375,0.123,3.35888671875,0.099,2.9085693359375,0.173,2.4906005859375,0.276,3.0611572265625,0.167,3.3150634765625,0.127,2.8046875,0.191,2.310791015625,0.319,3.177734375,0.13,2.3760986328125,0.276,2.20068359375,0.329,4.03466796875,0.044,2.8756103515625,0.19,0.16565000000000002,0.08427103829155567,3.0591552734375,0.5398404633474794,0.7807823429770931,0.4856015210139957
NCOA6:P1P2,19.71923828125,0.0,15.346923828125,0.0,18.5234375,0.0,16.92236328125,0.0,17.402587890625,0.0,18.8421630859375,0.0,15.6583251953125,0.0,18.352294921875,0.0,17.8240966796875,0.0,18.870361328125,0.0,19.505126953125,0.0,18.64501953125,0.0,16.056640625,0.0,19.8343505859375,0.0,21.087646484375,0.0,18.672607421875,0.0,19.150390625,0.0,19.567626953125,0.0,20.7982177734375,0.0,18.57373046875,0.0,0.0,0.0,18.467657470703124,1.5604810849612059,5.0,1.266411810867025
NCOR1:P1P2,12.5926513671875,0.05,13.4202880859375,0.061,11.08837890625,0.108,14.5611572265625,0.048,12.6600341796875,0.066,10.788818359375,0.1,11.6387939453125,0.111,10.3485107421875,0.115,11.1220703125,0.098,13.4573974609375,0.038,13.8670654296875,0.059,14.3800048828125,0.034,12.7252197265625,0.093,14.16650390625,0.041,14.2772216796875,0.026,13.0008544921875,0.061,14.0433349609375,0.042,12.560791015625,0.052,12.208740234375,0.076,11.6097412109375,0.087,0.0683,0.02811461504177798,12.72587890625,1.3001893889402174,1.1655157146651949,1.1046877863685671
"NCOR2:ENST00000356219.3,ENST00000397355.1,ENST00000404621.1,ENST00000429285.2",6.9742431640625,0.06,4.2982177734375,0.264,7.8701171875,0.03,5.7054443359375,0.122,5.575927734375,0.112,7.05517578125,0.049,6.5411376953125,0.062,6.2271728515625,0.069,6.69091796875,0.07,5.50439453125,0.136,6.1885986328125,0.101,5.2703857421875,0.154,5.3809814453125,0.153,5.1826171875,0.145,5.7650146484375,0.098,6.5880126953125,0.068,4.9815673828125,0.147,5.9815673828125,0.103,7.995361328125,0.026,6.5806884765625,0.063,0.10160000000000002,0.055732821285316723,6.117877197265625,0.9427973237125612,0.9930635486357072,0.7866007552434353
